epoch,loss,val_loss
1,0.02678619511425495,0.02570384554564953
2,0.02620518207550049,0.025265498086810112
3,0.025695806369185448,0.02486492320895195
4,0.025246674194931984,0.024479178711771965
5,0.02481243759393692,0.02408304065465927
6,0.02438909374177456,0.023679088801145554
7,0.02397622913122177,0.023273665457963943
8,0.023580551147460938,0.022888030856847763
9,0.023195138201117516,0.02250988781452179
10,0.022823575884103775,0.02214953489601612
11,0.022461848333477974,0.021804599091410637
12,0.022112688049674034,0.021467197686433792
13,0.02177163027226925,0.021152034401893616
14,0.02143513783812523,0.02083325944840908
15,0.02111060731112957,0.02052180841565132
16,0.02079191617667675,0.02020978182554245
17,0.0204797200858593,0.019902963191270828
18,0.020176859572529793,0.019608788192272186
19,0.01987687684595585,0.019316602498292923
20,0.019586211070418358,0.01902145706117153
21,0.019299110397696495,0.01874358206987381
22,0.019018098711967468,0.018471769988536835
23,0.018742909654974937,0.018203705549240112
24,0.018472887575626373,0.01793644204735756
25,0.018207907676696777,0.01767720840871334
26,0.017947562038898468,0.01742301881313324
27,0.017689652740955353,0.01717066764831543
28,0.017439203336834908,0.01691785454750061
29,0.01718912273645401,0.01668691635131836
30,0.016945743933320045,0.016450684517621994
31,0.01670602709054947,0.016217105090618134
32,0.01647345721721649,0.01599211059510708
33,0.01623821258544922,0.01575440913438797
34,0.01600729115307331,0.015513338148593903
35,0.015783734619617462,0.015288317576050758
36,0.015559710562229156,0.015066799707710743
37,0.015341532416641712,0.014875051565468311
38,0.015120289288461208,0.014648821204900742
39,0.014902730472385883,0.01443239115178585
40,0.014702985063195229,0.014202199876308441
41,0.01447982806712389,0.014048662036657333
42,0.014271344058215618,0.01381880883127451
43,0.01406443864107132,0.013586049899458885
44,0.01386286597698927,0.013390159234404564
45,0.013664653524756432,0.01319688931107521
46,0.013471839018166065,0.013026351109147072
47,0.013277308084070683,0.012840214185416698
48,0.013091802597045898,0.012645920738577843
49,0.01290843728929758,0.012466639280319214
50,0.012727553956210613,0.012292154133319855
51,0.012557660229504108,0.012169428169727325
52,0.012392904609441757,0.011915967799723148
53,0.01222143042832613,0.011808881536126137
54,0.012061245739459991,0.011664224788546562
55,0.011908210813999176,0.01145651564002037
56,0.0117648271843791,0.01131579838693142
57,0.011626464314758778,0.011233258061110973
58,0.01148278545588255,0.011064935475587845
59,0.011354676447808743,0.010892663151025772
60,0.011234758421778679,0.010782209224998951
