run_id,day,date,month,scenario,forecast,seed,planned_kwh,final_kwh,emergency_kwh,emergency_minutes,surplus_kwh,up_cost,down_cost,total_cost,planned_cost,emergency_cost,simultaneous_slots,throughput_kwh,direction_reversals,equivalent_full_cycles,initial_soc,final_soc,final_mode,max_balance_error,max_state_error,risk_seconds,planning_seconds,execution_seconds,compute_seconds,charge_kwh,discharge_kwh,direction_reversals_including_warmup_boundary,charging_slots,discharging_slots,active_slots,power_changes_count,power_ramp_total_kw,power_ramp_total_kw_including_warmup_boundary,power_ramp_max_kw_per_10min,power_ramp_p95_kw_per_10min,mean_absolute_power_kw,max_charge_kw,max_discharge_kw,initial_mode,initial_power_kw,final_power_kw
causal_2026,31,2025-02-01,2,2,causal_season,2026,64167.25521944527,64167.25521944527,0.0,0,24571.264244375703,0.0,0.0,37401.815654486505,37401.815654486505,0.0,0,28594.60764432657,7,1.1816371598627573,1421.7991105135516,5139.787942699445,-1,0.0,9.094947017729282e-13,0.0037511250702664256,0.02434233296662569,0.00024316692724823952,0.028336624964140356,16906.2113430314,11688.39630129517,7,24,33,57,55,77860.75982365324,82609.77439954555,6520.158983164183,4019.9158191727515,1191.4419851802736,4921.774575892316,3148.852072881762,1,172.75999999999976,0.0
causal_2026,32,2025-02-02,2,2,causal_season,2026,93850.43784924947,93850.43784924947,14.566015867289934,10,16750.311055114264,0.0,0.0,60424.943637313525,60393.21157174664,31.73206556689112,0,35306.1435301898,9,1.4758576298913506,5139.787942699445,2035.6824255489696,-1,0.0,8.242295734817162e-13,0.0038327090442180634,0.024120124988257885,0.0002275420119985938,0.028180376044474542,17032.279195096155,18273.864335093647,10,25,38,63,66,102712.61805348963,107520.621265074,7292.440851612918,4396.700950444883,1471.0893137579085,4995.057534937598,4553.2552,-1,0.0,0.0
causal_2026,33,2025-02-03,2,2,causal_season,2026,82469.2582465705,82469.2582465705,1250.0916428010273,520,1930.749717987082,0.0,0.0,56848.465712680074,51374.712968976695,5473.75274370338,0,43198.81307044362,9,1.7989972838109367,2035.6824255489696,1332.7701184837088,-1,0.0,9.094947017729282e-13,0.0007035000016912818,0.024278917000629008,0.00023158302064985037,0.02521400002297014,22385.24837091403,20813.56469952959,10,31,46,77,81,120942.17128911792,125776.14007103907,6921.2397918242905,4743.416490252569,1799.9505446018175,4969.091964600825,4838.28482005762,-1,0.0,0.0
causal_2026,34,2025-02-04,2,2,causal_season,2026,88467.96378142547,88467.96378142547,514.4127927837382,200,5094.876152109902,0.0,0.0,57527.18586100671,55412.489442509155,2114.6964184975523,0,45335.25995159673,9,1.885677813424775,1332.7701184837088,1639.765773949527,-1,0.0,9.094947017729282e-13,0.000762708019465208,0.02417654194869101,0.00023570796474814415,0.025174957932904363,24013.948211848015,21321.311739748715,10,32,45,77,74,110691.2616078839,115543.64943694911,6883.752940324245,4742.553321705824,1888.9691646498638,4852.387829065201,4734.784804785111,-1,0.0,0.0
causal_2026,35,2025-02-05,2,2,causal_season,2026,89988.9728234573,89988.9728234573,246.5025543757597,220,7509.943077571967,0.0,0.0,57788.72652432454,56682.898348190094,1105.8281761344579,0,43063.87827643988,9,1.792476880879588,1639.765773949527,1349.9494956344893,-1,0.0,8.526512829121202e-13,0.0009850830538198352,0.024426582967862487,0.00024158298037946224,0.025653249002061784,22520.49179668381,20543.38647975606,10,32,40,72,68,114886.60889259321,119694.75231166283,7015.6449566044785,4743.416490252569,1794.328261518328,4808.143419069616,4838.28482005762,-1,0.0,0.0
causal_2026,36,2025-02-06,2,2,causal_season,2026,87549.8778158112,87549.8778158112,425.55486228300975,240,5195.757733674706,0.0,0.0,56788.742645659906,54920.17957966283,1868.563065997068,0,42674.80605807534,9,1.775075823153856,1349.9494956344893,1612.8892342954591,-1,0.0,7.922551503725117e-13,0.0011026669526472688,0.024199375067837536,0.00024262501392513514,0.02554466703440994,22591.711892914092,20083.09416516125,10,30,45,75,66,108030.38524914265,112745.40565409773,7124.203758971884,4743.416490252569,1778.1169190864723,4743.416490252569,4838.28482005762,-1,0.0,0.0
causal_2026,37,2025-02-07,2,2,causal_season,2026,42510.19108395771,42510.19108395771,250.93029400452033,160,8867.151806572787,0.0,0.0,23124.489059329455,22247.478685007198,877.0103743222556,0,34403.07782043949,5,1.4308651747957857,1612.8892342954591,1890.8761230776154,-1,0.0,9.094947017729282e-13,0.0012890839716419578,0.023853500024415553,0.00023091700859367847,0.02537350100465119,18245.683862581132,16157.39395785836,6,37,44,81,71,68447.19356300138,73425.31914393237,7808.782090252569,3984.469851812165,1433.4615758516454,4978.125580930994,3216.2246999999998,-1,0.0,0.0
causal_2026,38,2025-02-08,2,2,causal_season,2026,36545.099202127545,36545.099202127545,599.9519751067371,300,4177.877614374533,0.0,0.0,21037.13034853114,19136.259948736337,1900.8703997948023,0,32647.57870256075,5,1.3591512963596746,1890.8761230776154,1562.137721246909,-1,0.0,7.958078640513122e-13,0.001340750022791326,0.023344374960288405,0.00023545906879007816,0.02492058405186981,17018.794774376915,15628.783928183831,6,39,40,79,80,68102.58705575397,72903.7080103381,7826.385490252569,3410.0664711920126,1360.3157792733646,4801.120954584134,3114.9713,-1,0.0,0.0
causal_2026,39,2025-02-09,2,2,causal_season,2026,81575.33331321774,81575.33331321774,1373.3941292348927,510,1188.4054152647257,0.0,0.0,56345.42616413953,50620.923791766065,5724.502372373461,0,45678.9496577379,9,1.90108916224433,1562.137721246909,1362.6119935560037,-1,0.0,9.094947017729282e-13,0.0016178339719772339,0.02355375001206994,0.00023437500931322575,0.0254059589933604,23941.927859129562,21737.021798608337,10,33,47,80,80,112949.20763773803,117932.08620451853,6651.787445389158,4652.2812925370945,1903.2895690724124,4982.878566780504,4838.28482005762,-1,0.0,0.0
causal_2026,40,2025-02-10,2,2,causal_season,2026,83456.40208873682,83456.40208873682,595.7087586429363,280,7502.472720991306,0.0,0.0,53916.92706284259,52014.098592759,1902.8284700835768,0,39842.49633860707,9,1.6575263478372144,1362.6119935560037,1488.8139612917576,-1,0.0,9.094947017729282e-13,0.0016011670231819153,0.023126374930143356,0.00022837508004158735,0.02495591703336686,21032.7484408311,18809.747897775967,10,28,42,70,66,114593.63991980374,119535.0657170053,6544.233148811477,4743.416490252569,1660.1040141086278,4941.425797201568,4838.28482005762,-1,0.0,0.0
