interval_start,interval_end,charge_power_kw,discharge_power_kw,net_battery_power_kw,delta_power_kw,soc_start_kwh,soc_end_kwh,load_kw,pv_kw
2025-02-01 00:00:00,2025-02-01 00:10:00,4916.445360067648,0.0,4916.445360067648,,1421.7991105135516,2199.1573769925717,2532.1822,0.0
2025-02-01 00:10:00,2025-02-01 00:20:00,4963.657578101429,0.0,4963.657578101429,47.21221803378103,2199.1573769925717,2983.9805505903532,2492.4439,0.0
2025-02-01 00:20:00,2025-02-01 00:30:00,4930.801912422283,0.0,4930.801912422283,-32.855665679146114,2983.9805505903532,3763.6087873087786,2464.3,0.0
2025-02-01 00:30:00,2025-02-01 00:40:00,4905.8995320963695,0.0,4905.8995320963695,-24.902380325913327,3763.6087873087786,4539.299611977721,2581.7688,0.0
2025-02-01 00:40:00,2025-02-01 00:50:00,5000.0,0.0,5000.0,94.10046790363049,4539.299611977721,5329.869027019816,2546.4635,0.0
2025-02-01 00:50:00,2025-02-01 01:00:00,5000.0,0.0,5000.0,0.0,5329.869027019816,6120.438442061911,2436.31,0.0
2025-02-01 01:00:00,2025-02-01 01:10:00,0.0,-0.0,0.0,-5000.0,6120.438442061911,6120.438442061911,2620.5011,0.0
2025-02-01 01:10:00,2025-02-01 01:20:00,5000.0,0.0,5000.0,5000.0,6120.438442061911,6911.007857104006,2710.7861,0.0
2025-02-01 01:20:00,2025-02-01 01:30:00,5000.0,0.0,5000.0,0.0,6911.007857104006,7701.577272146101,2676.48,0.0
2025-02-01 01:30:00,2025-02-01 01:40:00,0.0,102.94785881309383,-102.94785881309383,-5102.947858813094,7701.577272146101,7683.491176919056,2830.598,0.0
2025-02-01 01:40:00,2025-02-01 01:50:00,0.0,-0.0,0.0,102.94785881309383,7683.491176919056,7683.491176919056,2688.1558,0.0
2025-02-01 01:50:00,2025-02-01 02:00:00,5000.0,0.0,5000.0,5000.0,7683.491176919056,8474.06059196115,2384.42,0.0
2025-02-01 02:00:00,2025-02-01 02:10:00,5000.0,0.0,5000.0,0.0,8474.06059196115,9264.630007003245,2604.5438,0.0
2025-02-01 02:10:00,2025-02-01 02:20:00,0.0,-0.0,0.0,-5000.0,9264.630007003245,9264.630007003245,2943.3655,0.0
2025-02-01 02:20:00,2025-02-01 02:30:00,0.0,29.418294995661768,-29.418294995661768,-29.418294995661768,9264.630007003245,9259.461739388522,3019.32,0.0
2025-02-01 02:30:00,2025-02-01 02:40:00,0.0,-0.0,0.0,29.418294995661768,9259.461739388522,9259.461739388522,2844.4369,0.0
2025-02-01 02:40:00,2025-02-01 02:50:00,0.0,-0.0,0.0,0.0,9259.461739388522,9259.461739388522,2768.3064,0.0
2025-02-01 02:50:00,2025-02-01 03:00:00,0.0,61.21874018999256,-61.21874018999256,-61.21874018999256,9259.461739388522,9248.706703028163,2861.65,0.0
2025-02-01 03:00:00,2025-02-01 03:10:00,0.0,132.9413364705498,-132.9413364705498,-71.72259628055724,9248.706703028163,9225.351290892955,2900.3973,0.0
2025-02-01 03:10:00,2025-02-01 03:20:00,0.0,-0.0,0.0,132.9413364705498,9225.351290892955,9225.351290892955,2919.6115,0.0
2025-02-01 03:20:00,2025-02-01 03:30:00,0.0,-0.0,0.0,0.0,9225.351290892955,9225.351290892955,2993.09,0.0
2025-02-01 03:30:00,2025-02-01 03:40:00,0.0,-0.0,0.0,0.0,9225.351290892955,9225.351290892955,3109.8584,0.0
2025-02-01 03:40:00,2025-02-01 03:50:00,0.0,-0.0,0.0,0.0,9225.351290892955,9225.351290892955,3054.8008,0.0
2025-02-01 03:50:00,2025-02-01 04:00:00,0.0,-0.0,0.0,0.0,9225.351290892955,9225.351290892955,2901.7,0.0
2025-02-01 04:00:00,2025-02-01 04:10:00,0.0,-0.0,0.0,0.0,9225.351290892955,9225.351290892955,2947.1208,0.0
2025-02-01 04:10:00,2025-02-01 04:20:00,0.0,-0.0,0.0,0.0,9225.351290892955,9225.351290892955,3027.8717,0.0
2025-02-01 04:20:00,2025-02-01 04:30:00,0.0,-0.0,0.0,0.0,9225.351290892955,9225.351290892955,3033.47,0.0
