day,date,scenario,planned_cost,up_cost,down_cost,emergency_cost,total_cost,emergency_kwh,throughput_kwh,initial_soc,final_soc,seconds
31,2025-02-01,4-3,17223.30989297616,0.0,0.0,0.0,17223.30989297616,0.0,39547.58403823376,1522.7387288211346,2308.483330415348,0.28161737509071827
32,2025-02-02,4-3,48942.28783282664,8331.434606039586,0.0,7343.068307702159,64616.7907465684,1351.2531924760979,44821.006941255764,2308.483330415348,1200.0,0.21161770808976144
33,2025-02-03,4-3,61250.39853125902,0.0,0.0,0.0,61250.39853125902,0.0,44419.6600342213,1200.0,2110.5589837571342,0.23474216694012284
34,2025-02-04,4-3,62392.81063747591,353.93279566505083,0.0,317.32922453713996,63064.0726576781,142.59328281832774,46636.351946306735,2110.5589837571342,1260.8526691646107,0.2421927920076996
35,2025-02-05,4-3,52920.48572816923,8892.674746998942,0.0,1208.754342669548,63021.91481783772,241.08986311419238,46505.04198914757,1260.8526691646107,1551.0620983636043,0.2519044999498874
36,2025-02-06,4-3,60281.633439790974,526.9897154089771,0.0,587.9558636652525,61396.57901886522,99.43796878688968,47675.52923570538,1551.0620983636043,1514.5392788492563,0.2240214169723913
37,2025-02-07,4-3,16197.28035493714,0.0,0.0,0.0,16197.280354937138,0.0,36372.36292620787,1514.5392788492563,1850.1507174471915,0.22714487498160452
38,2025-02-08,4-3,12681.331541359046,3460.5245916492104,0.0,152.33790766630187,16294.194040674556,31.53288070729797,42379.29796201202,1850.1507174471915,1426.2285168765359,0.22349354205653071
39,2025-02-09,4-3,55524.06367794165,3823.34148476083,0.0,26.78697129611777,59374.1921339986,5.223673475109166,43425.63500040041,1426.2285168765359,1272.2316746231172,0.24928320804610848
40,2025-02-10,4-3,50701.07276776212,1553.4572682905793,0.0,0.0,52254.5300360527,0.0,41952.38452005838,1272.2316746231172,1256.8774350770047,0.26951479201670736
41,2025-02-11,4-3,51311.323438079016,1585.219104706324,0.0,4333.369128720143,57229.91167150549,789.1490052490484,45235.417225779085,1256.8774350770047,1546.6619335426672,0.23910308291669935
42,2025-02-12,4-3,53633.69062045484,280.1792439409056,0.0,0.0,53913.86986439574,0.0,44232.18883384373,1546.6619335426672,1775.9957393882692,0.24129145895130932
43,2025-02-13,4-3,46705.73906341723,3646.1680903242095,0.0,726.543567903627,51078.45072164507,125.45797674920979,41616.385870504564,1775.9957393882692,1271.124859806574,0.2284699169686064
44,2025-02-14,4-3,13672.995399948944,1873.8175683613354,0.0,0.0,15546.812968310282,0.0,40191.93338091599,1271.124859806574,1955.14073073566,0.21045708295423537
45,2025-02-15,4-3,14325.261249354835,644.9333191724711,0.0,0.0,14970.194568527306,0.0,40236.16556043735,1955.14073073566,1298.9787271750856,0.21197766601108015
46,2025-02-16,4-3,51975.43778755312,925.3094065210091,0.0,1933.5838967341285,54834.33109080825,372.4997147399726,45158.19634255121,1298.9787271750856,1437.7497295282924,0.22406616702210158
47,2025-02-17,4-3,52371.149282371465,1845.3426717190318,0.0,0.0,54216.491954090496,0.0,40864.81893686235,1437.7497295282924,1877.142550299663,0.23343633394688368
48,2025-02-18,4-3,43761.07098849217,8965.285172918944,0.0,0.0,52726.3561614111,0.0,40566.85075529139,1877.142550299663,1589.4136285566726,0.22448595892637968
49,2025-02-19,4-3,45270.433617988645,6310.166375716843,0.0,3184.1209152538186,54764.7209089593,714.018735944952,42433.33885859247,1589.4136285566726,1200.0,0.23273541708476841
50,2025-02-20,4-3,48608.78064922717,1421.8746597311397,0.0,20.338056123526886,50050.99336508184,3.6249988634750707,42235.62320965709,1200.0,1513.4680279013128,0.21725741599220783
51,2025-02-21,4-3,13637.412399155637,1811.1475486031386,0.0,0.0,15448.559947758775,0.0,38901.0979948227,1513.4680279013128,2024.2191828173875,0.20474591699894518
52,2025-02-22,4-3,13342.337929203939,1900.2600526069427,0.0,0.0,15242.597981810883,0.0,37079.864208607745,2024.2191828173875,1806.0108786758894,0.20852920797187835
53,2025-02-23,4-3,45126.429810342524,5011.415243235742,0.0,778.3320043759419,50916.177057954206,224.53226651750697,44240.5935506987,1806.0108786758894,1200.0,0.22167458396870643
54,2025-02-24,4-3,47192.738985090946,967.4427482934027,0.0,0.0,48160.18173338435,0.0,43385.44387305605,1200.0,1618.6214784243657,0.23637916590087116
55,2025-02-25,4-3,45116.79382677738,575.7119520305997,0.0,563.6853717549905,46256.191150562976,159.318452608909,38683.12135317673,1618.6214784243657,1261.4133486196124,0.21422712493222207
56,2025-02-26,4-3,41437.89583558182,9788.27662226877,0.0,0.0,51226.1724578506,0.0,43976.38314814753,1261.4133486196124,2066.2917671763853,0.21858391701243818
57,2025-02-27,4-3,41141.784448157014,5233.652342757918,0.0,554.8175998129057,46930.25439072784,110.36928749623075,43289.90467801533,2066.2917671763853,1353.2396269409298,0.2156852079788223
58,2025-02-28,4-3,13223.148408494537,553.5631384880076,0.0,0.0,13776.711546982544,0.0,36928.19298665273,1353.2396269409298,1561.198636685967,0.21095474995672703
59,2025-03-01,4-3,12925.42350143121,475.14362115853214,0.0,224.05090533934424,13624.618027929086,58.98114045556315,36198.203374163604,1561.198636685967,1200.0,0.20980925008188933
60,2025-03-02,4-3,45902.380594840244,6967.580025279975,0.0,0.0,52869.960620120226,0.0,42681.00236523809,1200.0,1549.123108150864,0.2209365830058232
61,2025-03-03,4-3,46308.22089094004,4259.582578576324,0.0,1043.3949354262518,51611.198404942625,285.087757449619,45725.271345213776,1549.123108150864,1200.0,0.2273708750726655
62,2025-03-04,4-3,41887.789656310786,7714.436104117303,0.0,12.31665108070646,49614.542411508795,6.183488152838418,40585.316717977235,1200.0,1200.0,0.23076170892454684
63,2025-03-05,4-3,45080.081800444765,82.06757507196187,0.0,84.95005485531621,45247.09943037205,36.75105120281904,42031.840817169315,1200.0,1200.0,0.24734170793090016
64,2025-03-06,4-3,39605.416327592684,6543.118777820061,0.0,0.0,46148.53510541274,0.0,39663.9283981837,1200.0,1351.7914983784121,0.2287309169769287
65,2025-03-07,4-3,12740.580534762597,101.03086917970714,0.0,0.0,12841.611403942305,0.0,32368.872104609924,1351.7914983784121,1782.2289880181147,0.22355858399532735
66,2025-03-08,4-3,11193.359990604411,1429.3895852705944,0.0,409.13719574394054,13031.886771618947,117.24094192149583,33050.37492805712,1782.2289880181147,1212.3487444843618,0.22651525004766881
67,2025-03-09,4-3,42825.325535848446,1182.0780943841287,0.0,135.0500001405281,44142.4536303731,26.559706593487963,47282.42942286382,1212.3487444843618,1415.5096605225342,0.23552391701377928
68,2025-03-10,4-3,41562.03178001416,6666.417020167497,0.0,0.0,48228.44880018165,0.0,42362.585586945104,1415.5096605225342,1457.1898962577177,0.24233333300799131
69,2025-03-11,4-3,36642.31509141665,9078.343046225888,0.0,0.0,45720.658137642546,0.0,44688.95435237435,1457.1898962577177,1781.3125479153912,0.23937258403748274
70,2025-03-12,4-3,40873.72520618992,703.0253331837337,0.0,0.0,41576.750539373665,0.0,42413.19682191941,1781.3125479153912,1555.9979236885547,0.22520899993833154
71,2025-03-13,4-3,40745.658895345085,6436.124510072954,0.0,0.0,47181.783405418035,0.0,43555.192480740625,1555.9979236885547,1409.8056315716233,0.22717441606801003
72,2025-03-14,4-3,11717.443557429411,833.865300534182,0.0,0.0,12551.308857963593,0.0,30084.05484350476,1409.8056315716233,2044.290136440247,0.21958354103844613
73,2025-03-15,4-3,11558.629402705072,555.8329047002455,0.0,134.55981670294932,12249.022124108265,36.3575877179681,34849.78315154852,2044.290136440247,1216.4615607117544,0.22749083302915096
74,2025-03-16,4-3,38942.265963775266,4039.088593637151,0.0,8.081099999999934,42989.43565741241,1.6399999999999864,42499.25189626263,1216.4615607117544,1757.5217462550613,0.23304629104677588
75,2025-03-17,4-3,36014.877833564366,1574.2730400317087,0.0,0.0,37589.150873596074,0.0,38903.71183883508,1757.5217462550613,1604.317377517626,0.2314842090709135
76,2025-03-18,4-3,42547.164449414006,64.4574036508319,0.0,0.0,42611.62185306485,0.0,38533.23429681088,1604.317377517626,1566.9287238267466,0.23752225004136562
77,2025-03-19,4-3,34918.540876178085,5681.80182204473,0.0,0.0,40600.34269822281,0.0,42719.94921404621,1566.9287238267466,1947.9534471359686,0.23293537506833673
78,2025-03-20,4-3,38898.24186315753,2979.3919101248157,0.0,2202.362598444268,44079.996371726615,424.1338634937408,36693.39415077056,1947.9534471359686,1426.1017267005805,0.23447270796168596
