timestamp_end,charge_power_kw,discharge_power_kw,net_power_kw,soc_start_kwh,soc_end_kwh,delta_power_kw
2025-02-01 00:10,4921.77457589232,0,4921.77457589232,1421.79911051355,2200,
2025-02-01 00:20,4743.41649025257,0,4743.41649025257,2200,2950,-178.358085639747
2025-02-01 00:30,4743.41649025257,0,4743.41649025257,2950,3700,0
2025-02-01 00:40,4743.41649025257,0,4743.41649025257,3700,4450,0
2025-02-01 00:50,4743.41649025257,0,4743.41649025257,4450,5200,0
2025-02-01 01:00,4743.41649025257,0,4743.41649025257,5200,5950,0
2025-02-01 01:10,3478.50542618522,0,3478.50542618522,5950,6500,-1264.91106406735
2025-02-01 01:20,4743.41649025257,0,4743.41649025257,6500,7250,1264.91106406735
2025-02-01 01:30,4743.41649025257,0,4743.41649025257,7250,8000,0
2025-02-01 01:40,0,0,0,8000,8000,-4743.41649025257
2025-02-01 01:50,0,0,0,8000,8000,0
2025-02-01 02:00,3478.50542618522,0,3478.50542618522,8000,8550,3478.50542618522
2025-02-01 02:10,4743.41649025257,0,4743.41649025257,8550,9300,1264.91106406735
2025-02-01 02:20,0,0,0,9300,9300,-4743.41649025257
2025-02-01 02:30,0,0,0,9300,9300,0
2025-02-01 02:40,0,0,0,9300,9300,0
2025-02-01 02:50,0,0,0,9300,9300,0
2025-02-01 03:00,0,0,0,9300,9300,0
2025-02-01 03:10,0,0,0,9300,9300,0
2025-02-01 03:20,0,0,0,9300,9300,0
2025-02-01 03:30,0,0,0,9300,9300,0
2025-02-01 03:40,0,0,0,9300,9300,0
2025-02-01 03:50,0,0,0,9300,9300,0
2025-02-01 04:00,0,0,0,9300,9300,0
2025-02-01 04:10,0,0,0,9300,9300,0
2025-02-01 04:20,0,0,0,9300,9300,0
2025-02-01 04:30,0,0,0,9300,9300,0
2025-02-01 04:40,0,0,0,9300,9300,0
2025-02-01 04:50,0,0,0,9300,9300,0
2025-02-01 05:00,0,0,0,9300,9300,0
2025-02-01 05:10,0,0,0,9300,9300,0
2025-02-01 05:20,0,0,0,9300,9300,0
2025-02-01 05:30,4743.41649025257,0,4743.41649025257,9300,10050,4743.41649025257
2025-02-01 05:40,4743.41649025257,0,4743.41649025257,10050,10800,0
2025-02-01 05:50,0,0,0,10800,10800,-4743.41649025257
2025-02-01 06:00,0,3051.498489483,-3051.498489483,10800,10263.9063609261,-3051.498489483
2025-02-01 06:10,0,3128.58554882616,-3128.58554882616,10263.9063609261,9714.26990598288,-77.0870593431623
2025-02-01 06:20,0,3089.76861946974,-3089.76861946974,9714.26990598288,9171.45289040296,38.8169293564151
2025-02-01 06:30,0,2977.90474378247,-2977.90474378247,9171.45289040296,8648.28835454892,111.863875687273
2025-02-01 06:40,0,3007.17825475958,-3007.17825475958,8648.28835454892,8119.98098703946,-29.2735109771056
2025-02-01 06:50,0,3102.14055659449,-3102.14055659449,8119.98098703946,7574.99044366051,-94.9623018349162
2025-02-01 07:00,0,3133.7456512103,-3133.7456512103,7574.99044366051,7024.44745113428,-31.6050946158093
2025-02-01 07:10,0,2934.67312132568,-2934.67312132568,7024.44745113428,6508.87793716401,199.07252988462
2025-02-01 07:20,0,1345.92795678355,-1345.92795678355,6508.87793716401,6272.42249772331,1588.74516454213
2025-02-01 07:30,0,0,0,6272.42249772331,6272.42249772331,1345.92795678355
2025-02-01 07:40,4743.41649025257,0,4743.41649025257,6272.42249772331,7022.42249772331,4743.41649025257
2025-02-01 07:50,0,2082.47406584535,-2082.47406584535,7022.42249772331,6656.5690968176,-6825.89055609792
2025-02-01 08:00,0,1753.66188867018,-1753.66188867018,6656.5690968176,6348.48210714924,328.812177175166
2025-02-01 08:10,0,1156.78253629853,-1156.78253629853,6348.48210714924,6145.25613091537,596.879352371651
2025-02-01 08:20,0,683.830160372569,-683.830160372569,6145.25613091537,6025.11941761006,472.952375925961
2025-02-01 08:30,0,409.405238424576,-409.405238424576,6025.11941761006,5953.19424875306,274.424921947993
2025-02-01 08:40,0,147.958619804391,-147.958619804391,5953.19424875306,5927.20056886213,261.446618620185
2025-02-01 08:50,0,374.7236,-374.7236,5927.20056886213,5861.36834280558,-226.764980195609
2025-02-01 09:00,0,691.06,-691.06,5861.36834280558,5739.96147614803,-316.336400000001
2025-02-01 09:10,0,239.907162130397,-239.907162130397,5739.96147614803,5697.81408396362,451.152837869604
2025-02-01 09:20,0,0,0,5697.81408396362,5697.81408396362,239.907162130397
2025-02-01 09:30,0,0,0,5697.81408396362,5697.81408396362,0
2025-02-01 09:40,0,0,0,5697.81408396362,5697.81408396362,0
2025-02-01 09:50,0,0,0,5697.81408396362,5697.81408396362,0
2025-02-01 10:00,0,0,0,5697.81408396362,5697.81408396362,0
2025-02-01 10:10,0,0,0,5697.81408396362,5697.81408396362,0
2025-02-01 10:20,0,0,0,5697.81408396362,5697.81408396362,0
2025-02-01 10:30,0,0,0,5697.81408396362,5697.81408396362,0
2025-02-01 10:40,0,0,0,5697.81408396362,5697.81408396362,0
2025-02-01 10:50,0,0,0,5697.81408396362,5697.81408396362,0
2025-02-01 11:00,4743.41649025257,0,4743.41649025257,5697.81408396362,6447.81408396362,4743.41649025257
2025-02-01 11:10,4743.41649025257,0,4743.41649025257,6447.81408396362,7197.81408396362,0
2025-02-01 11:20,4743.41649025257,0,4743.41649025257,7197.81408396362,7947.81408396362,0
2025-02-01 11:30,4743.41649025257,0,4743.41649025257,7947.81408396362,8697.81408396362,0
