timestamp_end,charge_power_kw,discharge_power_kw,net_power_kw,soc_start_kwh,soc_end_kwh,delta_power_kw
2025-02-01 00:10,5000,0,5000,1421.79911051355,2212.36852555565,
2025-02-01 00:20,5000,0,5000,2212.36852555565,3002.93794059774,0
2025-02-01 00:30,5000,0,5000,3002.93794059774,3793.50735563984,0
2025-02-01 00:40,5000,0,5000,3793.50735563984,4584.07677068193,0
2025-02-01 00:50,5000,0,5000,4584.07677068193,5374.64618572403,0
2025-02-01 01:00,5000,0,5000,5374.64618572403,6165.21560076612,0
2025-02-01 01:10,422.248757072336,0,422.248757072336,6165.21560076612,6231.97899134231,-4577.75124292766
2025-02-01 01:20,5000,0,5000,6231.97899134231,7022.5484063844,4577.75124292766
2025-02-01 01:30,5000,0,5000,7022.5484063844,7813.1178214265,0
2025-02-01 01:40,234.713627936398,0,234.713627936398,7813.1178214265,7850.22930453451,-4765.2863720636
2025-02-01 01:50,444.516655620973,0,444.516655620973,7850.22930453451,7920.51355901666,209.803027684575
2025-02-01 02:00,4960.64057722871,0,4960.64057722871,7920.51355901666,8704.85970289142,4516.12392160773
2025-02-01 02:10,5000,0,5000,8704.85970289142,9495.42911793351,39.3594227712947
2025-02-01 02:20,249.008697110152,0,249.008697110152,9495.42911793351,9534.80084993647,-4750.99130288985
2025-02-01 02:30,129.041774563511,0,129.041774563511,9534.80084993647,9555.204145983,-119.966922546642
2025-02-01 02:40,248.175221240377,0,248.175221240377,9555.204145983,9594.44409387979,119.133446676867
2025-02-01 02:50,342.638269849579,0,342.638269849579,9594.44409387979,9648.61996119299,94.4630486092015
2025-02-01 03:00,324.667056458195,0,324.667056458195,9648.61996119299,9699.95433017451,-17.9712133913833
2025-02-01 03:10,326.251644799893,0,326.251644799893,9699.95433017451,9751.53924457171,1.58458834169755
2025-02-01 03:20,299.609238132874,0,299.609238132874,9751.53924457171,9798.91162459809,-26.6424066670186
2025-02-01 03:30,186.4660088285,0,186.4660088285,9798.91162459809,9828.39448930305,-113.143229304375
2025-02-01 03:40,33.2759695888444,0,33.2759695888444,9828.39448930305,9833.65588206561,-153.190039239655
2025-02-01 03:50,134.585007554113,0,134.585007554113,9833.65588206561,9854.93564020471,101.309037965269
2025-02-01 04:00,361.2945727348,0,361.2945727348,9854.93564020471,9912.06132800967,226.709565180687
2025-02-01 04:10,285.076318784935,0,285.076318784935,9912.06132800967,9957.13585172651,-76.2182539498647
2025-02-01 04:20,211.279146132489,0,211.279146132489,9957.13585172651,9990.54201792022,-73.7971726524461
2025-02-01 04:30,289.200861377463,0,289.200861377463,9990.54201792022,10036.268689082,77.9217152449744
2025-02-01 04:40,361.430360215518,0,361.430360215518,10036.268689082,10093.4158467728,72.229498838055
2025-02-01 04:50,410.333419367057,0,410.333419367057,10093.4158467728,10158.295257037,48.9030591515386
2025-02-01 05:00,428.189472273549,0,428.189472273549,10158.295257037,10225.9979571615,17.856052906492
2025-02-01 05:10,389.934884618081,0,389.934884618081,10225.9979571615,10287.6520758889,-38.2545876554682
2025-02-01 05:20,332.109996139015,0,332.109996139015,10287.6520758889,10340.1632769644,-57.8248884790661
2025-02-01 05:30,2908.26279316106,0,2908.26279316106,10340.1632769644,10800,2576.15279702204
2025-02-01 05:40,0,0,0,10800,10800,-2908.26279316106
2025-02-01 05:50,0,3187.087,-3187.087,10800,10240.0858877159,-3187.087
2025-02-01 06:00,0,3065.9,-3065.9,10240.0858877159,9701.46216114315,121.186999999999
2025-02-01 06:10,0,3211.1231,-3211.1231,9701.46216114315,9137.325336522,-145.2231
2025-02-01 06:20,0,3200.132,-3200.132,9137.325336522,8575.11945134478,10.9911000000002
2025-02-01 06:30,0,3027.12,-3027.12,8575.11945134478,8043.30867630873,173.012
2025-02-01 06:40,0,3117.3221,-3117.3221,8043.30867630873,7495.651007621,-90.2021
