policy_id,label,date,slot,hour_end,timestamp_end,charge_power_kw,discharge_power_kw,net_power_kw
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,0,0.166666666666667,2025-04-15 00:10:00,5000,0,5000
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,1,0.333333333333333,2025-04-15 00:20:00,4981.55088732763,0,4981.55088732763
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,2,0.5,2025-04-15 00:30:00,4910.43989562325,0,4910.43989562325
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,3,0.666666666666667,2025-04-15 00:40:00,4911.77810983336,0,4911.77810983336
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,4,0.833333333333333,2025-04-15 00:50:00,5000,0,5000
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,5,1,2025-04-15 01:00:00,5000,0,5000
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,6,1.16666666666667,2025-04-15 01:10:00,537.707610046922,0,537.707610046922
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,7,1.33333333333333,2025-04-15 01:20:00,4796.80651846418,0,4796.80651846418
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,8,1.5,2025-04-15 01:30:00,4767.36958098069,0,4767.36958098069
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,9,1.66666666666667,2025-04-15 01:40:00,136.764017802512,0,136.764017802512
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,10,1.83333333333333,2025-04-15 01:50:00,199.349797537468,0,199.349797537468
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,11,2,2025-04-15 02:00:00,2721.87177792777,0,2721.87177792777
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,12,2.16666666666667,2025-04-15 02:10:00,4971.19601470536,0,4971.19601470536
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,13,2.33333333333333,2025-04-15 02:20:00,105.739575270164,0,105.739575270164
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,14,2.5,2025-04-15 02:30:00,1.60546030936962,0,1.60546030936962
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,15,2.66666666666667,2025-04-15 02:40:00,294.193338531997,0,294.193338531997
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,16,2.83333333333333,2025-04-15 02:50:00,345.331683078028,0,345.331683078028
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,17,3,2025-04-15 03:00:00,65.8077482598947,0,65.8077482598947
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,18,3.16666666666667,2025-04-15 03:10:00,16.3770539143093,0,16.3770539143093
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,19,3.33333333333333,2025-04-15 03:20:00,139.111143736841,0,139.111143736841
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,20,3.5,2025-04-15 03:30:00,272.360222070228,0,272.360222070228
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,21,3.66666666666667,2025-04-15 03:40:00,324.023894891237,0,324.023894891237
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,22,3.83333333333333,2025-04-15 03:50:00,178.294325661881,0,178.294325661881
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,23,4,2025-04-15 04:00:00,11.798695074456,0,11.798695074456
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,24,4.16666666666667,2025-04-15 04:10:00,160.675663370642,0,160.675663370642
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,25,4.33333333333333,2025-04-15 04:20:00,434.678901297347,0,434.678901297347
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,26,4.5,2025-04-15 04:30:00,524.682481830488,0,524.682481830488
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,27,4.66666666666667,2025-04-15 04:40:00,280.939252813544,0,280.939252813544
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,28,4.83333333333333,2025-04-15 04:50:00,150.715014427706,0,150.715014427706
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,29,5,2025-04-15 05:00:00,257.390421864723,0,257.390421864723
exp006/greedy_execution,exp006 旧执行·重新规划,2025-04-15,30,5.16666666666667,2025-04-15 05:10:00,298.012528342215,0,298.012528342215
