timestamp_end,charge_power_kw,discharge_power_kw,net_power_kw,soc_start_kwh,soc_end_kwh,delta_power_kw
2025-02-01 00:10,1250,0,1250,1421.79911051355,1619.44146427408,
2025-02-01 00:20,1250,0,1250,1619.44146427408,1817.0838180346,0
2025-02-01 00:30,1250,0,1250,1817.0838180346,2014.72617179512,0
2025-02-01 00:40,1250,0,1250,2014.72617179512,2212.36852555565,0
2025-02-01 00:50,1250,0,1250,2212.36852555565,2410.01087931617,0
2025-02-01 01:00,1250,0,1250,2410.01087931617,2607.65323307669,0
2025-02-01 01:10,1250,0,1250,2607.65323307669,2805.29558683722,0
2025-02-01 01:20,1250,0,1250,2805.29558683722,3002.93794059774,0
2025-02-01 01:30,1250,0,1250,3002.93794059774,3200.58029435827,0
2025-02-01 01:40,1250,0,1250,3200.58029435827,3398.22264811879,0
2025-02-01 01:50,1250,0,1250,3398.22264811879,3595.86500187931,0
2025-02-01 02:00,1250,0,1250,3595.86500187931,3793.50735563984,0
2025-02-01 02:10,1250,0,1250,3793.50735563984,3991.14970940036,0
2025-02-01 02:20,1250,0,1250,3991.14970940036,4188.79206316088,0
2025-02-01 02:30,1232.25346156884,0,1232.25346156884,4188.79206316088,4383.6284428201,-17.7465384311645
2025-02-01 02:40,1250,0,1250,4383.6284428201,4581.27079658062,17.7465384311645
2025-02-01 02:50,1250,0,1250,4581.27079658062,4778.91315034114,0
2025-02-01 03:00,1250,0,1250,4778.91315034114,4976.55550410167,0
2025-02-01 03:10,1250,0,1250,4976.55550410167,5174.19785786219,0
2025-02-01 03:20,1250,0,1250,5174.19785786219,5371.84021162271,0
2025-02-01 03:30,1250,0,1250,5371.84021162271,5569.48256538324,0
2025-02-01 03:40,1136.48765659417,0,1136.48765659417,5569.48256538324,5749.17704175848,-113.512343405831
2025-02-01 03:50,1237.79669455944,0,1237.79669455944,5749.17704175848,5944.88988351026,101.309037965269
2025-02-01 04:00,1250,0,1250,5944.88988351026,6142.53223727078,12.203305440562
2025-02-01 04:10,1250,0,1250,6142.53223727078,6340.17459103131,0
2025-02-01 04:20,1250,0,1250,6340.17459103131,6537.81694479183,0
2025-02-01 04:30,1250,0,1250,6537.81694479183,6735.45929855235,0
