policy_id,label,date,slot,hour_end,timestamp_end,charge_power_kw,discharge_power_kw,net_power_kw
exp006/primary,exp006 正式·树DP,2025-04-15,0,0.166666666666667,2025-04-15 00:10:00,4694.39215899959,0,4694.39215899959
exp006/primary,exp006 正式·树DP,2025-04-15,1,0.333333333333333,2025-04-15 00:20:00,4743.41649025257,0,4743.41649025257
exp006/primary,exp006 正式·树DP,2025-04-15,2,0.5,2025-04-15 00:30:00,4743.41649025257,0,4743.41649025257
exp006/primary,exp006 正式·树DP,2025-04-15,3,0.666666666666667,2025-04-15 00:40:00,4743.41649025257,0,4743.41649025257
exp006/primary,exp006 正式·树DP,2025-04-15,4,0.833333333333333,2025-04-15 00:50:00,4743.41649025257,0,4743.41649025257
exp006/primary,exp006 正式·树DP,2025-04-15,5,1,2025-04-15 01:00:00,4743.41649025257,0,4743.41649025257
exp006/primary,exp006 正式·树DP,2025-04-15,6,1.16666666666667,2025-04-15 01:10:00,2213.59436211787,0,2213.59436211787
exp006/primary,exp006 正式·树DP,2025-04-15,7,1.33333333333333,2025-04-15 01:20:00,4743.41649025257,0,4743.41649025257
exp006/primary,exp006 正式·树DP,2025-04-15,8,1.5,2025-04-15 01:30:00,4743.41649025257,0,4743.41649025257
exp006/primary,exp006 正式·树DP,2025-04-15,9,1.66666666666667,2025-04-15 01:40:00,0,0,0
exp006/primary,exp006 正式·树DP,2025-04-15,10,1.83333333333333,2025-04-15 01:50:00,0,0,0
exp006/primary,exp006 正式·树DP,2025-04-15,11,2,2025-04-15 02:00:00,4743.41649025257,0,4743.41649025257
exp006/primary,exp006 正式·树DP,2025-04-15,12,2.16666666666667,2025-04-15 02:10:00,4743.41649025257,0,4743.41649025257
exp006/primary,exp006 正式·树DP,2025-04-15,13,2.33333333333333,2025-04-15 02:20:00,0,0,0
exp006/primary,exp006 正式·树DP,2025-04-15,14,2.5,2025-04-15 02:30:00,0,0,0
exp006/primary,exp006 正式·树DP,2025-04-15,15,2.66666666666667,2025-04-15 02:40:00,0,0,0
exp006/primary,exp006 正式·树DP,2025-04-15,16,2.83333333333333,2025-04-15 02:50:00,0,0,0
exp006/primary,exp006 正式·树DP,2025-04-15,17,3,2025-04-15 03:00:00,0,0,0
exp006/primary,exp006 正式·树DP,2025-04-15,18,3.16666666666667,2025-04-15 03:10:00,0,0,0
exp006/primary,exp006 正式·树DP,2025-04-15,19,3.33333333333333,2025-04-15 03:20:00,0,0,0
