timestamp_end,charge_power_kw,discharge_power_kw,net_power_kw,soc_start_kwh,soc_end_kwh,delta_power_kw
2025-02-01 00:10,5000,0,5000,1421.79911051355,2212.36852555565,
2025-02-01 00:20,5000,0,5000,2212.36852555565,3002.93794059774,0
2025-02-01 00:30,5000,0,5000,3002.93794059774,3793.50735563984,0
2025-02-01 00:40,5000,0,5000,3793.50735563984,4584.07677068193,0
2025-02-01 00:50,5000,0,5000,4584.07677068193,5374.64618572403,0
2025-02-01 01:00,5000,0,5000,5374.64618572403,6165.21560076612,0
2025-02-01 01:10,4534.79088325634,0,4534.79088325634,6165.21560076612,6882.22899594896,-465.209116743664
2025-02-01 01:20,5000,0,5000,6882.22899594896,7672.79841099105,465.209116743664
2025-02-01 01:30,5000,0,5000,7672.79841099105,8463.36782603315,0
2025-02-01 01:40,868.750327936398,0,868.750327936398,8463.36782603315,8600.72931374801,-4131.2496720636
2025-02-01 01:50,1078.55335562097,0,1078.55335562097,8600.72931374801,8771.263572837,209.803027684574
2025-02-01 02:00,4760.23237262428,0,4760.23237262428,8771.263572837,9523.92239729501,3681.6790170033
2025-02-01 02:10,5000,0,5000,9523.92239729501,10314.4918123371,239.767627375723
2025-02-01 02:20,883.045397110152,0,883.045397110152,10314.4918123371,10454.1135489469,-4116.95460288985
2025-02-01 02:30,763.078474563511,0,763.078474563511,10454.1135489469,10574.7668496003,-119.966922546642
2025-02-01 02:40,882.211921240377,0,882.211921240377,10574.7668496003,10714.2568021039,119.133446676867
2025-02-01 02:50,542.287598436417,0,542.287598436417,10714.2568021039,10800,-339.92432280396
2025-02-01 03:00,0,0,0,10800,10800,-542.287598436417
2025-02-01 03:10,0,0,0,10800,10800,0
2025-02-01 03:20,0,0,0,10800,10800,0
2025-02-01 03:30,0,0,0,10800,10800,0
2025-02-01 03:40,0,0,0,10800,10800,0
2025-02-01 03:50,0,0,0,10800,10800,0
2025-02-01 04:00,0,0,0,10800,10800,0
2025-02-01 04:10,0,0,0,10800,10800,0
2025-02-01 04:20,0,0,0,10800,10800,0
2025-02-01 04:30,0,0,0,10800,10800,0
2025-02-01 04:40,0,0,0,10800,10800,0
2025-02-01 04:50,0,0,0,10800,10800,0
2025-02-01 05:00,0,0,0,10800,10800,0
2025-02-01 05:10,0,0,0,10800,10800,0
2025-02-01 05:20,0,0,0,10800,10800,0
2025-02-01 05:30,0,0,0,10800,10800,0
2025-02-01 05:40,0,0,0,10800,10800,0
2025-02-01 05:50,0,0,0,10800,10800,0
2025-02-01 06:00,0,3051.498489483,-3051.498489483,10800,10263.9063609261,-3051.498489483
2025-02-01 06:10,0,3128.58554882616,-3128.58554882616,10263.9063609261,9714.26990598288,-77.0870593431623
2025-02-01 06:20,0,3089.76861946974,-3089.76861946974,9714.26990598288,9171.45289040296,38.8169293564151
2025-02-01 06:30,0,2977.90474378247,-2977.90474378247,9171.45289040296,8648.28835454892,111.863875687273
2025-02-01 06:40,0,3007.17825475958,-3007.17825475958,8648.28835454892,8119.98098703946,-29.2735109771056
2025-02-01 06:50,0,3102.14055659449,-3102.14055659449,8119.98098703946,7574.99044366051,-94.9623018349162
2025-02-01 07:00,0,3133.7456512103,-3133.7456512103,7574.99044366051,7024.44745113428,-31.6050946158093
2025-02-01 07:10,0,2934.67312132568,-2934.67312132568,7024.44745113428,6508.87793716401,199.07252988462
2025-02-01 07:20,0,1345.92795678355,-1345.92795678355,6508.87793716401,6272.42249772331,1588.74516454213
2025-02-01 07:30,1310.02446301988,0,1310.02446301988,6272.42249772331,6479.5555524074,2655.95241980343
2025-02-01 07:40,5000,0,5000,6479.5555524074,7270.12496744949,3689.97553698012
2025-02-01 07:50,0,2082.47406584535,-2082.47406584535,7270.12496744949,6904.27156654378,-7082.47406584535
