policy_id,label,date,slot,hour_end,timestamp_end,charge_power_kw,discharge_power_kw,net_power_kw
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,0,0.166666666666667,2025-04-15 00:10:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,1,0.333333333333333,2025-04-15 00:20:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,2,0.5,2025-04-15 00:30:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,3,0.666666666666667,2025-04-15 00:40:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,4,0.833333333333333,2025-04-15 00:50:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,5,1,2025-04-15 01:00:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,6,1.16666666666667,2025-04-15 01:10:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,7,1.33333333333333,2025-04-15 01:20:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,8,1.5,2025-04-15 01:30:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,9,1.66666666666667,2025-04-15 01:40:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,10,1.83333333333333,2025-04-15 01:50:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,11,2,2025-04-15 02:00:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,12,2.16666666666667,2025-04-15 02:10:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,13,2.33333333333333,2025-04-15 02:20:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,14,2.5,2025-04-15 02:30:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,15,2.66666666666667,2025-04-15 02:40:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,16,2.83333333333333,2025-04-15 02:50:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,17,3,2025-04-15 03:00:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,18,3.16666666666667,2025-04-15 03:10:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,19,3.33333333333333,2025-04-15 03:20:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,20,3.5,2025-04-15 03:30:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,21,3.66666666666667,2025-04-15 03:40:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,22,3.83333333333333,2025-04-15 03:50:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,23,4,2025-04-15 04:00:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,24,4.16666666666667,2025-04-15 04:10:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,25,4.33333333333333,2025-04-15 04:20:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,26,4.5,2025-04-15 04:30:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,27,4.66666666666667,2025-04-15 04:40:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,28,4.83333333333333,2025-04-15 04:50:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,29,5,2025-04-15 05:00:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,30,5.16666666666667,2025-04-15 05:10:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,31,5.33333333333333,2025-04-15 05:20:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,32,5.5,2025-04-15 05:30:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,33,5.66666666666667,2025-04-15 05:40:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,34,5.83333333333333,2025-04-15 05:50:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,35,6,2025-04-15 06:00:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,36,6.16666666666667,2025-04-15 06:10:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,37,6.33333333333333,2025-04-15 06:20:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,38,6.5,2025-04-15 06:30:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,39,6.66666666666667,2025-04-15 06:40:00,0,0,0
exp007/regularized_3407,exp007 轻惩罚·3407,2025-04-15,40,6.83333333333333,2025-04-15 06:50:00,0,0,0
