run_id,role,scenario,day,date,month,forecast,forecast_seed,seed,rl_seed,planned_cost,up_cost,down_cost,emergency_cost,total_cost,planned_kwh,final_kwh,emergency_kwh,emergency_minutes,surplus_kwh,charge_kwh,discharge_kwh,throughput_kwh,equivalent_full_cycles,direction_reversals,direction_reversals_including_warmup_boundary,simultaneous_slots,charging_slots,discharging_slots,active_slots,power_changes_count,power_ramp_total_kw,power_ramp_total_kw_including_warmup_boundary,power_ramp_max_kw_per_10min,power_ramp_p95_kw_per_10min,mean_absolute_power_kw,max_charge_kw,max_discharge_kw,initial_soc,final_soc,initial_mode,final_mode,initial_power_kw,final_power_kw,risk_seconds,planning_seconds,execution_seconds,compute_seconds,shaped_episode_reward
regularized_3407,stability,2,31,2025-02-01,2,no_season,42,3407,3407,41084.56744724835,0.0,0.0,638.6207797758152,41723.18822702416,54277.425287573315,54277.425287573315,150.71723675172223,80,15856.003617756312,9856.10094781642,5662.137974581031,15518.23892239745,0.6382806595151175,1,1,0,48,15,63,25,8282.81005530413,9360.05005530413,2874.8157,150.75244353014142,646.5932884332271,1250.0,2874.8157,1421.7991105135516,4803.699988337278,1,-1,172.75999999999976,-281.7557420228811,0.00417712505441159,0.03572587494272739,0.00022425001952797174,0.04012725001666695,-40.43252182006836
regularized_3407,stability,2,32,2025-02-02,2,no_season,42,3407,3407,67272.08018158263,0.0,0.0,1037.7783516083218,68309.85853319094,85039.57756199615,85039.57756199615,164.68527234722637,100,7138.220440670629,6121.453064903871,6411.688621231124,12533.141686134994,0.5235763963652538,1,2,0,31,12,43,27,11551.128792027706,13026.476324174771,4309.7445,335.87444689150755,522.2142369222913,1250.0,4309.7445,4803.699988337278,3852.507040520047,-1,-1,-281.7557420228811,0.0,0.003488624934107065,0.025353000033646822,0.00020295800641179085,0.029044582974165678,-68.70991516113281
regularized_3407,stability,2,33,2025-02-03,2,no_season,42,3407,3407,59161.80305169055,0.0,0.0,18587.293556817145,77749.0966085077,75739.47047563575,75739.47047563575,3926.9839829875987,770,911.2976028211319,5937.392148080208,7399.151792277998,13336.543940358206,0.5596706487707696,1,2,0,35,13,48,48,15278.970063882143,16357.574533061334,4394.6789,311.19242646948715,555.6893308482585,1250.0,4493.1038,3852.507040520047,1685.8209997414901,-1,-1,0.0,0.0,0.0005620419979095459,0.025142667000181973,0.00022000004537403584,0.025924709043465555,-78.62715148925781
regularized_3407,stability,2,34,2025-02-04,2,no_season,42,3407,3407,64275.31176047112,0.0,0.0,12962.44840345694,77237.76016392806,81631.54629038088,81631.54629038088,2625.9016744973487,590,1499.442530043802,8529.28796486506,6966.146480030633,15495.434444895693,0.6431065069563011,1,2,0,46,12,58,48,13965.231407272782,15215.231407272782,4401.7238,291.4087145014639,645.6431018706538,1250.0,4401.7238,1685.8209997414901,2434.4509058517388,-1,-1,0.0,0.0,0.0006146249361336231,0.025232834042981267,0.0002132919616997242,0.026060750940814614,-76.97888946533203
regularized_3407,stability,2,35,2025-02-05,2,no_season,42,3407,3407,64297.32605307848,0.0,0.0,10662.297699530283,74959.62375260876,81457.45143281561,81457.45143281561,1985.5851178530024,500,2816.272910459104,7096.799398559205,7218.462741683042,14315.262140242246,0.597564286748142,1,2,0,42,13,55,56,15749.780213973298,16588.001708739084,4422.44,327.1678495335105,596.4692558434268,1250.0,4496.0386,2434.4509058517388,1558.1381419524316,-1,-1,0.0,0.0,0.0007748750504106283,0.025178125011734664,0.00022245896980166435,0.026175459031946957,-75.33464813232422
regularized_3407,stability,2,36,2025-02-06,2,no_season,42,3407,3407,61146.63592317359,0.0,0.0,10353.91330617869,71500.54922935228,80045.4607239218,80045.4607239218,2212.6365402865886,520,1487.0796977366174,8397.200234702237,7897.239884897128,16294.440119599365,0.6787793903353402,1,2,0,47,13,60,60,16027.41058632132,16843.756875576433,4417.887,269.8488872966292,678.935004983307,1250.0,4468.5287,1558.1381419524316,1200.0,-1,-1,0.0,0.0,0.0008811670122668147,0.025234750006347895,0.00022241706028580666,0.026338334078900516,-71.67677307128906
regularized_3407,stability,2,37,2025-02-07,2,no_season,42,3407,3407,32130.503497667087,0.0,0.0,6828.067331073449,38958.570828740536,46562.293211389995,46562.293211389995,1216.3662180443425,310,13130.929050834031,8953.086323803815,6111.035611870176,15064.12193567399,0.6223016913903043,1,2,0,49,14,63,55,12819.874426269302,14017.501468889965,2730.06,255.7826343163419,627.6717473197497,1250.0,2964.3955,1200.0,3252.046329426999,-1,-1,0.0,0.0,0.0010675000958144665,0.025199249968864024,0.0002192080719396472,0.026485958136618137,-38.1884651184082
regularized_3407,stability,2,38,2025-02-08,2,no_season,42,3407,3407,31027.394328985887,0.0,0.0,9040.282510774869,40067.67683976075,42424.48813701715,42424.48813701715,1725.194173047598,430,12247.795136987428,6234.599009806897,5909.874553396241,12144.473563203137,0.5060089462019547,1,2,0,38,15,53,52,11207.83787453144,12353.844647458302,2825.3895,276.5059675280134,506.0197318001307,1250.0,2825.3895,3252.046329426999,2937.1515218722343,-1,-1,0.0,-1738.937420377449,0.0011580419959500432,0.025098958052694798,0.00021674996241927147,0.026473750011064112,-40.21778106689453
regularized_3407,stability,2,39,2025-02-09,2,no_season,42,3407,3407,58240.589595462356,0.0,0.0,22161.428167465812,80402.01776292818,73801.5241987783,73801.5241987783,4983.084814220872,770,238.8722508731905,6354.403090873478,7364.082295414159,13718.485386287637,0.5746141829806439,1,2,0,40,13,53,54,14778.94449420405,17641.23528864741,4375.33,313.11064082191626,571.6035577619849,1250.0,4393.087,2937.1515218722343,1203.0432931212395,-1,-1,-1738.937420377449,0.0,0.0012380830012261868,0.02518987492658198,0.00022466597147285938,0.026652623899281025,-81.11178588867188
regularized_3407,stability,2,40,2025-02-10,2,no_season,42,3407,3407,62138.40565212238,0.0,0.0,7314.533254761453,69452.93890688382,78644.73617678616,78644.73617678616,1372.9144718077089,390,4800.994701717133,8186.103824828347,7296.085461284931,15482.189286113276,0.6440320553481512,1,2,0,49,13,62,62,14840.689836189671,15797.794316092784,4462.95,292.67278617064983,645.09122025472,1250.0,4568.2065,1203.0432931212395,1278.3139142097693,-1,-1,0.0,0.0,0.0013770000077784061,0.025121000013314188,0.00021416705567389727,0.02671216707676649,-69.45770263671875
regularized_3407,stability,2,41,2025-02-11,2,no_season,42,3407,3407,58602.41754964982,0.0,0.0,13099.676291910271,71702.0938415601,75459.80898481379,75459.80898481379,2408.2042509081066,510,1902.752880966625,8189.583238377055,7444.920016955121,15634.503255332176,0.6507064827789698,1,2,0,48,13,61,61,15166.4534384756,16172.204862772804,4298.7698,258.3892513217309,651.4376356388407,1250.0,4512.0046,1278.3139142097693,1200.0,-1,-1,0.0,0.0,0.0015091249952092767,0.025385917047969997,0.00022266700398176908,0.027117709047161043,-71.76734924316406
regularized_3407,stability,2,42,2025-02-12,2,no_season,42,3407,3407,59492.633086576025,0.0,0.0,11324.803111879331,70817.43619845537,76250.46694399297,76250.46694399297,2256.2501360847277,480,2239.519703223386,8767.902463728948,7767.441220207983,16535.34368393693,0.687731857307799,1,2,0,49,13,62,61,16910.526491937948,18160.526491937948,4297.6644,471.99127465405184,688.972653497372,1250.0,4655.1476,1200.0,1330.3606771640307,-1,-1,0.0,0.0,0.0015610000118613243,0.025579999899491668,0.00021495891269296408,0.027355958824045956,-70.80321502685547
regularized_3407,stability,2,43,2025-02-13,2,no_season,42,3407,3407,56453.27197602636,0.0,0.0,6310.588008797467,62763.85998482382,75916.88714379344,75916.88714379344,1542.7169197868718,240,5465.518487403894,7882.775566578282,7218.169007068523,15100.944573646804,0.6286198217396256,1,2,0,48,11,59,60,16637.56941758857,17614.162777503203,4306.8174,358.3369548711859,629.2060239019502,1250.0,4404.7974,1330.3606771640307,1200.0,-1,-1,0.0,0.0,0.0016635420033708215,0.02545416704379022,0.00021008402109146118,0.027327793068252504,-62.84870529174805
regularized_3407,stability,2,44,2025-02-14,2,no_season,42,3407,3407,29238.844652317806,0.0,0.0,7283.461274280799,36522.3059265986,43554.25764645712,43554.25764645712,1386.3191015561852,300,13186.691970179414,7930.158171231535,5978.075210064307,13908.233381295842,0.5760272154365449,1,2,0,49,14,63,63,12827.461423695677,13630.520263847684,2709.7889,286.0856582103608,579.5097242206601,1250.0,2907.91,1200.0,2421.7640454152465,-1,-1,0.0,0.0,0.0017393329180777073,0.0248712080065161,0.00021204096265137196,0.026822581887245178,-36.07476806640625
