interval_start,interval_end,charge_power_kw,discharge_power_kw,net_battery_power_kw,delta_power_kw,soc_start_kwh,soc_end_kwh,load_kw,pv_kw
2025-09-23 00:00:00,2025-09-23 00:10:00,5000.0,0.0,5000.0,5004.918260680817,2069.806016531913,2860.375431574008,3421.106,0.0
2025-09-23 00:10:00,2025-09-23 00:20:00,5000.0,0.0,5000.0,0.0,2860.375431574008,3650.944846616103,3361.9091,0.0
2025-09-23 00:20:00,2025-09-23 00:30:00,5000.0,0.0,5000.0,0.0,3650.944846616103,4441.514261658198,3388.6,0.0
2025-09-23 00:30:00,2025-09-23 00:40:00,4885.046090647432,0.0,4885.046090647432,-114.95390935256819,4441.514261658198,5213.90786772556,3591.0535,0.0
2025-09-23 00:40:00,2025-09-23 00:50:00,4697.696291100028,0.0,4697.696291100028,-187.34979954740356,5213.90786772556,5956.678869505634,3639.0639,0.0
2025-09-23 00:50:00,2025-09-23 01:00:00,4833.678579736523,0.0,4833.678579736523,135.98228863649456,5956.678869505634,6720.950558962395,3538.62,0.0
2025-09-23 01:00:00,2025-09-23 01:10:00,523.044375556168,0.0,523.044375556168,-4310.634204180355,6720.950558962395,6803.651136167295,3584.1201,0.0
2025-09-23 01:10:00,2025-09-23 01:20:00,460.2967948241687,0.0,460.2967948241687,-62.74758073199928,6803.651136167295,6876.430449733273,3479.83,0.0
2025-09-23 01:20:00,2025-09-23 01:30:00,5000.0,0.0,5000.0,4539.7032051758315,6876.430449733273,7666.999864775368,3316.08,0.0
2025-09-23 01:30:00,2025-09-23 01:40:00,252.96388185294177,0.0,252.96388185294177,-4747.036118147058,7666.999864775368,7706.99696639602,3504.3201,0.0
2025-09-23 01:40:00,2025-09-23 01:50:00,282.3635716338629,0.0,282.3635716338629,29.399689780921108,7706.99696639602,7751.642567127176,3611.1697,0.0
2025-09-23 01:50:00,2025-09-23 02:00:00,347.7544195506207,0.0,347.7544195506207,65.39084791675782,7751.642567127176,7806.627368735664,3543.64,0.0
2025-09-23 02:00:00,2025-09-23 02:10:00,4526.71424124734,0.0,4526.71424124734,4178.95982169672,7806.627368735664,8522.36373468879,3627.3783,0.0
2025-09-23 02:10:00,2025-09-23 02:20:00,82.37062055002957,0.0,82.37062055002957,-4444.343620697311,8522.36373468879,8535.387673349767,3646.7973,0.0
2025-09-23 02:20:00,2025-09-23 02:30:00,370.15731732058384,0.0,370.15731732058384,287.7866967705543,8535.387673349767,8593.914684115305,3569.92,0.0
2025-09-23 02:30:00,2025-09-23 02:40:00,357.89143358945284,0.0,357.89143358945284,-12.265883731130998,8593.914684115305,8650.502288375583,3591.0744,0.0
2025-09-23 02:40:00,2025-09-23 02:50:00,254.36206059231722,0.0,254.36206059231722,-103.52937299713562,8650.502288375583,8690.720461465857,3523.6786,0.0
2025-09-23 02:50:00,2025-09-23 03:00:00,393.17595853185026,0.0,393.17595853185026,138.81389793953304,8690.720461465857,8752.887038974884,3402.03,0.0
2025-09-23 03:00:00,2025-09-23 03:10:00,530.5577200289472,0.0,530.5577200289472,137.38176149709693,8752.887038974884,8836.775580248755,3470.8796,0.0
2025-09-23 03:10:00,2025-09-23 03:20:00,446.1947070741044,0.0,446.1947070741044,-84.36301295484282,8836.775580248755,8907.325157962046,3546.3118,0.0
2025-09-23 03:20:00,2025-09-23 03:30:00,340.2212425604987,0.0,340.2212425604987,-105.97346451360568,8907.325157962046,8961.118859705237,3521.1,0.0
2025-09-23 03:30:00,2025-09-23 03:40:00,513.9856732181377,0.0,513.9856732181377,173.76443065763897,8961.118859705237,9042.387130308452,3493.0415,0.0
2025-09-23 03:40:00,2025-09-23 03:50:00,390.51918925912537,0.0,390.51918925912537,-123.4664839590123,9042.387130308452,9104.133635711512,3616.52,0.0
2025-09-23 03:50:00,2025-09-23 04:00:00,222.94319477243585,0.0,222.94319477243585,-167.57599448668952,9104.133635711512,9139.384049927285,3738.77,0.0
2025-09-23 04:00:00,2025-09-23 04:10:00,536.379923097131,0.0,536.379923097131,313.4367283246952,9139.384049927285,9224.193162335929,3573.138,0.0019
2025-09-23 04:10:00,2025-09-23 04:20:00,514.4350087528669,0.0,514.4350087528669,-21.944914344264134,9224.193162335929,9305.532479125315,3548.8256,0.0
2025-09-23 04:20:00,2025-09-23 04:30:00,318.68035344208965,0.0,318.68035344208965,-195.75465531077725,9305.532479125315,9355.92026724654,3696.43,0.0
