scenario,date,period,charge_kwh,discharge_kwh,initial_soc,final_soc
2,2025-02-01,0:00-4:00,8703.024024988175,12.86079941406257,1421.7991105135516,1861.7648341724805
2,2025-02-01,4:00-8:00,1196.75747393663,6628.931233333333,1421.7991105135516,1861.7648341724805
2,2025-02-01,8:00-12:00,4936.263866666666,677.7272833333334,1421.7991105135516,1861.7648341724805
2,2025-02-01,12:00-16:00,3193.022671491609,109.38135501302094,1421.7991105135516,1861.7648341724805
2,2025-02-01,16:00-20:00,91.78764441553744,6244.050038411458,1421.7991105135516,1861.7648341724805
2,2025-02-01,20:00-24:00,832.9239512225117,2968.062826193878,1421.7991105135516,1861.7648341724805
2,2025-02-02,0:00-4:00,7900.014350130208,103.44580983072922,1861.7648341724805,1894.077465119996
2,2025-02-02,4:00-8:00,3677.0778237946006,2589.3506230858693,1861.7648341724805,1894.077465119996
2,2025-02-02,8:00-12:00,5820.274463802084,6694.197708984375,1861.7648341724805,1894.077465119996
2,2025-02-02,12:00-16:00,3976.0636392551687,1369.538691514548,1861.7648341724805,1894.077465119996
2,2025-02-02,16:00-20:00,1.948274305555844,6102.662716947354,1861.7648341724805,1894.077465119996
2,2025-02-02,20:00-24:00,1134.485985763889,3369.0280796875,1861.7648341724805,1894.077465119996
2,2025-02-03,0:00-4:00,8159.776678205393,76.32932122395835,1894.077465119996,1812.8151637072754
2,2025-02-03,4:00-8:00,3213.192371529165,3057.474451692709,1894.077465119996,1812.8151637072754
2,2025-02-03,8:00-12:00,5638.682347526042,6770.220738867188,1894.077465119996,1812.8151637072754
2,2025-02-03,12:00-16:00,5259.44364534005,1723.1284856770824,1894.077465119996,1812.8151637072754
2,2025-02-03,16:00-20:00,136.11918548419737,6249.801017333069,1894.077465119996,1812.8151637072754
2,2025-02-03,20:00-24:00,1190.4382283564814,3438.025384114583,1894.077465119996,1812.8151637072754
2,2025-02-04,0:00-4:00,8390.12479793854,5.111619140624953,1812.8151637072754,1689.2264040343102
2,2025-02-04,4:00-8:00,2810.4149503685308,3248.5188899088544,1812.8151637072754,1689.2264040343102
2,2025-02-04,8:00-12:00,5805.581075781251,7260.0559,1812.8151637072754,1689.2264040343102
2,2025-02-04,12:00-16:00,6562.290410836627,2510.0921366317343,1812.8151637072754,1689.2264040343102
2,2025-02-04,16:00-20:00,317.36643526738476,6073.259896612586,1812.8151637072754,1689.2264040343102
2,2025-02-04,20:00-24:00,513.54057890625,2979.5945740234374,1812.8151637072754,1689.2264040343102
2,2025-02-05,0:00-4:00,8158.916236848703,21.797914062500013,1689.2264040343102,1621.1719574986369
2,2025-02-05,4:00-8:00,3318.6295996911235,2461.0512366360713,1689.2264040343102,1621.1719574986369
2,2025-02-05,8:00-12:00,5705.476785807292,7470.248307877604,1689.2264040343102,1621.1719574986369
2,2025-02-05,12:00-16:00,5276.050508825231,1616.8296166666664,1689.2264040343102,1621.1719574986369
2,2025-02-05,16:00-20:00,74.64143499710028,6393.3768699352695,1689.2264040343102,1621.1719574986369
2,2025-02-05,20:00-24:00,1108.0465033203127,3378.8431341491337,1689.2264040343102,1621.1719574986369
2,2025-02-06,0:00-4:00,8358.099668065433,2.781618750000007,1621.1719574986369,1832.2313904861041
2,2025-02-06,4:00-8:00,3004.2221077427994,2348.840453212011,1621.1719574986369,1832.2313904861041
2,2025-02-06,8:00-12:00,5928.847562890625,6824.734066666668,1621.1719574986369,1832.2313904861041
2,2025-02-06,12:00-16:00,5032.72502970197,2214.0308679036457,1621.1719574986369,1832.2313904861041
2,2025-02-06,16:00-20:00,146.93282116608057,5921.824413498602,1621.1719574986369,1832.2313904861041
2,2025-02-06,20:00-24:00,367.21911660156235,3041.80169654948,1621.1719574986369,1832.2313904861041
2,2025-02-07,0:00-4:00,8098.966625696541,44.72029199218747,1832.2313904861041,1360.0972427979168
2,2025-02-07,4:00-8:00,1407.2465463693247,6291.796595572916,1832.2313904861041,1360.0972427979168
2,2025-02-07,8:00-12:00,4765.899283333334,1115.31345,1832.2313904861041,1360.0972427979168
2,2025-02-07,12:00-16:00,3460.5571425925964,29.127236523437574,1832.2313904861041,1360.0972427979168
2,2025-02-07,16:00-20:00,32.36359613715422,6283.2725666666665,1832.2313904861041,1360.0972427979168
2,2025-02-07,20:00-24:00,679.5615617404519,3283.8109198783504,1832.2313904861041,1360.0972427979168
2,2025-02-08,0:00-4:00,6965.821250651043,93.54408580729176,1360.0972427979168,1374.3763482915351
2,2025-02-08,4:00-8:00,1618.8180806682542,6333.294848828136,1360.0972427979168,1374.3763482915351
2,2025-02-08,8:00-12:00,6006.262766666667,376.8593166666667,1360.0972427979168,1374.3763482915351
2,2025-02-08,12:00-16:00,2923.3864139376224,3.683328450520847,1360.0972427979168,1374.3763482915351
2,2025-02-08,16:00-20:00,56.54240654398586,6588.76472848603,1360.0972427979168,1374.3763482915351
2,2025-02-08,20:00-24:00,788.3471709346065,3113.5676233304175,1360.0972427979168,1374.3763482915351
2,2025-02-09,0:00-4:00,8429.917968593501,84.89089680989593,1374.3763482915351,1214.6002375010783
2,2025-02-09,4:00-8:00,3385.2044671242065,4520.490322583007,1374.3763482915351,1214.6002375010783
2,2025-02-09,8:00-12:00,4642.413298177084,6193.6569019522485,1374.3763482915351,1214.6002375010783
2,2025-02-09,12:00-16:00,6446.7517994140635,2180.013378450521,1374.3763482915351,1214.6002375010783
2,2025-02-09,16:00-20:00,257.5950032060541,6387.513351337723,1374.3763482915351,1214.6002375010783
2,2025-02-09,20:00-24:00,671.5382240885419,2235.0907611440784,1374.3763482915351,1214.6002375010783
2,2025-02-10,0:00-4:00,8520.028331380208,79.0014748046874,1214.6002375010783,1200.0
2,2025-02-10,4:00-8:00,3706.0021747477213,3536.8254454689286,1214.6002375010783,1200.0
2,2025-02-10,8:00-12:00,5997.167799869792,4989.050950000001,1214.6002375010783,1200.0
2,2025-02-10,12:00-16:00,2953.753264476764,1392.6386072916666,1214.6002375010783,1200.0
2,2025-02-10,16:00-20:00,127.69826105384898,6245.154156011529,1214.6002375010783,1200.0
2,2025-02-10,20:00-24:00,699.2328017361115,3574.674737826035,1214.6002375010783,1200.0
2,2025-02-11,0:00-4:00,8418.40480325521,60.441981184895894,1200.0,1343.8844135730128
2,2025-02-11,4:00-8:00,3336.311178645834,5642.579229126052,1200.0,1343.8844135730128
2,2025-02-11,8:00-12:00,5621.201520703125,4876.223173399991,1200.0,1343.8844135730128
2,2025-02-11,12:00-16:00,5816.448084428281,1186.5249833333337,1200.0,1343.8844135730128
2,2025-02-11,16:00-20:00,42.82136522759197,6436.9900295092,1200.0,1343.8844135730128
2,2025-02-11,20:00-24:00,872.6251740813079,3357.770777147231,1200.0,1343.8844135730128
2,2025-02-12,0:00-4:00,8611.35517701823,32.34971816406278,1343.8844135730128,1229.2587378200567
2,2025-02-12,4:00-8:00,3229.810835395812,4453.290467054119,1343.8844135730128,1229.2587378200567
2,2025-02-12,8:00-12:00,5819.896676432292,5521.860233333334,1343.8844135730128,1229.2587378200567
2,2025-02-12,12:00-16:00,4265.817057123563,1618.4160723307275,1343.8844135730128,1229.2587378200567
2,2025-02-12,16:00-20:00,145.54062832590728,6339.304599343652,1343.8844135730128,1229.2587378200567
2,2025-02-12,20:00-24:00,697.2671693214697,2636.2411631442305,1343.8844135730128,1229.2587378200567
2,2025-02-13,0:00-4:00,8351.372814713543,120.93803294270845,1229.2587378200567,1347.4739569372082
2,2025-02-13,4:00-8:00,3363.2614499360507,4897.086840301565,1229.2587378200567,1347.4739569372082
2,2025-02-13,8:00-12:00,6019.238826822917,4285.605216666667,1229.2587378200567,1347.4739569372082
2,2025-02-13,12:00-16:00,3554.885269976314,776.6500500000002,1229.2587378200567,1347.4739569372082
2,2025-02-13,16:00-20:00,13.873582291805747,6375.320455555722,1229.2587378200567,1347.4739569372082
2,2025-02-13,20:00-24:00,825.058513266782,3347.1720118881876,1229.2587378200567,1347.4739569372082
2,2025-02-14,0:00-4:00,5964.663647392994,135.89651764322906,1347.4739569372082,1230.0299644583174
2,2025-02-14,4:00-8:00,992.0674475936044,6158.074847265617,1347.4739569372082,1230.0299644583174
2,2025-02-14,8:00-12:00,5173.872783333333,106.9927004228471,1347.4739569372082,1230.0299644583174
2,2025-02-14,12:00-16:00,4945.415729205482,60.68400338541663,1347.4739569372082,1230.0299644583174
2,2025-02-14,16:00-20:00,24.571964778645793,6635.59233299267,1347.4739569372082,1230.0299644583174
2,2025-02-14,20:00-24:00,556.9387952112266,2905.9540831750746,1347.4739569372082,1230.0299644583174
2,2025-02-15,0:00-4:00,5958.950946872852,204.22490325520835,1230.0299644583174,1200.0
2,2025-02-15,4:00-8:00,990.6324415384787,5911.265396549479,1230.0299644583174,1200.0
2,2025-02-15,8:00-12:00,5909.7378499999995,159.00708333333336,1230.0299644583174,1200.0
2,2025-02-15,12:00-16:00,4199.976671255666,69.65820904947911,1230.0299644583174,1200.0
2,2025-02-15,16:00-20:00,81.13299703414384,6402.253990539551,1230.0299644583174,1200.0
2,2025-02-15,20:00-24:00,534.9718754701969,3189.9418469498046,1230.0299644583174,1200.0
2,2025-02-16,0:00-4:00,8426.731683854166,86.35557213541676,1200.0,1229.8268261030414
2,2025-02-16,4:00-8:00,3493.3207346179606,5021.583424896711,1200.0,1229.8268261030414
2,2025-02-16,8:00-12:00,5678.647224609375,5620.108179592791,1200.0,1229.8268261030414
2,2025-02-16,12:00-16:00,5159.857977310226,647.2950204427074,1200.0,1229.8268261030414
2,2025-02-16,16:00-20:00,68.71271104664004,6569.661223399319,1200.0,1229.8268261030414
2,2025-02-16,20:00-24:00,803.3719309534144,3294.27840392785,1200.0,1229.8268261030414
2,2025-02-17,0:00-4:00,8292.315091471353,167.09630286458344,1229.8268261030414,1268.28162076502
2,2025-02-17,4:00-8:00,3649.2570712566517,4240.881992505758,1229.8268261030414,1268.28162076502
2,2025-02-17,8:00-12:00,6010.11373359375,4143.184666666666,1229.8268261030414,1268.28162076502
2,2025-02-17,12:00-16:00,2407.190553737919,758.7133096354166,1229.8268261030414,1268.28162076502
2,2025-02-17,16:00-20:00,128.66392290738418,6457.027656659642,1229.8268261030414,1268.28162076502
2,2025-02-17,20:00-24:00,795.5466468822337,3351.3929681065188,1229.8268261030414,1268.28162076502
2,2025-02-18,0:00-4:00,8424.076747265626,101.46294348958327,1268.28162076502,1354.7449461522815
2,2025-02-18,4:00-8:00,2703.2925223632546,5244.792956508396,1268.28162076502,1354.7449461522815
2,2025-02-18,8:00-12:00,5518.6310127604165,4412.2062000000005,1268.28162076502,1354.7449461522815
2,2025-02-18,12:00-16:00,5089.006223502604,1068.457808398439,1268.28162076502,1354.7449461522815
2,2025-02-18,16:00-20:00,38.93578431396486,6341.604901334759,1268.28162076502,1354.7449461522815
2,2025-02-18,20:00-24:00,836.483894212963,3098.8324435569643,1268.28162076502,1354.7449461522815
2,2025-02-19,0:00-4:00,8147.738167385458,202.3965726562501,1354.7449461522815,1200.0
2,2025-02-19,4:00-8:00,2714.7878962076916,5457.1213835415,1354.7449461522815,1200.0
2,2025-02-19,8:00-12:00,5885.197910937501,4263.559446908479,1354.7449461522815,1200.0
2,2025-02-19,12:00-16:00,4994.874369700272,1051.104331770836,1354.7449461522815,1200.0
2,2025-02-19,16:00-20:00,181.65166312173187,6399.403684624679,1354.7449461522815,1200.0
2,2025-02-19,20:00-24:00,659.4542721715859,3098.552377942465,1354.7449461522815,1200.0
2,2025-02-20,0:00-4:00,8594.033796223957,82.62933697916685,1200.0,1246.443768492593
2,2025-02-20,4:00-8:00,3466.9942367973736,5357.908211754628,1200.0,1246.443768492593
2,2025-02-20,8:00-12:00,5180.408746875,5026.555466666667,1200.0,1246.443768492593
2,2025-02-20,12:00-16:00,4883.706120124476,338.17593333333343,1200.0,1246.443768492593
2,2025-02-20,16:00-20:00,0.0,6321.597576893835,1200.0,1246.443768492593
2,2025-02-20,20:00-24:00,733.3831647569447,3401.7465052049006,1200.0,1246.443768492593
2,2025-02-21,0:00-4:00,5971.648260562331,128.69249257812515,1246.443768492593,1200.0
2,2025-02-21,4:00-8:00,904.2640544265669,5851.759977799455,1246.443768492593,1200.0
2,2025-02-21,8:00-12:00,7218.217866666667,125.67031666666671,1246.443768492593,1200.0
2,2025-02-21,12:00-16:00,2760.783174857471,45.94605813802089,1246.443768492593,1200.0
