起点/h,终点/h,电价/元每kWh,负载/kW,光伏/kW,购电量/kWh,充电功率/kW,放电功率/kW,剩余/kWh,期初储电/kWh,期末储电/kWh,区间电费/元
0.0,0.16666666666666666,0.4248,3439.8466,0.0,995.9388589602737,2535.786553761643,-0.0,0.0,6000.0,6400.94305849579,423.0748272863243
0.16666666666666666,0.3333333333333333,0.4245,3437.9792,0.0,995.6276256269404,2535.786553761597,-4.529817774496396e-11,0.0,6400.94305849579,6801.886116991582,422.6439270786362
0.3333333333333333,0.5,0.4269,3444.3031,0.0,996.6816089602738,2535.78655376166,1.7053025658242404e-11,0.0,6801.886116991582,7202.829175487372,425.4833788651409
0.5,0.6666666666666666,0.4272,3454.4437,0.0,998.3717089602738,2535.786553761678,3.332651648379496e-11,0.0,7202.829175487372,7603.772233983162,426.504394067829
0.6666666666666666,0.8333333333333333,0.4271,3458.8273,0.0,999.1023089602736,2535.7865537616535,1.1254996934439987e-11,0.0,7603.772233983162,8004.715292478952,426.71659615693284
0.8333333333333333,1.0,0.4285,3459.8401,0.0,999.2711089602739,2535.786553761678,3.332651648379496e-11,0.0,8004.715292478952,8405.658350974742,428.18767018947733
1.0,1.1666666666666665,0.4311,3467.1582,0.0,1000.4907922936069,2535.786553761648,6.471168249280565e-12,0.0,8405.658350974742,8806.601409470532,431.31158055777394
1.1666666666666665,1.3333333333333333,0.4302,3467.9632,0.0,1000.6249589602733,2535.7865537615453,-8.594724931754159e-11,0.0,8806.601409470532,9207.544467966321,430.4688573447096
1.3333333333333333,1.5,0.4279,3466.9683,0.0,1000.4591422936072,2535.7865537616235,-1.5854362210737412e-11,0.0,9207.544467966321,9608.487526462111,428.09646698743455
1.5,1.6666666666666665,0.4312,3482.4927,0.0,998.2750017920529,2507.157310752349,3.1377567211166024e-11,0.0,9608.487526462111,10004.903904178105,430.4561807727332
1.6666666666666665,1.8333333333333333,0.4333,3495.0841,0.0,833.7069017920529,1507.1573107522568,-5.6299163768741004e-11,0.0,10004.903904178105,10243.20639888568,361.24520054649656
1.8333333333333333,2.0,0.4311,3498.4443,0.0,834.2669351253861,1507.1573107522947,-2.233946361229755e-11,0.0,10243.20639888568,10481.508893593256,359.65247573255397
2.0,2.1666666666666665,0.4293,3505.2295,0.0,835.3978017920525,1507.157310752258,-5.525180313270531e-11,0.0,10481.508893593256,10719.811388300832,358.63627630932814
2.1666666666666665,2.333333333333333,0.4324,3512.6387,0.0,669.9660017920528,507.1573107523629,4.570262576054406e-11,0.0,10719.811388300832,10799.999999999987,289.69329917488363
2.333333333333333,2.5,0.4367,3516.8685,0.0,586.1447500000005,3.235584124640283e-11,2.894523611475435e-11,0.0,10799.999999999987,10799.999999999987,255.9694123250002
2.5,2.6666666666666665,0.4348,3517.9246,0.0,586.3207666666672,3.410605131648476e-11,3.0695446184836276e-11,0.0,10799.999999999987,10799.999999999987,254.93226934666689
2.6666666666666665,2.833333333333333,0.4335,3518.5518,0.0,586.4253000000007,3.8827009495683396e-11,3.473428333770522e-11,0.0,10799.999999999987,10799.999999999987,254.21536755000028
2.833333333333333,3.0,0.4357,3521.0976,0.0,586.8496000000006,3.410605131648476e-11,3.0695446184836276e-11,0.0,10799.999999999987,10799.999999999987,255.69037072000023
3.0,3.1666666666666665,0.4374,3526.9261,0.0,587.8210166666672,3.410605131648476e-11,3.0695446184836276e-11,0.0,10799.999999999987,10799.999999999987,257.11291269000026
3.1666666666666665,3.333333333333333,0.4371,3537.2854,0.0,589.5475666666672,3.235584124640284e-11,2.8945236114754356e-11,0.0,10799.999999999987,10799.999999999987,257.69124139000024
3.333333333333333,3.5,0.4356,3544.8808,0.0,590.8134666666672,3.410605131648477e-11,3.069544618483629e-11,0.0,10799.999999999987,10799.999999999987,257.3583460800002
3.5,3.6666666666666665,0.4353,3541.2787,0.0,590.2131166666671,3.235584124640283e-11,2.894523611475435e-11,0.0,10799.999999999987,10799.999999999987,256.91976968500023
3.6666666666666665,3.833333333333333,0.436,3546.3976,0.0,591.0662666666673,-1.5434286862605651e-10,-1.5961632016114867e-10,0.0,10799.999999999987,10799.99999999999,257.70489226666695
3.833333333333333,4.0,0.4378,3560.207,0.0,593.3678333333338,-7.503331289626648e-11,-7.788385080548874e-11,0.0,10799.99999999999,10799.999999999993,259.77643743333357
4.0,4.166666666666666,0.4401,3561.9581,0.0,593.6596833333339,3.235584124640284e-11,2.8945236114754356e-11,0.0,10799.999999999993,10799.999999999993,261.26962663500024
4.166666666666666,4.333333333333333,0.4389,3556.7183,0.0,592.7863833333339,3.410605131648476e-11,3.0695446184836276e-11,0.0,10799.999999999993,10799.999999999993,260.17394364500024
4.333333333333333,4.5,0.4364,3560.0272,0.0,593.3378666666672,3.235584124640284e-11,2.8945236114754356e-11,0.0,10799.999999999993,10799.999999999993,258.93264501333357
4.5,4.666666666666666,0.4393,3580.654,0.5994,596.6757666666676,6.139089236967258e-11,5.525180313270531e-11,0.0,10799.999999999993,10799.999999999993,262.1196642966671
4.666666666666666,4.833333333333333,0.4422,3586.916,0.2345,597.780250000001,-2.462364724849748e-10,-2.5237556172194207e-10,0.0,10799.999999999993,10799.999999999998,264.33842655000046
4.833333333333333,5.0,0.4395,3571.2635,0.2885,595.1625000000009,-4.529817774496396e-11,-5.1437266981931226e-11,0.0,10799.999999999998,10800.0,261.5739187500004
5.0,5.166666666666666,0.4333,3562.3171,18.6781,590.606500000001,-4.7748471843078655e-11,-5.33274938576197e-11,0.0,10800.0,10800.000000000002,255.90979645000044
5.166666666666666,5.333333333333333,0.4439,3591.3809,54.4698,589.4851833333344,5.82405142435251e-11,5.210142500655783e-11,0.0,10800.000000000002,10800.000000000002,261.67247288166715
