scenario,date,period,charge_kwh,discharge_kwh,initial_soc,final_soc
2,2025-03-20,0:00-4:00,8610.285565775304,380.6793055338542,1302.2218767006657,1210.6405792236328
2,2025-03-20,4:00-8:00,1690.7813228678388,6065.721598569744,1302.2218767006657,1210.6405792236328
2,2025-03-20,8:00-12:00,5219.788431801352,1989.4629647279476,1302.2218767006657,1210.6405792236328
2,2025-03-20,12:00-16:00,4295.348405614933,847.4824455810548,1302.2218767006657,1210.6405792236328
2,2025-03-20,16:00-20:00,24.35374944661453,6750.866438655599,1302.2218767006657,1210.6405792236328
2,2025-03-20,20:00-24:00,35.49072390950522,147.80945618772424,1302.2218767006657,1210.6405792236328
2,2025-06-21,0:00-4:00,1252.7948066478589,502.2973522949219,1200.0,1708.2544020663345
2,2025-06-21,4:00-8:00,1229.3757851888022,1229.252884592774,1200.0,1708.2544020663345
2,2025-06-21,8:00-12:00,10322.212416666664,0.0,1200.0,1708.2544020663345
2,2025-06-21,12:00-16:00,0.0,0.0,1200.0,1708.2544020663345
2,2025-06-21,16:00-20:00,75.01626753391959,5954.074039729818,1200.0,1708.2544020663345
2,2025-06-21,20:00-24:00,477.73832724609383,2676.2282201822914,1200.0,1708.2544020663345
2,2025-09-23,0:00-4:00,9006.156954166667,59.55154257812512,1228.0286696777343,1511.836727745588
2,2025-09-23,4:00-8:00,1768.4892292317709,7281.125177832031,1228.0286696777343,1511.836727745588
2,2025-09-23,8:00-12:00,3846.7720910242897,1415.40145751921,1228.0286696777343,1511.836727745588
2,2025-09-23,12:00-16:00,5501.934628076173,724.7045971794225,1228.0286696777343,1511.836727745588
2,2025-09-23,16:00-20:00,54.59530696614593,6078.004769466146,1228.0286696777343,1511.836727745588
2,2025-09-23,20:00-24:00,447.3964652669274,892.3143896969056,1228.0286696777343,1511.836727745588
2,2025-12-21,0:00-4:00,8880.988482096354,377.0277736653644,1285.7021857031248,1281.882303723958
2,2025-12-21,4:00-8:00,2587.272462207032,1903.9602074544273,1285.7021857031248,1281.882303723958
2,2025-12-21,8:00-12:00,5002.751361031087,7091.538403701008,1285.7021857031248,1281.882303723958
2,2025-12-21,12:00-16:00,7502.587733205539,2392.8002403320315,1285.7021857031248,1281.882303723958
2,2025-12-21,16:00-20:00,25.817669140624844,6188.241203483073,1285.7021857031248,1281.882303723958
2,2025-12-21,20:00-24:00,208.5575246093748,1658.3300033002542,1285.7021857031248,1281.882303723958
3,2025-03-20,0:00-4:00,8505.045579493595,457.18166399739584,1277.842994910843,1210.6417877197266
3,2025-03-20,4:00-8:00,1642.9940315917972,5965.608951951337,1277.842994910843,1210.6417877197266
3,2025-03-20,8:00-12:00,5169.56567907719,1867.1801644501948,1277.842994910843,1210.6417877197266
3,2025-03-20,12:00-16:00,5763.598417599675,254.7227833333333,1277.842994910843,1210.6417877197266
3,2025-03-20,16:00-20:00,83.49365284892268,6195.487683561197,1277.842994910843,1210.6417877197266
3,2025-03-20,20:00-24:00,33.39105349934897,2490.7514546080765,1277.842994910843,1210.6417877197266
3,2025-06-21,0:00-4:00,1174.3649222065485,452.9629406738282,1385.8092104503046,1671.1449820562946
3,2025-06-21,4:00-8:00,1245.914246809896,1395.683533134766,1385.8092104503046,1671.1449820562946
3,2025-06-21,8:00-12:00,10322.212416666664,0.0,1385.8092104503046,1671.1449820562946
3,2025-06-21,12:00-16:00,0.0,0.0,1385.8092104503046,1671.1449820562946
3,2025-06-21,16:00-20:00,58.597183297365866,5944.358042496744,1385.8092104503046,1671.1449820562946
3,2025-06-21,20:00-24:00,457.8535451415979,2689.9365636881507,1385.8092104503046,1671.1449820562946
3,2025-09-23,0:00-4:00,9048.175647660672,49.76022177734387,1225.8269944589122,1526.9930419205734
3,2025-09-23,4:00-8:00,1732.2064783600977,7258.512934179687,1225.8269944589122,1526.9930419205734
3,2025-09-23,8:00-12:00,4869.543167829104,1450.4696277994797,1225.8269944589122,1526.9930419205734
3,2025-09-23,12:00-16:00,6018.3545087507855,508.3436147867839,1225.8269944589122,1526.9930419205734
3,2025-09-23,16:00-20:00,196.27950882161463,5813.254584114584,1225.8269944589122,1526.9930419205734
3,2025-09-23,20:00-24:00,455.03153606770866,2727.4781610935165,1225.8269944589122,1526.9930419205734
3,2025-12-21,0:00-4:00,8793.511400797528,402.23291282552066,1285.5306067236324,1306.5505835362412
3,2025-12-21,4:00-8:00,2599.0002445963546,1457.3345407319343,1285.5306067236324,1306.5505835362412
3,2025-12-21,8:00-12:00,5142.1875607666025,7445.344525262861,1285.5306067236324,1306.5505835362412
3,2025-12-21,12:00-16:00,8195.049243033453,2179.117862510336,1285.5306067236324,1306.5505835362412
3,2025-12-21,16:00-20:00,33.194439160156094,6054.179147705081,1285.5306067236324,1306.5505835362412
3,2025-12-21,20:00-24:00,225.66838154296863,2683.648160449543,1285.5306067236324,1306.5505835362412
4-2,2025-03-20,0:00-4:00,5629.963214127605,419.4791786783853,1302.2218767006657,1210.6405792236328
4-2,2025-03-20,4:00-8:00,4651.571996195225,5973.425468231202,1302.2218767006657,1210.6405792236328
4-2,2025-03-20,8:00-12:00,5219.788431801351,2027.1385624825064,1302.2218767006657,1210.6405792236328
4-2,2025-03-20,12:00-16:00,4295.348405614933,847.4824455810548,1302.2218767006657,1210.6405792236328
4-2,2025-03-20,16:00-20:00,24.35374944661453,6879.5049297778905,1302.2218767006657,1210.6405792236328
4-2,2025-03-20,20:00-24:00,35.49072390950522,19.170965065429684,1302.2218767006657,1210.6405792236328
4-2,2025-06-21,0:00-4:00,968.2631641764326,226.41536714860015,1200.0,1817.0682902284063
4-2,2025-06-21,4:00-8:00,1327.9590847002198,1354.5167119414882,1200.0,1817.0682902284063
4-2,2025-06-21,8:00-12:00,10322.212416666664,0.0,1200.0,1817.0682902284063
4-2,2025-06-21,12:00-16:00,0.0,0.0,1200.0,1817.0682902284063
4-2,2025-06-21,16:00-20:00,74.75392223166702,5922.718784602863,1200.0,1817.0682902284063
4-2,2025-06-21,20:00-24:00,1289.1138078125002,3266.6526155273436,1200.0,1817.0682902284063
4-2,2025-09-23,0:00-4:00,8364.896369140624,81.17651087239597,1228.0286696777343,1511.836727745588
4-2,2025-09-23,4:00-8:00,2434.702695800779,7251.794630143229,1228.0286696777343,1511.836727745588
4-2,2025-09-23,8:00-12:00,3846.7720910242897,1443.3188709635422,1228.0286696777343,1511.836727745588
4-2,2025-09-23,12:00-16:00,5501.934628076173,724.7045971794225,1228.0286696777343,1511.836727745588
4-2,2025-09-23,16:00-20:00,96.8115265950522,6664.386638509113,1228.0286696777343,1511.836727745588
4-2,2025-09-23,20:00-24:00,447.3964652669274,340.1276585533493,1228.0286696777343,1511.836727745588
4-2,2025-12-21,0:00-4:00,10549.205086490883,240.5144155924478,1200.0,1281.882303723958
4-2,2025-12-21,4:00-8:00,124.77575419921892,1233.6194758463544,1200.0,1281.882303723958
4-2,2025-12-21,8:00-12:00,5002.751361031087,7177.893642322431,1200.0,1281.882303723958
4-2,2025-12-21,12:00-16:00,7502.587733205539,2392.8002403320315,1200.0,1281.882303723958
4-2,2025-12-21,16:00-20:00,25.817669140624844,6188.241203483073,1200.0,1281.882303723958
4-2,2025-12-21,20:00-24:00,208.5575246093748,1658.3300033002542,1200.0,1281.882303723958
4-3,2025-03-20,0:00-4:00,5520.393342089845,544.2950488281249,1277.842994910843,1210.6417877197266
4-3,2025-03-20,4:00-8:00,4610.804907504662,5864.854064312989,1277.842994910843,1210.6417877197266
4-3,2025-03-20,8:00-12:00,4876.929137404495,1867.1801644501948,1277.842994910843,1210.6417877197266
4-3,2025-03-20,12:00-16:00,5763.598417599675,254.7227833333333,1277.842994910843,1210.6417877197266
4-3,2025-03-20,16:00-20:00,209.5320317057292,7467.319233692049,1277.842994910843,1210.6417877197266
4-3,2025-03-20,20:00-24:00,33.39105349934897,1083.9753925963532,1277.842994910843,1210.6417877197266
4-3,2025-06-21,0:00-4:00,948.48521007487,349.79385638801926,1393.545048197336,1690.9704402140271
4-3,2025-06-21,4:00-8:00,1655.5251929000294,1654.6371708992524,1393.545048197336,1690.9704402140271
4-3,2025-06-21,8:00-12:00,10322.212416666664,0.0,1393.545048197336,1690.9704402140271
4-3,2025-06-21,12:00-16:00,0.0,0.0,1393.545048197336,1690.9704402140271
4-3,2025-06-21,16:00-20:00,94.43437649398044,5313.237777197264,1393.545048197336,1690.9704402140271
4-3,2025-06-21,20:00-24:00,1048.79962677077,3810.908369254558,1393.545048197336,1690.9704402140271
4-3,2025-09-23,0:00-4:00,8404.239419289726,68.71331507161472,1242.3238857251856,1528.1630965809466
4-3,2025-09-23,4:00-8:00,2349.712994164734,7232.998975846354,1242.3238857251856,1528.1630965809466
4-3,2025-09-23,8:00-12:00,4823.167704930342,1450.4696277994797,1242.3238857251856,1528.1630965809466
4-3,2025-09-23,12:00-16:00,5987.410311875786,477.3994179117838,1242.3238857251856,1528.1630965809466
4-3,2025-09-23,16:00-20:00,241.2898568684897,6059.541734805346,1242.3238857251856,1528.1630965809466
4-3,2025-09-23,20:00-24:00,457.774124772136,2487.1331124352205,1242.3238857251856,1528.1630965809466
4-3,2025-12-21,0:00-4:00,10416.266825399667,254.34040436197904,1221.7262587125656,1306.5505835362412
4-3,2025-12-21,4:00-8:00,768.2048493865295,1185.3595263020836,1221.7262587125656,1306.5505835362412
4-3,2025-12-21,8:00-12:00,5142.1875607666025,7639.275758754068,1221.7262587125656,1306.5505835362412
4-3,2025-12-21,12:00-16:00,8348.397683284506,2313.583934505208,1221.7262587125656,1306.5505835362412
4-3,2025-12-21,16:00-20:00,65.55232412782178,6070.135199137371,1221.7262587125656,1306.5505835362412
4-3,2025-12-21,20:00-24:00,225.66838154296863,2683.648160449543,1221.7262587125656,1306.5505835362412
