interval_start,interval_end,charge_power_kw,discharge_power_kw,net_battery_power_kw,delta_power_kw,soc_start_kwh,soc_end_kwh,load_kw,pv_kw
2025-06-21 00:00:00,2025-06-21 00:10:00,183.9658655419462,0.0,183.9658655419462,301.16354287310287,1347.5982997988997,1376.6858571407413,3087.9838,0.0
2025-06-21 00:10:00,2025-06-21 00:20:00,21.612806201788317,0.0,21.612806201788317,-162.35305934015787,1376.6858571407413,1380.1031418520145,3200.0919,0.0
2025-06-21 00:20:00,2025-06-21 00:30:00,0.0,252.79783608001276,-252.79783608001276,-274.4106422818011,1380.1031418520145,1335.6910890978627,3401.46,0.0
2025-06-21 00:30:00,2025-06-21 00:40:00,69.61454568657143,0.0,69.61454568657143,322.4123817665842,1335.6910890978627,1346.6981152302335,3063.5261,0.0
2025-06-21 00:40:00,2025-06-21 00:50:00,5000.0,0.0,5000.0,4930.385454313428,1346.6981152302335,2137.2675302723283,2820.2572,0.0
2025-06-21 00:50:00,2025-06-21 01:00:00,967.8502558667184,0.0,967.8502558667184,-4032.1497441332817,2137.2675302723283,2290.2980923981067,2883.38,0.0
2025-06-21 01:00:00,2025-06-21 01:10:00,253.61785917793452,0.0,253.61785917793452,-714.2323966887839,2290.2980923981067,2330.398596913012,2869.9796,0.0
2025-06-21 01:10:00,2025-06-21 01:20:00,0.0,7.36428836776679,-7.36428836776679,-260.9821475457013,2330.398596913012,2329.104823324766,2985.8287,0.0
2025-06-21 01:20:00,2025-06-21 01:30:00,0.0,280.0346037478605,-280.0346037478605,-272.6703153800937,2329.104823324766,2279.9077582411014,3164.18,0.0
2025-06-21 01:30:00,2025-06-21 01:40:00,0.0,93.219957349575,-93.219957349575,186.8146463982855,2279.9077582411014,2263.5306810961897,3064.8457,0.0
2025-06-21 01:40:00,2025-06-21 01:50:00,0.0,116.68077926309888,-116.68077926309888,-23.460821913523887,2263.5306810961897,2243.0319576720376,2954.0459,0.0
2025-06-21 01:50:00,2025-06-21 02:00:00,0.0,316.553982869449,-316.553982869449,-199.8732036063501,2243.0319576720376,2187.4190916572943,2994.62,0.0
2025-06-21 02:00:00,2025-06-21 02:10:00,0.0,3072.4014,-3072.4014,-2755.847417130551,2187.4190916572943,1647.653185530069,3072.4014,0.0
2025-06-21 02:10:00,2025-06-21 02:20:00,0.0,2548.0866025889068,-2548.0866025889068,524.3147974110934,1647.653185530069,1200.0,3013.1015,0.0
2025-06-21 02:20:00,2025-06-21 02:30:00,0.0,0.0,0.0,2548.0866025889068,1200.0,1200.0,2838.75,0.0
2025-06-21 02:30:00,2025-06-21 02:40:00,143.78672946986467,0.0,143.78672946986467,143.78672946986467,1200.0,1222.7346781215613,2749.9199,0.0
2025-06-21 02:40:00,2025-06-21 02:50:00,1385.751414472948,0.0,1385.751414472948,1241.964685003083,1222.7346781215613,1441.841215148288,2820.5847,0.0
2025-06-21 02:50:00,2025-06-21 03:00:00,4761.666051331149,0.0,4761.666051331149,3375.914636858201,1441.841215148288,2194.7267241136215,2936.24,0.0
2025-06-21 03:00:00,2025-06-21 03:10:00,0.0,155.2114057913701,-155.2114057913701,-4916.877457122519,2194.7267241136215,2167.4588596059893,2920.1894,0.0012
2025-06-21 03:10:00,2025-06-21 03:20:00,0.0,2951.0328,-2951.0328,-2795.82139420863,2167.4588596059893,1649.0152430579817,2951.0328,0.0
2025-06-21 03:20:00,2025-06-21 03:30:00,0.0,2555.839569955194,-2555.839569955194,395.1932300448061,1649.0152430579817,1200.0,2977.51,0.0
2025-06-21 03:30:00,2025-06-21 03:40:00,0.0,0.0,0.0,2555.839569955194,1200.0,1200.0,2780.298,0.0162
2025-06-21 03:40:00,2025-06-21 03:50:00,317.1014371030046,0.0,317.1014371030046,317.1014371030046,1200.0,1250.138139527906,2728.3059,0.0
2025-06-21 03:50:00,2025-06-21 04:00:00,24.645011276848777,0.0,24.645011276848777,-292.45642582615585,1250.138139527906,1254.0348579576748,2862.19,0.0
2025-06-21 04:00:00,2025-06-21 04:10:00,0.0,279.84834908843084,-279.84834908843084,-304.4933603652796,1254.0348579576748,1204.8705144822666,2845.9182,0.2263
2025-06-21 04:10:00,2025-06-21 04:20:00,0.0,27.723454453436652,-27.723454453436652,252.12489463499415,1204.8705144822666,1200.0,2748.951,0.0
2025-06-21 04:20:00,2025-06-21 04:30:00,122.2266367429604,0.0,122.2266367429604,149.95009119639707,1200.0,1219.325728142489,2677.31,0.0
2025-06-21 04:30:00,2025-06-21 04:40:00,74.44367087644787,0.0,74.44367087644787,-47.78296586651254,1219.325728142489,1231.0963060101649,2660.8713,3.1516
2025-06-21 04:40:00,2025-06-21 04:50:00,0.0,57.01843954363255,-57.01843954363255,-131.46211042008042,1231.0963060101649,1221.0791872553598,2702.3205,0.0
2025-06-21 04:50:00,2025-06-21 05:00:00,0.0,92.33321400819908,-92.33321400819908,-35.31477446456654,1221.0791872553598,1204.8578950359336,2732.32,7.275
2025-06-21 05:00:00,2025-06-21 05:10:00,4734.212187184419,0.0,4734.212187184419,4826.545401192619,1204.8578950359336,1953.402566937442,2664.7178,116.7655
2025-06-21 05:10:00,2025-06-21 05:20:00,0.0,76.06153935056614,-76.06153935056614,-4810.273726534985,1953.402566937442,1940.0399165659803,2606.871,263.9703
2025-06-21 05:20:00,2025-06-21 05:30:00,236.5672257794381,0.0,236.5672257794381,312.62876513000424,1940.0399165659803,1977.4444792264967,2642.15,417.075
2025-06-21 05:30:00,2025-06-21 05:40:00,4985.9600268459435,0.0,4985.9600268459435,4749.392801066506,1977.4444792264967,2765.7939795958696,2745.0641,587.5961
2025-06-21 05:40:00,2025-06-21 05:50:00,0.0,2002.1679522837856,-2002.1679522837856,-6988.127979129729,2765.7939795958696,2414.048924739642,2758.042,735.8325
2025-06-21 05:50:00,2025-06-21 06:00:00,0.0,1850.9399999999996,-1850.9399999999996,151.22795228378595,2414.048924739642,2088.871912944528,2741.64,890.7
2025-06-21 06:00:00,2025-06-21 06:10:00,0.0,1751.775,-1751.775,99.16499999999974,2088.871912944528,1781.116415825558,2888.7304,1136.9554
2025-06-21 06:10:00,2025-06-21 06:20:00,0.0,1478.8282000000002,-1478.8282000000002,272.9467999999997,1781.116415825558,1521.3127835985017,2932.231,1453.4028
2025-06-21 06:20:00,2025-06-21 06:30:00,0.0,998.1075,-998.1075,480.7207000000001,1521.3127835985017,1345.963169726473,2764.02,1765.9125
2025-06-21 06:30:00,2025-06-21 06:40:00,0.0,584.3110999999999,-584.3110999999999,413.7964000000002,1345.963169726473,1243.3101731643392,2606.6137,2022.3026
2025-06-21 06:40:00,2025-06-21 06:50:00,0.0,246.52582750010487,-246.52582750010487,337.78527249989503,1243.3101731643392,1200.0,2867.7649,2350.4923
2025-06-21 06:50:00,2025-06-21 07:00:00,0.0,0.0,0.0,246.52582750010487,1200.0,1200.0,3304.27,2699.25
2025-06-21 07:00:00,2025-06-21 07:10:00,0.0,0.0,0.0,0.0,1200.0,1200.0,3254.3169,2874.6231
2025-06-21 07:10:00,2025-06-21 07:20:00,0.0,0.0,0.0,0.0,1200.0,1200.0,3137.5948,3006.0287
2025-06-21 07:20:00,2025-06-21 07:30:00,80.98382065475653,0.0,80.98382065475653,80.98382065475653,1200.0,1212.804666344581,3174.85,3224.8875
2025-06-21 07:30:00,2025-06-21 07:40:00,377.80070000000023,0.0,377.80070000000023,296.8168793452437,1212.804666344581,1272.5402020248798,3159.7263,3537.527
2025-06-21 07:40:00,2025-06-21 07:50:00,697.8222999999998,0.0,697.8222999999998,320.0215999999996,1272.5402020248798,1382.8755955277456,3087.5763,3785.3986
2025-06-21 07:50:00,2025-06-21 08:00:00,941.065,0.0,941.065,243.24270000000024,1382.8755955277456,1531.6710368410634,3062.36,4003.425
2025-06-21 08:00:00,2025-06-21 08:10:00,1172.7127,0.0,1172.7127,231.6477,1531.6710368410634,1717.0931954913506,3162.0197,4334.7324
2025-06-21 08:10:00,2025-06-21 08:20:00,1280.8112999999998,0.0,1280.8112999999998,108.0985999999998,1717.0931954913506,1919.6072435354115,3160.9922,4441.8035
2025-06-21 08:20:00,2025-06-21 08:30:00,1321.1099999999997,0.0,1321.1099999999997,40.298699999999826,1919.6072435354115,2128.493075516664,3037.59,4358.7
2025-06-21 08:30:00,2025-06-21 08:40:00,1448.8976000000002,0.0,1448.8976000000002,127.78760000000057,2128.493075516664,2357.5839011342428,3030.9974,4479.895
2025-06-21 08:40:00,2025-06-21 08:50:00,1378.5776,0.0,1378.5776,-70.32000000000016,2357.5839011342428,2575.55615849867,3289.939,4668.5166
2025-06-21 08:50:00,2025-06-21 09:00:00,1095.455,0.0,1095.455,-283.12260000000015,2575.55615849867,2748.762802209658,3650.62,4746.075
2025-06-21 09:00:00,2025-06-21 09:10:00,961.0523000000004,0.0,961.0523000000004,-134.40269999999964,2748.762802209658,2900.718513136829,3785.9011,4746.9534
2025-06-21 09:10:00,2025-06-21 09:20:00,1289.8198000000002,0.0,1289.8198000000002,328.7674999999999,2900.718513136829,3104.6569300959713,3849.6183,5139.4381
2025-06-21 09:20:00,2025-06-21 09:30:00,1969.7125,0.0,1969.7125,679.8926999999999,3104.6569300959713,3416.095821881192,3824.6,5794.3125
2025-06-21 09:30:00,2025-06-21 09:40:00,2526.7094,0.0,2526.7094,556.9969000000001,3416.095821881192,3815.603656349064,3582.3586,6109.068
2025-06-21 09:40:00,2025-06-21 09:50:00,2697.1571000000004,0.0,2697.1571000000004,170.44770000000017,3815.603656349064,4242.061638513791,3687.9447,6385.1018
2025-06-21 09:50:00,2025-06-21 10:00:00,2643.3975000000005,0.0,2643.3975000000005,-53.759599999999864,4242.061638513791,4660.0194815735385,4000.14,6643.5375
2025-06-21 10:00:00,2025-06-21 10:10:00,2763.7852,0.0,2763.7852,120.38769999999931,4660.0194815735385,5097.0122913467385,3826.1041,6589.8893
2025-06-21 10:10:00,2025-06-21 10:20:00,2934.1028,0.0,2934.1028,170.3176000000003,5097.0122913467385,5560.934678200613,3761.4976,6695.6004
2025-06-21 10:20:00,2025-06-21 10:30:00,3099.0775000000003,0.0,3099.0775000000003,164.9747000000002,5560.934678200613,6050.941855469637,3901.91,7000.9875
2025-06-21 10:30:00,2025-06-21 10:40:00,3367.0874000000003,0.0,3367.0874000000003,268.0099,6050.941855469637,6583.325118712359,3726.7535,7093.8409
2025-06-21 10:40:00,2025-06-21 10:50:00,3677.5579,0.0,3677.5579,310.4704999999999,6583.325118712359,7164.798078269646,3565.5609,7243.1188
2025-06-21 10:50:00,2025-06-21 11:00:00,3720.89,0.0,3720.89,43.33210000000008,7164.798078269646,7753.122444416842,3679.21,7400.1
