scenario,metric,previous,current,absolute_change,relative_change_pct,scope
1,cost_yuan,34115.03245096839,34080.95139956883,-34.08105139956024,-0.09990039273315365,"same raw data, rated hardware, boundary state and actual billing; stated auxiliary treatment differs"
1,planned_cost,34115.032450968385,34080.951399568854,-34.081051399531134,-0.09990039273306836,"same raw data, rated hardware, boundary state and actual billing; stated auxiliary treatment differs"
1,up_cost,0.0,0.0,0.0,,"same raw data, rated hardware, boundary state and actual billing; stated auxiliary treatment differs"
1,down_cost,0.0,0.0,0.0,,"same raw data, rated hardware, boundary state and actual billing; stated auxiliary treatment differs"
1,emergency_cost,0.0,0.0,0.0,,"same raw data, rated hardware, boundary state and actual billing; stated auxiliary treatment differs"
1,total_cost,34115.03245096839,34080.95139956883,-34.08105139956024,-0.09990039273315365,"same raw data, rated hardware, boundary state and actual billing; stated auxiliary treatment differs"
1,charge_kwh,20186.71370553619,20304.23862365001,117.5249181138206,0.5821894530638213,"same raw data, rated hardware, boundary state and actual billing; stated auxiliary treatment differs"
1,discharge_kwh,18168.042334982565,18273.814761285008,105.77242630244291,0.5821894530638455,"same raw data, rated hardware, boundary state and actual billing; stated auxiliary treatment differs"
1,throughput_kwh,38354.756040518754,38578.05338493502,223.2973444162635,0.5821894530638329,"same raw data, rated hardware, boundary state and actual billing; stated auxiliary treatment differs"
1,equivalent_full_cycles,1.5958998445807981,1.6051910051574096,0.009291160576611501,0.5821894530638325,"same raw data, rated hardware, boundary state and actual billing; stated auxiliary treatment differs"
1,direction_reversals,4.0,6.0,2.0,50.0,"same raw data, rated hardware, boundary state and actual billing; stated auxiliary treatment differs"
1,direction_reversals_including_warmup_boundary,4.0,6.0,2.0,50.0,"same raw data, rated hardware, boundary state and actual billing; stated auxiliary treatment differs"
1,charging_slots,57.0,55.0,-2.0,-3.508771929824561,"same raw data, rated hardware, boundary state and actual billing; stated auxiliary treatment differs"
1,discharging_slots,42.0,46.0,4.0,9.523809523809524,"same raw data, rated hardware, boundary state and actual billing; stated auxiliary treatment differs"
