run_id,day,date,month,scenario,forecast,seed,planned_kwh,final_kwh,emergency_kwh,emergency_minutes,surplus_kwh,up_cost,down_cost,total_cost,planned_cost,emergency_cost,simultaneous_slots,throughput_kwh,direction_reversals,equivalent_full_cycles,initial_soc,final_soc,final_mode,max_balance_error,max_state_error,risk_seconds,planning_seconds,execution_seconds,compute_seconds,charge_kwh,discharge_kwh,direction_reversals_including_warmup_boundary,charging_slots,discharging_slots,active_slots,power_changes_count,power_ramp_total_kw,power_ramp_total_kw_including_warmup_boundary,power_ramp_max_kw_per_10min,power_ramp_p95_kw_per_10min,mean_absolute_power_kw,max_charge_kw,max_discharge_kw,initial_mode,initial_power_kw,final_power_kw
causal_42_grid25,31,2025-02-01,2,2,causal_season,42,65548.20389856983,65548.20389856983,0.0,0,26101.02001021005,0.0,0.0,38267.07687996372,38267.076879963715,0.0,0,28106.062424801206,7,1.16157964061687,1421.7991105135516,5016.522916701491,-1,0.0,9.094947017729282e-13,0.004972624941729009,0.1084390829782933,0.00031450006645172834,0.11372620798647404,16587.53518991383,11518.52723488738,7,22,32,54,51,87456.95810607524,92205.97268196756,6984.814733519002,4854.096208358465,1171.085934366717,4921.774575892316,3274.8691862657606,1,172.75999999999976,0.0
causal_42_grid25,32,2025-02-02,2,2,causal_season,42,94596.16727742636,94596.16727742636,13.58458230903102,10,17350.291484120833,0.0,0.0,60816.016440954685,60786.42242839446,29.594012560224076,0,35614.390827291536,9,1.4884011799250718,5016.522916701491,2041.1398327669249,-1,0.0,7.958078640513122e-13,0.004895917023532093,0.1068591249641031,0.0002977909753099084,0.1120528329629451,17258.786626453046,18355.604200838494,10,23,38,61,63,104447.27033491794,109402.41449045544,7282.520592004567,4807.757492542329,1483.9329511371475,4955.144155537509,4570.56828501626,-1,0.0,0.0
causal_42_grid25,33,2025-02-03,2,2,causal_season,42,83072.76714874357,83072.76714874357,1203.5624270659341,380,2426.2361263273283,0.0,0.0,57007.392277157065,51848.129618730905,5159.262658426162,0,42805.19066030378,9,1.7824385459303884,2041.1398327669249,1420.5518744704555,-1,0.0,7.389644451905042e-13,0.0009209580020979047,0.10710991604719311,0.0003023750614374876,0.1083332491107285,22219.18380489297,20586.0068554108,10,31,45,76,78,122997.54499541152,127955.11198648553,7162.547805899871,4901.530373260988,1783.5496108459906,4957.566991074007,4910.266989019505,-1,0.0,0.0
causal_42_grid25,34,2025-02-04,2,2,causal_season,42,88094.02759052467,88094.02759052467,583.2351445483503,220,4875.393808951645,0.0,0.0,57455.09196540107,54905.72604106881,2549.365924332265,0,45943.47685694072,9,1.9112434068140476,1420.5518744704555,1609.7413382642062,-1,0.0,9.094947017729282e-13,0.0010977908968925476,0.11037791706621647,0.00029891706071794033,0.11177462502382696,24275.240916531046,21668.23594040968,10,32,45,77,76,119491.6892483306,124421.352037575,6862.177829091913,4893.249486234106,1914.3115357058637,4929.662789244395,4894.192145025284,-1,0.0,0.0
causal_42_grid25,35,2025-02-05,2,2,causal_season,42,88845.12000315177,88845.12000315177,441.78796529392173,300,6592.4097954304825,0.0,0.0,57948.762103842506,55735.70818743852,2213.0539164039883,0,43582.83465811598,9,1.8141982265757264,1609.7413382642062,1261.4964567669513,-1,0.0,9.094947017729282e-13,0.001245458028279245,0.10924916702788323,0.00039441604167222977,0.1108890410978347,22764.45292389892,20818.38173421705,10,32,42,74,76,114566.56833572999,119447.63843571502,6903.150686678514,4900.532886589434,1815.9514440881655,4901.530373260988,4980.587314765197,-1,0.0,0.0
causal_42_grid25,36,2025-02-06,2,2,causal_season,42,87575.98577473593,87575.98577473593,397.187958316411,230,5065.326918060812,0.0,0.0,56440.033248369014,54694.804672552156,1745.2285758168523,0,43459.113622925506,9,1.8075191929361722,1261.4964567669513,1611.4493208519086,-1,0.0,8.633094239485217e-13,0.0015272080199792981,0.10837112495210022,0.00030049995984882116,0.11019883293192834,23047.95161062518,20411.162012300323,10,31,45,76,70,113152.98334780597,118114.4484375929,7153.709074861077,4901.530373260988,1810.7964009552295,4986.934279458964,4980.587314765197,-1,0.0,0.0
causal_42_grid25,37,2025-02-07,2,2,causal_season,42,41521.90669591223,41521.90669591223,454.55431484880575,190,8208.139872444946,0.0,0.0,23493.375472130137,21611.684657202597,1881.6908149275403,0,34284.19354468654,5,1.4261807154451775,1611.4493208519086,1769.879137358088,-1,0.0,9.094947017729282e-13,0.0015920839505270123,0.11323370889294893,0.00031866703648120165,0.11514445987995714,18123.41750816798,16160.776036518559,6,37,42,79,75,77583.06618768148,82570.2985808427,7883.546888668415,4016.0926284138473,1428.5080643619392,4987.232393161226,3216.2246999999998,-1,0.0,0.0
causal_42_grid25,38,2025-02-08,2,2,causal_season,42,37361.51842799074,37361.51842799074,373.05870037867203,250,4619.986131972294,0.0,0.0,20845.71652842781,19482.49639944743,1363.220128980381,0,32807.75815648466,5,1.3655109709497268,1769.879137358088,1580.3205750329712,-1,0.0,7.389644451905042e-13,0.0018697079503908753,0.11689625005237758,0.00031687505543231964,0.11908283305820078,17172.593218107555,15635.164938377107,6,38,40,78,82,67248.4885024793,72182.40605480691,7984.499373260988,3696.9500162810136,1366.989923186861,4933.917552327606,3082.969,-1,0.0,0.0
causal_42_grid25,39,2025-02-09,2,2,causal_season,42,81528.66483856963,81528.66483856963,1502.1738499563667,520,1303.293852862619,0.0,0.0,56798.77722798927,50378.54268392851,6420.2345440607605,0,46007.18348397383,9,1.9148565330810334,1580.3205750329712,1330.6727219101265,-1,0.0,9.094947017729282e-13,0.0020952089689671993,0.11353087506722659,0.0003072089748457074,0.1159332930110395,24089.656176485274,21917.527307488555,10,32,48,80,77,115603.60263966344,120471.4827417924,6838.982173260989,4807.354823796057,1916.9659784989094,4901.530373260988,4980.587314765197,-1,0.0,0.0
causal_42_grid25,40,2025-02-10,2,2,causal_season,42,84702.92866790896,84702.92866790896,447.75207041337495,230,8550.499261822579,0.0,0.0,54382.5491608032,52750.00975280219,1632.5394080010205,0,39529.6328773168,9,1.6443612827962213,1330.6727219101265,1523.9775424114546,-1,0.0,7.958078640513122e-13,0.002187084057368338,0.11611812503542751,0.0003107080701738596,0.11861591716296971,20901.58838524161,18628.044492075183,10,27,41,68,64,121046.32408170504,125893.70977064112,6771.815358533853,4901.530373260988,1647.0680365548662,4901.530373260988,4980.587314765197,-1,0.0,0.0
causal_42_grid25,41,2025-02-11,2,2,causal_season,42,82061.02394366544,82061.02394366544,545.5948650315217,320,5185.616962142248,0.0,0.0,53229.26037392013,50563.22666532579,2666.0337085943347,0,44014.761970347776,9,1.8316616533088763,1523.9775424114546,1407.6546123210364,-1,0.0,9.094947017729282e-13,0.0022967499680817127,0.11343066697008908,0.000321374973282218,0.11604879191145301,23107.58334178458,20907.178628563197,10,30,44,74,69,113339.05380841326,118247.0507712557,7233.709433259151,4901.530373260988,1833.9484154311576,4907.9969628424415,4980.587314765197,-1,0.0,0.0
causal_42_grid25,42,2025-02-12,2,2,causal_season,42,82811.99217588292,82811.99217588292,631.8221009087251,260,5832.312233760926,0.0,0.0,53857.026020657155,51173.784718117444,2683.2413025397123,0,42182.264022343414,9,1.754884577386026,1407.6546123210364,1532.4743633788044,-1,0.0,9.094947017729282e-13,0.0025877909502014518,0.11574691603891551,0.00032412493601441383,0.11865883192513138,22263.51496602039,19918.749056323024,10,30,44,74,68,116602.40607502834,121455.5244292092,6882.056793608088,4901.530373260988,1757.5943342643086,4901.530373260988,4976.0763264041825,-1,0.0,0.0
causal_42_grid25,43,2025-02-13,2,2,causal_season,42,82240.17531406795,82240.17531406795,417.0077088796022,290,9359.268144279751,0.0,0.0,52596.4451764008,50816.57825453222,1779.8669218685725,0,39209.43599078383,9,1.631671254010984,1532.4743633788044,1437.123543116651,-1,0.0,9.094947017729282e-13,0.0029886249685660005,0.11607966700103134,0.00037045893259346485,0.1194387509021908,20588.935926392478,18620.50006439135,10,28,40,68,70,113501.2533276034,118355.51167619083,6992.206678260752,4817.785664495336,1633.726499615993,4901.530373260988,4980.587314765197,-1,0.0,0.0
causal_42_grid25,44,2025-02-14,2,2,causal_season,42,35367.97403991807,35367.97403991807,456.7998952292577,250,4205.675696595398,0.0,0.0,20058.928252344565,18386.050060359517,1672.878191985048,0,32250.304827591106,5,1.341636913494092,1437.123543116651,1557.2019292814844,-1,0.0,9.094947017729282e-13,0.0030601249309256673,0.11640650010667741,0.0003055830020457506,0.11977220803964883,17033.800624738185,15216.504202852926,6,47,38,85,86,65016.79066863621,69848.61744261956,7818.64680483686,3408.8015035666995,1343.7627011496297,4901.530373260988,3214.0725,-1,0.0,0.0
causal_42_grid25,45,2025-02-15,2,2,causal_season,42,38190.10584017082,38190.10584017082,494.27449827099446,250,7480.744514744486,0.0,0.0,21545.537385380943,19754.752647514397,1790.7847378665488,0,31618.93301531391,5,1.3150599182173481,1557.2019292814844,1816.9522982962508,-1,0.0,9.094947017729282e-13,0.002827167045325041,0.114559083012864,0.00033000006806105375,0.11771625012625009,16771.23886950562,14847.694145808291,6,39,37,76,72,71289.10220582093,76072.56623779114,7938.234072601941,3589.1851442911134,1317.4555423047464,4901.530373260988,3130.6548835666954,-1,0.0,0.0
causal_42_grid25,46,2025-02-16,2,2,causal_season,42,79817.86066039579,79817.86066039579,918.1613963019979,400,3506.7708644049853,0.0,0.0,53158.45011537048,49177.976998035825,3980.473117334658,0,42562.412395961066,9,1.7718284847380967,1816.9522982962508,1428.1585534523851,-1,0.0,9.094947017729282e-13,0.003078583045862615,0.1124279999639839,0.000293124932795763,0.11579970794264227,22207.14224412694,20355.270151834127,10,29,44,73,70,113599.43636378166,118446.48573366861,7034.182765055169,4901.530373260988,1773.433849831711,4901.530373260988,4980.587314765197,-1,0.0,0.0
causal_42_grid25,47,2025-02-17,2,2,causal_season,42,80578.2798171133,80578.2798171133,325.6556350449123,260,7744.079451922652,0.0,0.0,50882.835868202055,49596.48353821001,1286.3523299920512,0,38154.41160376374,9,1.5876342969328656,1428.1585534523851,1395.9798607733196,-1,0.0,9.094947017729282e-13,0.0030923750018700957,0.11376354203093797,0.00030399998649954796,0.11715991701930761,20065.202218666323,18089.20938509742,10,26,39,65,64,107613.68984825781,112495.24377547695,6909.576687467909,4901.530373260988,1589.7671501568227,4901.530373260988,4979.600490043854,-1,0.0,0.0
causal_42_grid25,48,2025-02-18,2,2,causal_season,42,78823.50841712696,78823.50841712696,402.73729756921057,190,4923.095785677335,0.0,0.0,50332.73028239979,48306.1630804977,2026.5672019020894,0,41564.81639454457,9,1.7294139654951377,1395.9798607733196,1420.1535958028298,-1,0.0,9.094947017729282e-13,0.003266667015850544,0.11007308308035135,0.00032070802990347147,0.11366045812610537,21888.28927011504,19676.527124429536,10,29,44,73,72,112658.10345856693,117585.05942476251,7216.813375342771,4900.056379312484,1731.8673497726907,4926.955966195585,4980.587314765197,-1,0.0,0.0
causal_42_grid25,49,2025-02-19,2,2,causal_season,42,78890.71159871375,78890.71159871375,791.2576403025853,340,4543.934005112077,0.0,0.0,51646.37471518035,48411.25792671577,3235.1167884645715,0,43386.852145813784,9,1.8053343965640736,1420.1535958028298,1395.3084769979005,-1,0.0,8.313350008393172e-13,0.003380749956704676,0.11197108391206712,0.0003370828926563263,0.11568891676142812,22822.779998192353,20564.07214762143,10,30,44,74,68,109236.84365568579,114169.02538039649,7668.376338036588,4901.530373260988,1807.7855060755742,4932.181724710703,4980.587314765197,-1,0.0,0.0
causal_42_grid25,50,2025-02-20,2,2,causal_season,42,78693.87439213473,78693.87439213473,463.569379951722,300,5872.690862697675,0.0,0.0,50536.53315302888,48521.65317999612,2014.8799730327542,0,40288.0848160386,9,1.675967614572065,1395.3084769979005,1566.7397405027446,-1,0.0,9.094947017729282e-13,0.003861582954414189,0.11888258298859,0.0003219590289518237,0.12306612497195601,21289.851996047022,18998.23281999158,10,29,39,68,70,104988.43255558546,109919.63472560985,6908.115935325595,4894.220491270652,1678.670200668275,4931.202170024399,4980.587314765197,-1,0.0,0.0
causal_42_grid25,51,2025-02-21,2,2,causal_season,42,35721.850120738694,35721.850120738694,248.23368378635521,220,8400.693140986707,0.0,0.0,19298.562789522995,18436.610642240514,861.9521472824821,0,31212.421087241855,5,1.2979104680357025,1566.7397405027446,1933.6178599424893,-1,0.0,9.094947017729282e-13,0.0042707499815151095,0.11747237504459918,0.0003165830858051777,0.12205970811191946,16610.774858723435,14601.64622851842,6,45,37,82,84,66908.40917579865,71862.18201721036,8046.623200931109,2685.261391350255,1300.5175453017441,4953.772841411717,3145.0928276701206,-1,0.0,0.0
causal_42_grid25,52,2025-02-22,2,2,causal_season,42,34801.30275161354,34801.30275161354,309.237955256673,200,5853.677518166882,0.0,0.0,19141.285634555214,18085.36462507432,1055.9210094808886,0,30421.859792394876,5,1.2662357855510042,1933.6178599424893,1744.3052622744246,-1,0.0,9.094947017729282e-13,0.004117792006582022,0.11262733291368932,0.00030779209919273853,0.11705291701946408,15916.980048882437,14504.879743512442,6,40,37,77,72,56816.01859690121,61663.04483821301,7889.086763429906,2593.540208497394,1267.5774913497864,4901.530373260988,3181.83,-1,0.0,0.0
causal_42_grid25,53,2025-02-23,2,2,causal_season,42,78620.13372937494,78620.13372937494,359.23721288968216,250,5661.827127031235,0.0,0.0,49544.80655440198,48369.973588605135,1174.8329657968352,0,40983.96932509117,9,1.7061140790287403,1744.3052622744246,1372.4289557404304,-1,0.0,9.094947017729282e-13,0.003935790969990194,0.10805749997962266,0.0003593339351937175,0.11235262488480657,21384.829728495606,19599.13959659556,10,29,43,72,69,107240.24542977226,112177.79248681346,6884.1536347704005,4850.0296686632155,1707.6653885454652,4937.547057041198,4980.587314765197,-1,0.0,0.0
causal_42_grid25,54,2025-02-24,2,2,causal_season,42,77885.84634976035,77885.84634976035,385.70708842447846,260,7905.300556167342,0.0,0.0,49291.081030549365,47495.22260548511,1795.8584250642484,0,39289.8593900139,9,1.6345991304353427,1372.4289557404304,1467.8931984109768,-1,0.0,5.933031843596837e-13,0.0041220000712201,0.10850154107902199,0.00032716698478907347,0.11295070813503116,20726.539327682363,18563.32006233154,10,27,39,66,62,108465.39373175113,113383.1848166628,7061.143355053699,4895.205817940651,1637.0774745839126,4917.791084911671,4980.587314765197,-1,0.0,0.0
causal_42_grid25,55,2025-02-25,2,2,causal_season,42,76409.19059919132,76409.19059919132,260.03442108146044,160,8854.828067497956,0.0,0.0,47720.810725306554,46712.61049972951,1008.2002255770444,0,38194.65030711528,9,1.589275726514227,1467.8931984109768,1450.698332727289,-1,0.0,9.094947017729282e-13,0.004790415987372398,0.11290533398278058,0.0005117920227348804,0.11820754199288785,20093.86201327839,18100.788293836886,10,28,36,64,58,106687.32410870885,111633.80184177027,8008.322122977783,4885.718984960147,1591.4437627964699,4946.477733061422,4980.587314765197,-1,0.0,0.0
