date,hour,soc_kwh
2025-03-20,0.0,1608.4814598946982
2025-03-20,0.16666666666666666,2399.050874936793
2025-03-20,0.3333333333333333,3189.620289978888
2025-03-20,0.5,3953.4842640045376
2025-03-20,0.6666666666666666,4744.053679046632
2025-03-20,0.8333333333333334,5534.623094088727
2025-03-20,1.0,6319.446666063105
2025-03-20,1.1666666666666667,6274.356823724314
2025-03-20,1.3333333333333333,7008.005718004373
2025-03-20,1.5,7746.520892835084
2025-03-20,1.6666666666666667,7720.140961089191
2025-03-20,1.8333333333333333,7721.227015519933
2025-03-20,2.0,8226.770457441387
2025-03-20,2.1666666666666665,9017.339872483482
2025-03-20,2.3333333333333335,9039.428761721894
2025-03-20,2.5,9060.759896414074
2025-03-20,2.6666666666666665,9056.813598712362
2025-03-20,2.8333333333333335,9065.845778125149
2025-03-20,3.0,9101.634838559215
2025-03-20,3.1666666666666665,9091.985090770777
2025-03-20,3.3333333333333335,9042.625619437284
2025-03-20,3.5,9007.72814922415
2025-03-20,3.6666666666666665,8995.692086048124
2025-03-20,3.8333333333333335,8977.185070497668
2025-03-20,4.0,8947.57561753554
2025-03-20,4.166666666666667,8954.724623976103
2025-03-20,4.333333333333333,8979.554660908903
2025-03-20,4.5,8989.604390121485
2025-03-20,4.666666666666667,8994.674151381076
2025-03-20,4.833333333333333,8997.372762920431
2025-03-20,5.0,8992.717199485813
2025-03-20,5.166666666666667,8981.36311415099
2025-03-20,5.333333333333333,8967.399991772
2025-03-20,5.5,9755.309949830864
2025-03-20,5.666666666666667,10545.879364872959
2025-03-20,5.833333333333333,10569.596927718669
2025-03-20,6.0,9697.846574677285
2025-03-20,6.166666666666667,8863.05804729334
2025-03-20,6.333333333333333,8114.691002015324
2025-03-20,6.5,7407.004006035781
2025-03-20,6.666666666666667,6743.932496334582
2025-03-20,6.833333333333333,6126.069909451076
2025-03-20,7.0,5566.15483091551
2025-03-20,7.166666666666667,5095.422921839335
2025-03-20,7.333333333333333,4672.477121601053
2025-03-20,7.5,4720.019163714872
2025-03-20,7.666666666666667,5465.531210364286
2025-03-20,7.833333333333333,5112.854961763511
2025-03-20,8.0,4598.2684982550745
2025-03-20,8.166666666666666,4089.348555222313
2025-03-20,8.333333333333334,3627.2645268634005
2025-03-20,8.5,3193.8664678431737
2025-03-20,8.666666666666666,2843.199196671694
2025-03-20,8.833333333333334,2550.1560558209835
2025-03-20,9.0,2273.119011733935
2025-03-20,9.166666666666666,2039.8654411046311
2025-03-20,9.333333333333334,1881.2051516529534
2025-03-20,9.5,1799.8445787143573
2025-03-20,9.666666666666666,1761.7973715229032
2025-03-20,9.833333333333334,1718.3083061153206
2025-03-20,10.0,1670.6558562131972
2025-03-20,10.166666666666666,1686.0328266204735
2025-03-20,10.333333333333334,1738.0090974174054
2025-03-20,10.5,1802.1187429914141
2025-03-20,10.666666666666666,1930.8674626652967
2025-03-20,10.833333333333334,2105.270143032913
2025-03-20,11.0,2260.7119014184896
2025-03-20,11.166666666666666,2962.9643339827544
2025-03-20,11.333333333333334,3067.168798426416
2025-03-20,11.5,3472.2178443938037
2025-03-20,11.666666666666666,4157.838588520541
2025-03-20,11.833333333333334,4892.5904146530875
2025-03-20,12.0,5637.827409023355
2025-03-20,12.166666666666666,6428.39682406545
2025-03-20,12.333333333333334,7204.02254385045
2025-03-20,12.5,7877.137873086289
2025-03-20,12.666666666666666,8459.359981903488
2025-03-20,12.833333333333334,8623.575384788872
2025-03-20,13.0,8809.26749127162
2025-03-20,13.166666666666666,8940.257475237146
2025-03-20,13.333333333333334,9025.923940713037
2025-03-20,13.5,9116.161510169479
2025-03-20,13.666666666666666,9213.116105226662
2025-03-20,13.833333333333334,9312.531221097057
2025-03-20,14.0,9394.739372289625
2025-03-20,14.166666666666666,9421.639508565284
2025-03-20,14.333333333333334,9402.08198073895
2025-03-20,14.5,9360.427317465614
2025-03-20,14.666666666666666,9286.331690950652
2025-03-20,14.833333333333334,9153.138119474981
2025-03-20,15.0,9147.846166533353
2025-03-20,15.166666666666666,9461.922676809925
2025-03-20,15.333333333333334,9431.46451903241
2025-03-20,15.5,9373.043700481478
2025-03-20,15.666666666666666,9308.297001033923
2025-03-20,15.833333333333334,9198.050036851404
2025-03-20,16.0,9029.263864769657
2025-03-20,16.166666666666668,8888.790468861791
2025-03-20,16.333333333333332,8812.825767361534
2025-03-20,16.5,8773.418481224515
2025-03-20,16.666666666666668,8722.779281483618
2025-03-20,16.833333333333332,8666.964339314003
2025-03-20,17.0,8637.09182815344
2025-03-20,17.166666666666668,8637.633928271764
2025-03-20,17.333333333333332,8630.834922547638
2025-03-20,17.5,8602.607198947038
2025-03-20,17.666666666666668,8604.769229808733
2025-03-20,17.833333333333332,8642.852593477499
2025-03-20,18.0,8681.669570285036
2025-03-20,18.166666666666668,8388.347107306176
2025-03-20,18.333333333333332,8373.159949710247
2025-03-20,18.5,8381.65064978699
2025-03-20,18.666666666666668,8392.358652243462
2025-03-20,18.833333333333332,7607.086755010518
2025-03-20,19.0,6802.596290979993
2025-03-20,19.166666666666668,6015.486372561703
2025-03-20,19.333333333333332,5262.5949687942375
2025-03-20,19.5,4525.295877758601
2025-03-20,19.666666666666668,3764.43985606698
2025-03-20,19.833333333333332,2996.542917755739
2025-03-20,20.0,2230.8834665711593
2025-03-20,20.166666666666668,1425.2020360691872
2025-03-20,20.333333333333332,1200.0
2025-03-20,20.5,1200.0
2025-03-20,20.666666666666668,1200.0
2025-03-20,20.833333333333332,1230.5188696929956
2025-03-20,21.0,1266.5087702723426
2025-03-20,21.166666666666668,1263.4863975953292
2025-03-20,21.333333333333332,1232.0544030989558
2025-03-20,21.5,1206.2256356242328
2025-03-20,21.666666666666668,1200.0
2025-03-20,21.833333333333332,1200.0
2025-03-20,22.0,1204.3750281277328
2025-03-20,22.166666666666668,1835.2896875158872
2025-03-20,22.333333333333332,1252.0302360877276
2025-03-20,22.5,1271.919362902386
2025-03-20,22.666666666666668,1308.446907444375
2025-03-20,22.833333333333332,1334.4571789099887
2025-03-20,23.0,1334.7354454473555
2025-03-20,23.166666666666668,1355.6085402171386
2025-03-20,23.333333333333332,1397.2955167869138
2025-03-20,23.5,1421.1295988793602
2025-03-20,23.666666666666668,1397.5319126543848
2025-03-20,23.833333333333332,1370.162142433316
2025-03-20,24.0,1376.3776084388621
2025-06-21,0.0,1282.6725795784648
2025-06-21,0.16666666666666666,1314.9652693851729
2025-06-21,0.3333333333333333,2050.0289286369875
2025-06-21,0.5,2003.2904510945355
2025-06-21,0.6666666666666666,2016.1558911117543
2025-06-21,0.8333333333333334,2074.515644605613
2025-06-21,1.0,2123.29063222094
2025-06-21,1.1666666666666667,2166.1922078319194
2025-06-21,1.3333333333333333,2164.8678858880667
2025-06-21,1.5,2111.4218729267945
2025-06-21,1.6666666666666667,2098.5217639084335
2025-06-21,1.8333333333333333,2086.6461946273866
2025-06-21,2.0,2032.1777324770721
2025-06-21,2.1666666666666665,2016.2736935583364
2025-06-21,2.3333333333333335,2020.5751267763007
2025-06-21,2.5,2010.7123529905198
2025-06-21,2.6666666666666665,2028.339429467189
2025-06-21,2.8333333333333335,2035.0915434414408
2025-06-21,3.0,1994.7725015586486
2025-06-21,3.1666666666666665,1967.9493965688025
2025-06-21,3.3333333333333335,1946.0858824817892
2025-06-21,3.5,1918.656616833928
2025-06-21,3.6666666666666665,1941.2982170528132
2025-06-21,3.8333333333333335,1983.7331125588478
2025-06-21,4.0,1987.466189057081
2025-06-21,4.166666666666667,1945.7722228840257
2025-06-21,4.333333333333333,1920.0000847474623
2025-06-21,4.5,1939.3816675417445
2025-06-21,4.666666666666667,1948.6848341139898
2025-06-21,4.833333333333333,1937.9505223995225
2025-06-21,5.0,1920.1991628460592
2025-06-21,5.166666666666667,1885.3591652193916
2025-06-21,5.333333333333333,1867.1030564997825
2025-06-21,5.5,1880.2616964628348
2025-06-21,5.666666666666667,2667.2756750278077
2025-06-21,5.833333333333333,2312.009679137237
2025-06-21,6.0,1986.8326673421227
2025-06-21,6.166666666666667,1679.0771702231525
2025-06-21,6.333333333333333,1419.273537996096
2025-06-21,6.5,1243.9239241240675
2025-06-21,6.666666666666667,1200.0
2025-06-21,6.833333333333333,1200.0
2025-06-21,7.0,1200.0
2025-06-21,7.166666666666667,1200.0
2025-06-21,7.333333333333333,1200.0
2025-06-21,7.5,1207.9116234210337
2025-06-21,7.666666666666667,1267.6471591013326
2025-06-21,7.833333333333333,1377.9825526041984
2025-06-21,8.0,1526.7779939175161
2025-06-21,8.166666666666666,1712.2001525678033
2025-06-21,8.333333333333334,1914.7142006118643
2025-06-21,8.5,2123.600032593117
2025-06-21,8.666666666666666,2352.6908582106958
2025-06-21,8.833333333333334,2570.663115575123
2025-06-21,9.0,2743.8697592861104
2025-06-21,9.166666666666666,2895.825470213282
2025-06-21,9.333333333333334,3099.7638871724243
2025-06-21,9.5,3411.202778957645
2025-06-21,9.666666666666666,3810.7106134255173
