date,slot,start_hour,original,final,charge,discharge,emergency,surplus,price,soc_start,soc_end,cost_yuan
2025-02-01,1,0.0,1244.359644379416,1244.359644379416,822.3292777127494,0.0,0.0,0.0,0.4248,1779.8333709198434,2559.9634221838714,528.603976932376
2025-02-01,2,0.16666666666666666,1247.6785322981061,1247.6785322981061,832.2712156314394,0.0,0.0,0.0,0.4245,2559.9634221838714,3349.525223901616,529.639536960546
2025-02-01,3,0.3333333333333333,1281.4659227757788,1281.4659227757788,833.3333333333334,0.0,0.0,37.41592277577877,0.4269,3349.525223901616,4140.09463894371,547.05780243298
2025-02-01,4,0.5,1276.6211500567506,1276.6211500567506,833.3333333333334,0.0,0.0,12.993016723417327,0.4272,4140.09463894371,4930.664053985805,545.3725553042439
2025-02-01,5,0.6666666666666666,1279.1463158958168,1279.1463158958168,833.3333333333334,0.0,0.0,21.40239922915009,0.4271,4930.664053985805,5721.2334690279,546.3233915191033
2025-02-01,6,0.8333333333333334,1287.8891339434094,1287.8891339434094,833.3333333333334,0.0,0.0,48.50413394340944,0.4285,5721.2334690279,6511.802884069995,551.8604938947509
2025-02-01,7,1.0,1288.7523143303056,1288.7523143303056,833.3333333333334,0.0,0.0,18.668797663638884,0.4311,6511.802884069995,7302.37229911209,555.5811227077947
2025-02-01,8,1.1666666666666667,1286.9664715848076,1286.9664715848076,833.3333333333334,0.0,0.0,1.8354549181409539,0.4302,7302.37229911209,8092.941714154185,553.6529760757843
2025-02-01,9,1.3333333333333333,1273.752013623584,1273.752013623584,827.672013623584,0.0,0.0,0.0,0.4279,8092.941714154185,8878.140329742717,545.0384866295316
2025-02-01,10,1.5,477.4866055672778,477.4866055672778,0.0,0.0,0.0,5.720272233944513,0.4312,8878.140329742717,8878.140329742717,205.8922243206102
2025-02-01,11,1.6666666666666667,512.4316216897003,512.4316216897003,64.4056550230336,0.0,0.0,0.0,0.4333,8878.140329742717,8939.240898963071,222.03662167814713
2025-02-01,12,1.8333333333333333,462.3175151356893,462.3175151356893,64.91418180235598,0.0,0.0,0.0,0.4311,8939.240898963071,9000.823899045581,199.30508077499564
2025-02-01,13,2.0,476.50860895996914,476.50860895996914,42.41797562663584,0.0,0.0,0.0,0.4293,9000.823899045581,9041.065124059684,204.56514582651477
2025-02-01,14,2.1666666666666665,503.45309323597144,503.45309323597144,0.0,0.0,0.0,12.892176569304809,0.4324,9041.065124059684,9041.065124059684,217.69311751523406
2025-02-01,15,2.3333333333333335,489.09502611765066,489.09502611765066,0.0,14.124973882349366,0.0,0.0,0.4367,9041.065124059684,9026.176094273478,213.58779790557804
2025-02-01,16,2.5,488.69197304627676,488.69197304627676,0.0,0.0,0.0,14.619156379610104,0.4348,9026.176094273478,9026.176094273478,212.48326988052114
2025-02-01,17,2.6666666666666665,499.4978541454185,499.4978541454185,38.11345414541853,0.0,0.0,0.0,0.4335,9026.176094273478,9062.333691652251,216.53231977203893
2025-02-01,18,2.8333333333333335,504.70992125252036,504.70992125252036,27.768254585853697,0.0,0.0,0.0,0.4357,9062.333691652251,9088.676970993865,219.9021126897231
2025-02-01,19,3.0,510.31964984122743,510.31964984122743,26.920099841227454,0.0,0.0,0.0,0.4374,9088.676970993865,9114.21562009509,223.21381484055289
2025-02-01,20,3.1666666666666665,509.11393585826744,509.11393585826744,22.512019191600814,0.0,0.0,0.0,0.4371,9114.21562009509,9135.572396707556,222.5337013636487
2025-02-01,21,3.3333333333333335,527.5911674714209,527.5911674714209,28.742834138087574,0.0,0.0,0.0,0.4356,9135.572396707556,9162.840243392995,229.81871255055094
2025-02-01,22,3.5,497.00852480109,497.00852480109,0.0,21.301208532243265,0.0,0.0,0.4353,9162.840243392995,9140.38679810096,216.3478108459145
2025-02-01,23,3.6666666666666665,517.2377392431323,517.2377392431323,0.0,0.0,0.0,8.104272576465632,0.436,9140.38679810096,9140.38679810096,225.5156543100057
2025-02-01,24,3.8333333333333335,549.6053694636553,549.6053694636553,65.98870279698866,0.0,0.0,0.0,0.4378,9140.38679810096,9202.989178304482,240.6172307511883
2025-02-01,25,4.0,569.3270375784131,569.3270375784131,78.14023757841306,0.0,0.0,0.0,0.4401,9202.989178304482,9277.119516600822,250.5608292382596
2025-02-01,26,4.166666666666667,552.6258109353538,552.6258109353538,47.98052760202046,0.0,0.0,0.0,0.4389,9277.119516600822,9322.63784176851,242.54746841952678
2025-02-01,27,4.333333333333333,563.0432433711761,563.0432433711761,57.464910037842856,0.0,0.0,0.0,0.4364,9322.63784176851,9377.153842145386,245.71207140718127
2025-02-01,28,4.5,566.0010511140242,566.0010511140242,62.77008444735759,0.0,0.0,0.0,0.4393,9377.153842145386,9436.702772877814,248.64426175439087
2025-02-01,29,4.666666666666667,559.7978290617278,559.7978290617278,56.95107906172785,0.0,0.0,0.0,0.4422,9436.702772877814,9490.731310389629,247.54260001109603
2025-02-01,30,4.833333333333333,562.3466631001552,562.3466631001552,62.70499643348853,0.0,0.0,0.0,0.4395,9490.731310389629,9550.218493210396,247.1513584325182
2025-02-01,31,5.0,555.1315807525825,555.1315807525825,66.34799741924917,0.0,0.0,0.0,0.4333,9550.218493210396,9613.161730221136,240.53851394009402
2025-02-01,32,5.166666666666667,579.9982677048644,579.9982677048644,81.482834371531,0.0,0.0,0.0,0.4439,9613.161730221136,9690.463134267224,257.4612310341893
2025-02-01,33,5.333333333333333,562.6736775661096,562.6736775661096,33.450344232776274,0.0,0.0,0.0,0.4301,9690.463134267224,9722.196917154899,242.00594872118376
2025-02-01,34,5.5,1307.2181336342874,1307.2181336342874,759.8078169676207,0.0,0.0,0.0,0.3713,9722.196917154899,10443.013902840303,485.3700930184109
2025-02-01,35,5.666666666666667,536.8318305395192,536.8318305395192,0.0,0.0,0.0,5.650663872852533,0.5708,10443.013902840303,10443.013902840303,306.4236088719575
2025-02-01,36,5.833333333333333,281.56521692063757,281.56521692063757,0.0,229.41811641269578,0.0,0.0,0.9099,10443.013902840303,10201.185974717044,256.1961908760881
2025-02-01,37,6.0,0.0,0.0,0.0,535.1871833333332,0.0,0.0,0.9368,10201.185974717044,9637.049150095898,0.0
2025-02-01,38,6.166666666666667,392.45758115751056,0.0,0.0,533.3553333333333,0.0,0.0,0.8758,9637.049150095898,9074.843264918678,171.8571747888739
2025-02-01,39,6.333333333333333,419.0286167975435,0.0,0.0,504.52,0.0,0.0,0.8759,9074.843264918678,8543.032489882627,183.51358272648417
2025-02-01,40,6.5,521.184675049199,0.0,0.0,519.5536833333333,0.0,0.0,0.8601,8543.032489882627,7995.374821194895,224.135469504908
2025-02-01,41,6.666666666666667,573.1878620968208,0.0,0.0,551.4800833333333,0.0,0.0,0.8442,7995.374821194895,7414.06377201063,241.94259659106805
2025-02-01,42,6.833333333333333,570.8924865685532,0.0,0.0,552.0416666666666,0.0,0.0,0.8334,7414.06377201063,6832.1607620165905,237.89089915311612
2025-02-01,43,7.0,509.04377283814597,0.0,0.0,514.5580499999999,0.0,0.0,0.8092,6832.1607620165905,6289.76895322499,205.95911049031386
2025-02-01,44,7.166666666666667,438.8368381391356,0.0,0.0,447.90854999999993,0.0,0.0,0.7972,6289.76895322499,5817.63188607052,174.92036368225945
2025-02-01,45,7.333333333333333,413.87680240860567,0.0,0.0,389.4241666666667,0.0,0.0,0.7644,5817.63188607052,5407.14277187729,158.1837138805691
2025-02-01,46,7.5,362.35136568623494,0.0,0.0,377.65374999999995,0.0,0.0,0.6899,5407.14277187729,5009.0607662426855,124.99310359346674
2025-02-01,47,7.666666666666667,318.4938831768459,0.0,0.0,361.16134999999997,0.0,0.0,0.86,5009.0607662426855,4628.363276635601,136.95236976604372
2025-02-01,48,7.833333333333333,0.0,0.0,0.0,299.92291666666665,0.0,0.0,1.1617,4628.363276635601,4312.216763586421,0.0
2025-02-01,49,8.0,0.0,0.0,0.0,202.22623333333337,0.0,0.0,1.1683,4312.216763586421,4099.051596929755,0.0
2025-02-01,50,8.166666666666666,0.0,0.0,0.0,129.7926,0.0,0.0,1.0956,4099.051596929755,3962.238183784698,0.0
2025-02-01,51,8.333333333333334,0.0,0.0,0.0,86.28458333333333,0.0,0.0,1.0849,3962.238183784698,3871.2862470207187,0.0
2025-02-01,52,8.5,0.0,0.0,0.0,35.96914999999997,0.0,0.0,1.061,3871.2862470207187,3833.3714338539703,0.0
2025-02-01,53,8.666666666666666,0.0,0.0,0.0,62.453933333333296,0.0,0.0,1.043,3833.3714338539703,3767.539207797422,0.0
2025-02-01,54,8.833333333333334,0.0,0.0,0.0,115.17666666666673,0.0,0.0,1.036,3767.539207797422,3646.1323411398685,0.0
2025-02-01,55,9.0,0.0,0.0,0.0,45.82411666666659,0.0,0.0,1.0147,3646.1323411398685,3597.829480995885,0.0
2025-02-01,56,9.166666666666666,0.0,0.0,31.360500000000076,0.0,0.0,0.0,0.9922,3597.829480995885,3627.5806635643985,0.0
2025-02-01,57,9.333333333333334,0.0,0.0,61.70083333333332,0.0,0.0,0.0,0.97,3627.5806635643985,3686.11521362353,0.0
2025-02-01,58,9.5,0.0,0.0,105.10811666666662,0.0,0.0,0.0,0.9422,3686.11521362353,3785.8295283947414,0.0
2025-02-01,59,9.666666666666666,0.0,0.0,170.19725,0.0,0.0,0.0,0.9569,3785.8295283947414,3947.2928168438693,0.0
2025-02-01,60,9.833333333333334,0.0,0.0,215.43041666666664,0.0,0.0,0.0,0.9977,3947.2928168438693,4151.668055027599,0.0
2025-02-01,61,10.0,0.0,0.0,200.4176333333333,0.0,0.0,0.0,0.9919,4151.668055027599,4341.800916405744,0.0
2025-02-01,62,10.166666666666666,0.0,0.0,226.9201833333333,0.0,0.0,0.0,0.9588,4341.800916405744,4557.076304324638,0.0
2025-02-01,63,10.333333333333334,0.0,0.0,292.22541666666666,0.0,0.0,0.0,0.9549,4557.076304324638,4834.305676382157,0.0
2025-02-01,64,10.5,0.0,0.0,301.08773333333335,0.0,0.0,0.0,0.9839,4834.305676382157,5119.942580243377,0.0
2025-02-01,65,10.666666666666666,0.0,0.0,343.21740000000005,0.0,0.0,0.0,0.799,5119.942580243377,5445.547195223699,0.0
2025-02-01,66,10.833333333333334,345.3524504644214,0.0,407.3499999999999,0.0,0.0,0.0,0.5025,5445.547195223699,5831.993336684576,86.76980317918587
2025-02-01,67,11.0,0.0,0.0,388.48346666666663,0.0,0.0,0.0,0.4662,5831.993336684576,6200.541113080007,0.0
2025-02-01,68,11.166666666666666,0.0,0.0,395.2400666666666,0.0,0.0,0.0,0.5007,6200.541113080007,6575.498763047045,0.0
2025-02-01,69,11.333333333333334,0.0,0.0,444.5275,0.0,0.0,0.0,0.4827,6575.498763047045,6997.214577821194,0.0
2025-02-01,70,11.5,0.0,0.0,444.1071,0.0,0.0,0.0,0.4785,6997.214577821194,7418.531566136844,0.0
2025-02-01,71,11.666666666666666,0.0,0.0,448.2673333333333,0.0,0.0,0.0,0.4662,7418.531566136844,7843.79529833182,0.0
2025-02-01,72,11.833333333333334,0.0,0.0,460.6229166666667,0.0,0.0,0.0,0.4432,7843.79529833182,8280.7805660728,0.0
2025-02-01,73,12.0,0.0,0.0,428.6418166666666,0.0,0.0,0.0,0.4411,8280.7805660728,8687.425898390498,0.0
2025-02-01,74,12.166666666666666,0.0,0.0,426.3872666666667,0.0,0.0,0.0,0.4551,8687.425898390498,9091.932376778575,0.0
2025-02-01,75,12.333333333333334,0.0,0.0,458.3908333333334,0.0,0.0,0.0,0.4463,9091.932376778575,9526.800104341366,0.0
2025-02-01,76,12.5,0.0,0.0,450.9835999999999,0.0,0.0,0.0,0.4113,9526.800104341366,9954.640713356059,0.0
