run_id,rl_seed,cutoff_day,iteration_at_cutoff,global_iteration,transitions,training_start_day,training_end_day,history_days,max_observed_index,rollout_seconds,update_seconds,mean_episode_reward,mean_episode_cost_yuan,mean_episode_throughput_kwh,loss,policy_loss,value_loss,entropy,approx_kl,clip_fraction,gradient_norm
cost_only_2026,2026,31,0,0,4608,8,30,23,4463,0.06142849999014288,0.14583770802710205,-76.26253509521484,77589.71177175193,43910.51157728141,49.804883850945366,-0.0014153469819575548,99.68873045179579,3.806580252117581,7.78976408592295e-05,0.0,37.56650596194797
cost_only_2026,2026,31,1,1,4608,8,30,23,4463,0.04285841702949256,0.02981762494891882,-77.73672485351562,78510.50519567341,44994.47434555596,49.23687659369575,-0.0019423150353961522,98.55375459459093,3.8058109482129416,0.00026960991027004237,0.0,42.43381712171767
cost_only_2026,2026,31,2,2,4608,8,30,23,4463,0.04238983301911503,0.029462500009685755,-80.57765197753906,81456.48804550275,46336.668457296386,52.94343015882704,-0.0033559871630536187,105.96962377760146,3.802583416302999,0.0009281332345823204,0.0,51.26903756459554
cost_only_2026,2026,31,3,3,4608,8,30,23,4463,0.04253962496295571,0.028961624950170517,-73.6195068359375,74774.3559998475,38440.84730068504,44.299228774176704,-0.002984272471318642,88.68030781216092,3.7940359777874417,0.0013961072516697943,0.007595486111111111,51.48739708794488
cost_only_2026,2026,31,4,4,4608,8,30,23,4463,0.04221570794470608,0.029213333036750555,-81.41619873046875,82246.0619648462,44167.46140114858,56.163951343960235,-0.004265754975171553,112.41212039523654,3.784314751625061,0.0018689658970995676,0.009060329861111112,62.60122691260444
cost_only_2026,2026,31,5,5,4608,8,30,23,4463,0.042545832926407456,0.029096457990817726,-78.78693389892578,79398.92445783288,43682.632175075385,52.169780519273544,-0.0037017298163846135,104.42236836751302,3.770234843095144,0.002034208235676892,0.010579427083333334,62.50673241085477
cost_only_2026,2026,31,6,6,4608,8,30,23,4463,0.04250887501984835,0.029482207959517837,-77.76991271972656,78397.98110274583,42221.83777415124,53.85233476426866,-0.0038362888800394204,107.78757519192166,3.761636667781406,0.0020181268316466433,0.018988715277777776,62.4666657977634
cost_only_2026,2026,31,7,7,4608,8,30,23,4463,0.04254308401141316,0.028985874960199,-83.03634643554688,83692.8866340183,43071.28861589674,61.21619722578261,-0.003917497466318309,122.51540607876248,3.758784512678782,0.002159350784482841,0.014214409722222222,68.34967030419244
cost_only_2026,2026,31,8,8,4608,8,30,23,4463,0.04209195903968066,0.02901316701900214,-80.17435455322266,81226.07327859467,42469.8545668187,55.9970498614841,-0.0038633462714238297,112.07687335544162,3.752329150835673,0.0023834828758582363,0.030436197916666668,65.04244338141547
cost_only_2026,2026,31,9,9,4608,8,30,23,4463,0.04222604201640934,0.029082915978506207,-78.46311950683594,79168.9505969371,42817.387626153155,54.32440630594889,-0.0033405955053038066,108.7304089864095,3.7458077867825827,0.0018987092051929721,0.018663194444444444,62.98618348439535
cost_only_2026,2026,31,10,10,4608,8,30,23,4463,0.042679374921135604,0.02914154203608632,-74.82026672363281,75970.6517388078,41688.29072952679,49.16709444257948,-0.004939583932153053,98.41890250311957,3.7417047288682728,0.003053648631950839,0.03428819444444445,58.76090961032443
