run_id,role,scenario,day,date,month,forecast,forecast_seed,seed,rl_seed,planned_cost,up_cost,down_cost,emergency_cost,total_cost,planned_kwh,final_kwh,emergency_kwh,emergency_minutes,surplus_kwh,charge_kwh,discharge_kwh,throughput_kwh,equivalent_full_cycles,direction_reversals,direction_reversals_including_warmup_boundary,simultaneous_slots,charging_slots,discharging_slots,active_slots,power_changes_count,power_ramp_total_kw,power_ramp_total_kw_including_warmup_boundary,power_ramp_max_kw_per_10min,power_ramp_p95_kw_per_10min,mean_absolute_power_kw,max_charge_kw,max_discharge_kw,initial_soc,final_soc,initial_mode,final_mode,initial_power_kw,final_power_kw,risk_seconds,planning_seconds,execution_seconds,compute_seconds,shaped_episode_reward
cost_only_42,cost_only_ablation,2,31,2025-02-01,2,no_season,42,42,42,51619.62861193303,0.0,0.0,0.0,51619.62861193303,66158.6958707671,66158.6958707671,0.0,0,31835.49228059004,0.0,54.97234315627372,54.97234315627372,0.00241441406514159,0,1,0,0,1,1,1,329.83405893764234,832.4281178752844,329.83405893764234,0.0,2.290514298178072,0.0,329.83405893764234,1421.7991105135516,1363.8531729501533,1,-1,172.75999999999976,0.0,0.0038140000542625785,0.03787387500051409,0.00025041704066097736,0.041938292095437646,-51.64230728149414
cost_only_42,cost_only_ablation,2,32,2025-02-02,2,no_season,42,42,42,74432.57534810701,0.0,0.0,29.068487847963013,74461.64383595498,97764.43993166463,97764.43993166463,13.343349941686029,10,13031.791444041502,10469.068593564545,4079.354705999726,14548.42329956427,0.5929936641286845,4,4,0,26,13,39,21,21795.669364111898,22367.15041271318,4982.7014,501.2988151251152,606.1843041485113,2500.0,3840.7650000000003,1363.8531729501533,6995.666275581457,-1,-1,0.0,0.0,0.003883791039697826,0.027599000022746623,0.00024995801504701376,0.03173274907749146,-72.25743865966797
cost_only_42,cost_only_ablation,2,33,2025-02-03,2,no_season,42,42,42,66423.8700045923,0.0,0.0,6143.585337140357,72567.45534173267,84130.85492258181,84130.85492258181,1500.215876038955,430,2810.7863794021764,8390.208546524053,5786.84062730547,14177.049173829522,0.5858131803392638,2,2,0,23,18,41,43,16118.663286778523,19437.939186778523,2810.5574638328126,473.4417899999998,590.7103822428967,2495.1402359284266,3657.7200000000003,6995.666275581457,8855.451377935215,-1,-1,0.0,0.0,0.0006964158965274692,0.02769250003620982,0.00025283393915742636,0.028641749871894717,-71.83956146240234
cost_only_42,cost_only_ablation,2,34,2025-02-04,2,no_season,42,42,42,66424.26497588398,0.0,0.0,5435.953810182781,71860.21878606676,84237.14398508536,84237.14398508536,1246.3034525870576,280,5143.9237635153295,7829.7789082375475,8685.119184080457,16514.898092318006,0.690954163954679,2,2,0,20,20,40,38,16701.408256674997,20038.023456674997,3178.2804044827426,384.2998800000007,688.1207538465835,2500.0,3660.38,8855.451377935215,7128.512398369211,-1,-1,0.0,0.0,0.0008204999612644315,0.027692749979905784,0.00025112496223300695,0.028764374903403223,-72.5361099243164
cost_only_42,cost_only_ablation,2,35,2025-02-05,2,no_season,42,42,42,66487.57316238224,0.0,0.0,2581.6912701563256,69069.26443253856,85127.18091277557,85127.18091277557,572.5015584204141,370,5491.4727051272785,8506.015994020294,9046.233211284933,17552.249205305226,0.733545098779894,2,2,0,23,18,41,43,19294.071468756134,22843.522868756132,3833.107,387.60983185248944,731.3437168877177,2487.5230199608586,3833.107,7128.512398369211,5662.460640606937,-1,-1,0.0,0.0,0.0009864579187706113,0.027014000108465552,0.00025387504138052464,0.028254333068616688,-69.64305114746094
cost_only_42,cost_only_ablation,2,36,2025-02-06,2,no_season,42,42,42,64844.08675664884,0.0,0.0,2959.160748817966,67803.2475054668,83710.69170598226,83710.69170598226,721.3608686147513,280,3601.872177046835,8794.253308835108,8235.130127951597,17029.383436786702,0.7093146073743458,2,2,0,23,17,40,41,19821.578883497008,23319.49978349701,4569.174300000001,477.22389000000015,709.557643199446,2500.0,4569.174300000001,5662.460640606937,5324.832529457303,-1,-1,0.0,0.0,0.001043124939315021,0.027275332948192954,0.0002603749744594097,0.028578832861967385,-67.93539428710938
cost_only_42,cost_only_ablation,2,37,2025-02-07,2,no_season,42,42,42,34184.12472378214,0.0,0.0,3246.322908176073,37430.44763195822,44397.086998319384,44397.086998319384,851.005464731348,320,15513.603396384067,0.0,2071.1906,2071.1906,0.09096777450459363,0,0,0,0,5,5,5,3045.7133000000003,5363.22,2360.9112,0.0,86.29960833333334,0.0,2681.61,5324.832529457303,3141.605941347056,-1,-1,0.0,0.0,0.0012214999878779054,0.027356707956641912,0.0002483749995008111,0.02882658294402063,-38.28492736816406
cost_only_42,cost_only_ablation,2,38,2025-02-08,2,no_season,42,42,42,33771.42405745418,0.0,0.0,2203.2693559271606,35974.693413381334,44325.4729723247,44325.4729723247,671.9905570798971,390,14397.629790689527,0.0,977.3289779515975,977.3289779515975,0.04292479991127127,0,0,0,0,3,3,3,2599.0637,4940.8152,1418.5928322904147,0.0,40.72204074798323,0.0,2470.4076,3141.605941347056,2111.4107434765456,-1,-1,0.0,0.0,0.0013245000736787915,0.027232667081989348,0.00028741604182869196,0.02884458319749683,-36.377891540527344
cost_only_42,cost_only_ablation,2,39,2025-02-09,2,no_season,42,42,42,62389.4244815917,0.0,0.0,6576.4207645219585,68965.84524611366,81893.07641061448,81893.07641061448,1877.0042908066023,470,1669.3186938189895,8768.266538953907,6222.920498018479,14991.187036972386,0.619910090652361,2,2,0,25,13,38,40,19395.468417636053,22808.592717636053,4298.389499999999,363.54103999999904,624.6327932071828,2500.0,4298.389499999999,2111.4107434765456,3870.184604541396,-1,-1,0.0,0.0,0.001464458997361362,0.027208333020098507,0.00025095907039940357,0.028923751087859273,-68.27748107910156
cost_only_42,cost_only_ablation,2,40,2025-02-10,2,no_season,42,42,42,64511.98483438678,0.0,0.0,2718.9053790873213,67230.8902134741,83718.6401285769,83718.6401285769,686.9401490910743,280,6231.870239386868,8975.425704947771,5128.35325,14103.778954947771,0.5800248096313685,2,2,0,25,14,39,41,17937.07775362031,21316.67165362031,3675.6125,452.4387800000003,587.6574564561571,2500.0,3675.6125,3870.184604541396,6979.2620917429695,-1,-1,0.0,0.0,0.001585041987709701,0.02705033402889967,0.00026437488850206137,0.028899750905111432,-66.01404571533203
cost_only_42,cost_only_ablation,2,41,2025-02-11,2,no_season,42,42,42,62230.02439214348,0.0,0.0,3214.841766330231,65444.86615847371,80006.57806683928,80006.57806683928,706.6473413882577,240,5311.610879889905,8269.710385457332,8088.692990453033,16358.403375910364,0.6821486320953464,2,2,0,23,18,41,43,17122.381131024704,20535.554631024705,3684.1450000000004,369.57462000000015,681.6001406629318,2443.412897627437,3684.1450000000004,6979.2620917429695,6298.367166251155,-1,-1,0.0,0.0,0.0017650829395279288,0.027056749910116196,0.00025145907420665026,0.029073291923850775,-65.71136474609375
cost_only_42,cost_only_ablation,2,42,2025-02-12,2,no_season,42,42,42,62124.73420904456,0.0,0.0,2755.9223569149117,64880.65656595947,80228.23405276643,80228.23405276643,682.8310106447705,290,4705.656104450242,8916.80280896095,7978.129983333333,16894.932792294283,0.7028712209281668,4,4,0,24,18,42,44,31125.394036662634,34398.347636662635,6825.353664876815,739.1924551270147,703.9555330122619,2482.125413342853,4346.2927,6298.367166251155,6347.901657717475,-1,-1,0.0,0.0,0.001807916909456253,0.0282796670217067,0.0002749999985098839,0.030362583929672837,-64.86126708984375
cost_only_42,cost_only_ablation,2,43,2025-02-13,2,no_season,42,42,42,61346.20742039915,0.0,0.0,2444.216806209227,63790.42422660838,79198.6409149816,79198.6409149816,606.1906264216626,260,7616.9154892531105,8652.442468816826,7794.005433333332,16446.44790215016,0.6843346144109637,2,2,0,24,17,41,43,20341.45712907161,23892.57462907161,4178.1552,383.15588999999994,685.26866258959,2487.2850076408276,4178.1552,6347.901657717475,6340.726226873294,-1,-1,0.0,0.0,0.002071875031106174,0.030183708993718028,0.0003100419417023659,0.03256562596652657,-63.793235778808594
