run_id,rl_seed,cutoff_day,iteration_at_cutoff,global_iteration,transitions,training_start_day,training_end_day,history_days,max_observed_index,rollout_seconds,update_seconds,mean_episode_reward,mean_episode_cost_yuan,mean_episode_throughput_kwh,loss,policy_loss,value_loss,entropy,approx_kl,clip_fraction,gradient_norm
cost_only_42,42,31,0,0,4608,8,30,23,4463,0.05581275001168251,0.2159288750262931,-76.53797149658203,77500.67686099716,44038.14942070094,50.31441932254367,-0.00135352136567235,100.70767826504178,3.8065794242752924,7.476062339703858e-05,0.0,39.476992183261444
cost_only_42,42,31,1,1,4608,8,30,23,4463,0.038514957996085286,0.026727541931904852,-83.5218505859375,84451.46935522548,44332.03469555416,57.757188161214195,-0.0008780196852361163,115.59225103590224,3.8059715893533497,0.0001457440113088953,0.0,49.06207423739963
cost_only_42,42,31,2,2,4608,8,30,23,4463,0.03770608291961253,0.02673024998512119,-74.50909423828125,75645.5322371525,44086.40383933552,44.7408831914266,-0.0030220950591481393,89.56388685438368,3.803815139664544,0.00083182578079762,0.0,48.52285226186117
cost_only_42,42,31,3,3,4608,8,30,23,4463,0.03815312497317791,0.026459667016752064,-77.80636596679688,78805.06372980618,44566.29802501493,48.71416346232096,-0.003873027524807387,97.51197730170355,3.79524834950765,0.0017845649693097381,0.0068359375,56.72112390730116
cost_only_42,42,31,4,4,4608,8,30,23,4463,0.0383318749954924,0.026445458992384374,-79.1439208984375,79940.06505295039,44711.70514826487,52.13883728451199,-0.0034382257921000323,104.36022334628635,3.783613748020596,0.001877475294956336,0.008626302083333334,61.433793279859756
cost_only_42,42,31,5,5,4608,8,30,23,4463,0.038625167100690305,0.026199541054666042,-79.58596801757812,80803.73736726037,42963.3149731531,54.51800833808051,-0.005786351290427976,109.12293942769368,3.7674856980641684,0.002992990291911863,0.027560763888888888,63.56625694698758
cost_only_42,42,31,6,6,4608,8,30,23,4463,0.038338374928571284,0.02638583304360509,-76.46707153320312,77520.80529099479,43681.2567348816,50.873002476162384,-0.002789810455093781,101.82662730746799,3.752148608366648,0.001670147019012802,0.004828559027777778,61.20367018381754
cost_only_42,42,31,7,7,4608,8,30,23,4463,0.03838120901491493,0.026821541949175298,-76.70060729980469,77441.1581808584,41258.80549204924,52.96783701578776,-0.0027125769993290305,106.01585366990831,3.73773901992374,0.0018151855042560783,0.013292100694444444,61.33100806342231
cost_only_42,42,31,8,8,4608,8,30,23,4463,0.03802858397830278,0.026678540976718068,-74.96033477783203,75884.74367215337,40966.148206698315,50.11315631866455,-0.002919845761627787,100.30660947163899,3.722828679614597,0.0018376469201813153,0.014322916666666666,59.03172281053331
cost_only_42,42,31,9,9,4608,8,30,23,4463,0.03794766706414521,0.026875459006987512,-77.4437026977539,78356.64584155739,42684.07384834845,54.425594859653046,-0.0036755079765700633,108.93293592664931,3.7197302182515464,0.0025214899090618323,0.015353732638888888,61.34605969323052
