date,cost_yuan,planned_yuan,up_yuan,refund_yuan,emergency_yuan
2025-01-01,148764.55567638366,44288.390406702994,0.0,0.0,104476.16526968069
2025-01-02,70517.21464668497,61753.585319077916,0.0,0.0,8763.629327607057
2025-01-03,58616.500433679714,58616.50043367971,0.0,0.0,0.0
2025-01-04,34415.950622576944,20273.92377222251,0.0,0.0,14142.02685035444
2025-01-05,253480.5028411281,24890.64527444249,0.0,0.0,228589.85756668565
2025-01-06,98044.37439350112,98044.37439350113,0.0,0.0,0.0
2025-01-07,85732.25435794197,85732.25435794197,0.0,0.0,0.0
2025-01-08,71503.97336374532,71503.97336374532,0.0,0.0,0.0
2025-01-09,65066.396534591295,65066.396534591295,0.0,0.0,0.0
2025-01-10,32262.15411720976,32262.15411720976,0.0,0.0,0.0
2025-01-11,25072.481190638275,25072.481190638275,0.0,0.0,0.0
2025-01-12,67715.47369757314,66256.28332073799,0.0,0.0,1459.1903768351476
2025-01-13,67592.09479398953,67592.09479398953,0.0,0.0,0.0
2025-01-14,64338.5041336861,64318.54914839407,0.0,0.0,19.954985292025896
2025-01-15,78567.76493777857,56423.13201925752,0.0,0.0,22144.63291852106
2025-01-16,70092.82523635485,58026.79375583642,0.0,0.0,12066.03148051843
2025-01-17,24977.76084453051,24977.76084453051,0.0,0.0,0.0
2025-01-18,28024.07037766435,28024.07037766435,0.0,0.0,0.0
2025-01-19,58704.00858963691,58276.7846085192,0.0,0.0,427.22398111771844
2025-01-20,59667.96890532583,58798.840151613535,0.0,0.0,869.1287537122961
2025-01-21,62360.66850022205,62360.66850022205,0.0,0.0,0.0
2025-01-22,64804.09324946725,63267.70573240798,0.0,0.0,1536.387517059286
2025-01-23,67265.35431668983,64104.57151645023,0.0,0.0,3160.782800239582
2025-01-24,32479.434781992237,32479.434781992233,0.0,0.0,0.0
2025-01-25,32340.55127109206,32340.55127109206,0.0,0.0,0.0
2025-01-26,63057.170423941185,62926.91518231851,0.0,0.0,130.25524162268053
2025-01-27,66007.21744747864,53603.391384784714,0.0,0.0,12403.82606269392
2025-01-28,58612.130570491674,57527.38185135366,0.0,0.0,1084.7487191380108
2025-01-29,55951.37461712441,55749.80173982114,0.0,0.0,201.57287730327056
2025-01-30,56819.84793366019,55100.31680830683,0.0,0.0,1719.5311253533587
2025-01-31,25645.3853913999,25645.385391399905,0.0,0.0,0.0
2025-02-01,26492.16148949199,26492.16148949199,0.0,0.0,0.0
2025-02-02,60271.21686987871,51590.72483089469,0.0,0.0,8680.492038984014
2025-02-03,59323.55852385342,59323.55852385341,0.0,0.0,0.0
2025-02-04,56339.1365306856,56339.1365306856,0.0,0.0,0.0
2025-02-05,65819.40199782845,50791.34712269819,0.0,0.0,15028.054875130254
2025-02-06,57439.18680884043,57439.18680884043,0.0,0.0,0.0
2025-02-07,21791.97951211576,21791.97951211576,0.0,0.0,0.0
2025-02-08,24111.117698490587,22267.46666149897,0.0,0.0,1843.651036991619
2025-02-09,54763.267625159715,54763.26762515973,0.0,0.0,0.0
2025-02-10,51077.869586734756,51077.86958673476,0.0,0.0,0.0
2025-02-11,51699.64084851401,51417.61139208853,0.0,0.0,282.0294564254794
2025-02-12,54379.66578863474,54379.66578863474,0.0,0.0,0.0
2025-02-13,48495.13080368959,46412.53661600039,0.0,0.0,2082.5941876891893
2025-02-14,23483.066619272468,23483.066619272468,0.0,0.0,0.0
2025-02-15,24281.523684147433,24281.523684147433,0.0,0.0,0.0
2025-02-16,51378.89058061735,51378.89058061735,0.0,0.0,0.0
2025-02-17,52678.948878745025,52678.948878745025,0.0,0.0,0.0
2025-02-18,46514.132360067815,46514.132360067815,0.0,0.0,0.0
2025-02-19,52582.496418033574,46709.750930403054,0.0,0.0,5872.745487630518
2025-02-20,48485.717742451365,48485.717742451365,0.0,0.0,0.0
2025-02-21,23255.680995944043,23255.680995944036,0.0,0.0,0.0
2025-02-22,22590.626225805314,22590.626225805314,0.0,0.0,0.0
2025-02-23,48734.17315548219,47392.242692856744,0.0,0.0,1341.9304626254411
2025-02-24,46685.652488206775,46685.652488206775,0.0,0.0,0.0
2025-02-25,46112.437742463306,46075.81511246521,0.0,0.0,36.62262999809362
2025-02-26,50638.03572528162,44605.23627966744,0.0,0.0,6032.799445614178
2025-02-27,44149.5106967663,43921.173424846296,0.0,0.0,228.3372719200047
2025-02-28,16715.076621432992,16715.076621432992,0.0,0.0,0.0
2025-03-01,22516.21507330753,22516.215073307525,0.0,0.0,0.0
2025-03-02,48060.22574448807,45543.70969402685,0.0,0.0,2516.5160504612168
2025-03-03,53067.10110911737,47835.34670420258,0.0,0.0,5231.754404914796
2025-03-04,45276.31675025835,45274.70271906168,0.0,0.0,1.6140311966698975
2025-03-05,45630.35177465822,45453.014908494646,0.0,0.0,177.33686616358406
2025-03-06,43408.17726125679,43231.32956234136,0.0,0.0,176.8476989154376
2025-03-07,22758.557859411638,22758.557859411638,0.0,0.0,0.0
2025-03-08,17214.805547836706,13504.390910995611,0.0,0.0,3710.4146368410948
2025-03-09,44134.14015474696,44134.14015474696,0.0,0.0,0.0
2025-03-10,45552.01116120523,41884.45234910921,0.0,0.0,3667.558812096013
2025-03-11,47443.714676536874,41641.005461463705,0.0,0.0,5802.709215073166
2025-03-12,45035.00901872211,45035.00901872211,0.0,0.0,0.0
2025-03-13,43155.75363044973,43155.75363044973,0.0,0.0,0.0
2025-03-14,20920.94576966028,20920.945769660277,0.0,0.0,0.0
2025-03-15,21275.732801279453,21275.732801279453,0.0,0.0,0.0
2025-03-16,41494.40166942986,39212.16213258319,0.0,0.0,2282.2395368466773
2025-03-17,40326.606464713535,40326.60646471353,0.0,0.0,0.0
2025-03-18,44736.90584456506,44736.90584456506,0.0,0.0,0.0
2025-03-19,52334.85795861457,35977.38288151602,0.0,0.0,16357.475077098547
2025-03-20,42566.528411876745,42566.528411876745,0.0,0.0,0.0
2025-03-21,14979.82091577183,14979.82091577183,0.0,0.0,0.0
2025-03-22,21748.061931042444,21748.06193104244,0.0,0.0,0.0
2025-03-23,40275.34301506874,40080.12776341038,0.0,0.0,195.21525165836005
2025-03-24,40926.009297918994,40926.009297918994,0.0,0.0,0.0
2025-03-25,44501.29096713238,44501.29096713238,0.0,0.0,0.0
2025-03-26,40010.80967957918,40010.80967957918,0.0,0.0,0.0
2025-03-27,39380.790501030075,39380.790501030075,0.0,0.0,0.0
2025-03-28,19642.182778298535,19642.18277829853,0.0,0.0,0.0
2025-03-29,17258.37453194456,13407.350741316019,0.0,0.0,3851.0237906285433
2025-03-30,41381.08349420165,41381.08349420165,0.0,0.0,0.0
2025-03-31,38322.891799027246,38322.891799027246,0.0,0.0,0.0
2025-04-01,43080.92741318356,43080.92741318356,0.0,0.0,0.0
2025-04-02,39100.61324970407,38738.68791984678,0.0,0.0,361.9253298572884
2025-04-03,43716.346323242076,43716.346323242076,0.0,0.0,0.0
2025-04-04,13149.407763230227,13149.407763230229,0.0,0.0,0.0
2025-04-05,19399.19370890782,19399.19370890782,0.0,0.0,0.0
2025-04-06,37999.32755701152,37999.32755701152,0.0,0.0,0.0
2025-04-07,39255.70093473862,33567.7740731348,0.0,0.0,5687.926861603831
2025-04-08,41368.19122007654,41368.19122007654,0.0,0.0,0.0
2025-04-09,47306.10103471867,35525.3670385147,0.0,0.0,11780.733996203962
2025-04-10,37816.73143749219,37705.4541763031,0.0,0.0,111.27726118908905
2025-04-11,13367.739192685116,13028.739690660259,0.0,0.0,338.99950202485763
2025-04-12,14119.698972143335,14119.698972143335,0.0,0.0,0.0
2025-04-13,34329.5129248878,34329.51292488781,0.0,0.0,0.0
2025-04-14,40959.68841111679,40959.68841111678,0.0,0.0,0.0
2025-04-15,37120.2377932825,37120.2377932825,0.0,0.0,0.0
2025-04-16,35777.70943860436,35231.70398757457,0.0,0.0,546.0054510297939
2025-04-17,39560.23054723929,39560.23054723929,0.0,0.0,0.0
2025-04-18,18558.786291977034,18558.786291977034,0.0,0.0,0.0
2025-04-19,10736.780500553004,9631.887541253593,0.0,0.0,1104.8929592994118
2025-04-20,37958.83938662023,37958.83938662024,0.0,0.0,0.0
2025-04-21,38940.24248374754,38940.24248374754,0.0,0.0,0.0
2025-04-22,36288.58222826228,36288.582228262276,0.0,0.0,0.0
2025-04-23,36096.589653283794,35460.811906248935,0.0,0.0,635.7777470348517
2025-04-24,37152.74796949154,37152.74796949154,0.0,0.0,0.0
2025-04-25,12125.196163142773,12125.196163142771,0.0,0.0,0.0
2025-04-26,12033.94082421158,12033.94082421158,0.0,0.0,0.0
2025-04-27,37941.33032362105,36487.149304535,0.0,0.0,1454.1810190860456
2025-04-28,38262.84713092751,38262.84713092751,0.0,0.0,0.0
2025-04-29,37262.02827406313,37262.02827406313,0.0,0.0,0.0
2025-04-30,37758.783401273366,37758.783401273366,0.0,0.0,0.0
2025-05-01,44506.64207796174,31512.383838218433,0.0,0.0,12994.258239743313
2025-05-02,15395.544700966775,15395.544700966777,0.0,0.0,0.0
2025-05-03,20065.236037013616,20065.23603701362,0.0,0.0,0.0
2025-05-04,38062.5842243983,38062.5842243983,0.0,0.0,0.0
2025-05-05,39066.09229806815,39066.09229806815,0.0,0.0,0.0
2025-05-06,45599.30077618368,31418.946424416477,0.0,0.0,14180.354351767204
2025-05-07,40824.00130506442,40824.00130506442,0.0,0.0,0.0
2025-05-08,40652.43165165295,40609.665878292864,0.0,0.0,42.76577336007846
2025-05-09,14662.570447914142,14662.570447914144,0.0,0.0,0.0
2025-05-10,13943.453794174344,13943.453794174344,0.0,0.0,0.0
2025-05-11,39096.80589871564,39096.80589871564,0.0,0.0,0.0
2025-05-12,34162.503865917584,33818.131883540045,0.0,0.0,344.3719823775367
2025-05-13,40385.729586738365,40385.72958673836,0.0,0.0,0.0
2025-05-14,40195.41667687588,40195.41667687588,0.0,0.0,0.0
2025-05-15,40410.29148610051,40410.29148610052,0.0,0.0,0.0
2025-05-16,14707.991898147633,14616.469289508319,0.0,0.0,91.5226086393157
2025-05-17,13994.720969510698,13994.720969510696,0.0,0.0,0.0
2025-05-18,39312.71437460134,39312.714374601346,0.0,0.0,0.0
2025-05-19,37997.50399223308,37767.40309529964,0.0,0.0,230.10089693344497
2025-05-20,38661.11080382887,38661.11080382887,0.0,0.0,0.0
2025-05-21,34161.30156302903,33788.92080543399,0.0,0.0,372.38075759504756
2025-05-22,38803.819134681384,38803.819134681384,0.0,0.0,0.0
2025-05-23,14251.505150882407,13209.68924596471,0.0,0.0,1041.8159049176984
2025-05-24,19914.504217634138,19914.504217634138,0.0,0.0,0.0
2025-05-25,36864.32261192011,36864.32261192011,0.0,0.0,0.0
2025-05-26,44882.48607003212,33724.571935429056,0.0,0.0,11157.91413460307
2025-05-27,37863.9827907422,37863.9827907422,0.0,0.0,0.0
2025-05-28,35062.58536410224,35062.58536410224,0.0,0.0,0.0
2025-05-29,35339.55159820347,34892.08319358574,0.0,0.0,447.468404617721
2025-05-30,14621.450154990584,14621.450154990582,0.0,0.0,0.0
2025-05-31,15242.151805227993,15242.151805227992,0.0,0.0,0.0
2025-06-01,56849.90435450748,45470.27503787824,0.0,0.0,11379.629316629238
2025-06-02,51630.52314752559,51630.52314752559,0.0,0.0,0.0
2025-06-03,49031.35399307202,46441.10458689254,0.0,0.0,2590.2494061794796
2025-06-04,54723.27840160781,53751.90107015196,0.0,0.0,971.3773314558533
2025-06-05,51630.86502409856,46420.50609863932,0.0,0.0,5210.358925459225
2025-06-06,29007.816603116513,29007.816603116516,0.0,0.0,0.0
2025-06-07,23033.90433821661,16690.850811762975,0.0,0.0,6343.053526453629
2025-06-08,47487.29764069519,47487.29764069519,0.0,0.0,0.0
2025-06-09,52344.0628837486,52344.0628837486,0.0,0.0,0.0
2025-06-10,48103.59976671647,48103.59976671647,0.0,0.0,0.0
2025-06-11,52610.428006312795,52610.42800631278,0.0,0.0,0.0
2025-06-12,49817.1612798566,49817.1612798566,0.0,0.0,0.0
2025-06-13,21225.539771866366,21225.539771866366,0.0,0.0,0.0
2025-06-14,20309.197920930616,20309.197920930616,0.0,0.0,0.0
2025-06-15,48218.604177174086,48218.604177174086,0.0,0.0,0.0
2025-06-16,49356.35696514781,49356.35696514781,0.0,0.0,0.0
2025-06-17,50564.71375631617,48506.87552798215,0.0,0.0,2057.8382283340234
2025-06-18,48451.58708340694,48451.58708340694,0.0,0.0,0.0
2025-06-19,52863.82232288005,46451.937045849816,0.0,0.0,6411.885277030237
2025-06-20,23317.27697284805,23317.27697284805,0.0,0.0,0.0
2025-06-21,19322.147341600146,18028.52739621838,0.0,0.0,1293.619945381764
2025-06-22,47621.941862508174,42707.22848895774,0.0,0.0,4914.713373550432
2025-06-23,47254.26873532552,47254.26873532552,0.0,0.0,0.0
2025-06-24,52771.80288337642,52298.22640774233,0.0,0.0,473.576475634086
2025-06-25,52020.84053158328,47048.283528038126,0.0,0.0,4972.557003545139
2025-06-26,45761.01960590165,44963.16375525245,0.0,0.0,797.8558506492092
2025-06-27,27620.951648121856,27620.951648121852,0.0,0.0,0.0
2025-06-28,15652.462067600416,15652.462067600416,0.0,0.0,0.0
2025-06-29,69458.063878945,43447.43128458913,0.0,0.0,26010.63259435586
2025-06-30,47733.261698680595,47733.261698680595,0.0,0.0,0.0
2025-07-01,128315.989636488,40722.18189570544,0.0,0.0,87593.80774078255
2025-07-02,51936.95833443297,51936.95833443296,0.0,0.0,0.0
2025-07-03,55471.833609922534,55418.45476688319,0.0,0.0,53.37884303935092
2025-07-04,23802.46829856933,23802.46829856933,0.0,0.0,0.0
2025-07-05,27788.987240926203,23094.11098464839,0.0,0.0,4694.876256277814
2025-07-06,57913.36633824829,53088.11215654357,0.0,0.0,4825.25418170473
2025-07-07,57212.408863437115,57212.408863437115,0.0,0.0,0.0
2025-07-08,55823.328609516255,55823.32860951625,0.0,0.0,0.0
2025-07-09,55535.575154904276,55535.57515490429,0.0,0.0,0.0
2025-07-10,51885.47863468636,51885.47863468636,0.0,0.0,0.0
2025-07-11,41433.11393382235,41433.11393382236,0.0,0.0,0.0
2025-07-12,22464.45143428432,22464.45143428432,0.0,0.0,0.0
2025-07-13,54534.417939054176,54534.41793905419,0.0,0.0,0.0
2025-07-14,51258.93928657596,51258.93928657596,0.0,0.0,0.0
2025-07-15,53588.71846638619,53588.718466386184,0.0,0.0,0.0
2025-07-16,55547.14113610864,55547.14113610864,0.0,0.0,0.0
2025-07-17,54241.39452693999,48509.1029772693,0.0,0.0,5732.29154967069
