date,cost_yuan,planned_yuan,up_yuan,refund_yuan,emergency_yuan
2025-01-01,81891.52125502276,44288.390406702994,20360.93958413503,0.0,17242.191264184723
2025-01-02,63611.9444409617,61537.376449628006,2108.539040379128,-799.0408433952877,765.0697943498498
2025-01-03,51770.565371336634,58617.476846327234,0.0,-6846.911474990601,0.0
2025-01-04,34893.23741178734,13199.368929804989,18434.92629218667,0.0,3258.942189795684
2025-01-05,150149.27603132266,19949.54844482235,49515.16398768436,0.0,80684.56359881593
2025-01-06,64612.844699394045,58883.70916773303,4383.140408300403,0.0,1345.9951233606153
2025-01-07,66019.55532028938,55659.54350718376,8553.86155504654,0.0,1806.1502580590857
2025-01-08,62478.682434831404,63249.273119743324,753.8931304372443,-1545.547006686969,21.06319133779446
2025-01-09,62398.00945676565,57383.1574792858,3895.8803768069274,0.0,1118.9716006729157
2025-01-10,29997.650378502643,30458.732738402407,472.352024398808,-933.4343842985701,0.0
2025-01-11,25494.493323394454,22973.708567605972,2466.043798448181,0.0,54.74095734029987
2025-01-12,63536.064309520865,59079.33666033931,4999.620287049806,-542.8926378682493,0.0
2025-01-13,59590.25806091112,57158.72278287209,2431.5352780390263,0.0,0.0
2025-01-14,62337.155648572996,58566.08339881194,1499.296703273665,0.0,2271.7755464873876
2025-01-15,63228.20087182301,55731.45362754984,7185.207225399914,-55.64950356076547,367.1895224340276
2025-01-16,62104.5568854809,55786.869621401434,5451.8957222027175,-3.7463882344412784,869.5379301111889
2025-01-17,25402.12244397323,26869.67363434214,51.61901721106691,-1519.1702075799806,0.0
2025-01-18,25407.34343054609,25221.96131402845,1022.502801487291,-837.1206849696458,0.0
2025-01-19,62035.48344608141,53814.442160585364,7246.216208991328,-3.83897713618353e-13,974.825076504711
2025-01-20,61675.763291609546,56583.39613045356,2658.1009771706395,-39.41036379721399,2473.676547782554
2025-01-21,57504.295216644634,55446.70845838181,2255.681747718629,-198.09498945580185,0.0
2025-01-22,59234.09977517412,56779.77930309828,2454.3204720758345,0.0,0.0
2025-01-23,62113.846588797096,56823.92721637177,5289.919372425336,0.0,0.0
2025-01-24,27622.14458350464,28164.878553753617,159.92021338727363,-702.6541836362494,0.0
2025-01-25,23487.993584651653,21087.319157851627,1971.4079805178153,0.0,429.26644628221277
2025-01-26,62459.1475068046,61408.92141030611,1806.4971416531266,-756.2710451546411,0.0
2025-01-27,56757.817718537844,52826.96010148487,3930.8576170529846,0.0,0.0
2025-01-28,58834.5020838495,55633.67444895259,2174.411186475668,-169.71188609489712,1196.1283345161369
2025-01-29,54199.89177796655,51700.92461087188,2424.1493105136974,-83.21335256124762,158.0312091422195
2025-01-30,57048.46949752379,52713.72806308653,3132.422717625814,0.0,1202.3187168114418
2025-01-31,23728.793639557858,23591.115737576165,1386.41805296133,-1248.7401509796355,0.0
2025-02-01,23354.13697970385,25481.734021898912,50.34037672290168,-2177.9374189179666,0.0
2025-02-02,59307.838134333884,47462.16426860266,4948.02814756481,-5.162108238653651,6902.807826405069
2025-02-03,53755.49647403235,54529.69565756449,123.08461215877865,-897.2837956909195,0.0
2025-02-04,54545.35812002998,55265.0267561208,937.9606037163921,-1829.43233883176,171.80309902454627
2025-02-05,55764.031774012394,48677.28265435215,5617.1933188256335,0.0,1469.5558008346031
2025-02-06,53412.6068548101,53270.81355941584,1085.5376669334516,-1271.019764089206,327.2753925500139
2025-02-07,22453.20272249807,24370.846871164664,0.0,-1917.6441486665972,0.0
2025-02-08,21648.348863670286,21148.670051950092,2167.5817076433395,-1667.9028959231455,0.0
2025-02-09,53031.561915625774,51572.42537689718,1562.0925723816924,-405.90465151300793,302.9486178599071
2025-02-10,49571.06024731498,48276.792305264156,1824.8580324940117,-530.590090443199,0.0
2025-02-11,53289.6158305517,47904.42568791929,1810.759739659612,-611.2823174000519,4185.712720372854
2025-02-12,49541.006373633245,50029.982304772726,353.2112778329883,-842.1872089724693,0.0
2025-02-13,47591.17980078417,44246.016277165225,2844.1258331978465,-201.56827659634357,702.6059670174443
2025-02-14,19571.97839303641,17116.95376901127,2455.024624025139,0.0,0.0
2025-02-15,18015.36561100284,17168.287950811846,859.6635957227757,-12.585935531781384,0.0
2025-02-16,50814.32986582669,47672.40884282578,1784.4576804940452,-370.11606529038534,1727.5794077972425
2025-02-17,49064.87669805342,49459.9985162282,1673.4182466566858,-2068.5400648314653,0.0
2025-02-18,48367.2760679665,43970.94079224579,4396.3352757207085,0.0,0.0
2025-02-19,51280.44177210025,42742.5462601353,5220.3617619208535,0.0,3317.5337500440937
2025-02-20,46684.72922252628,45979.806248747715,1178.0166007724845,-490.0731216704427,16.97949467651723
2025-02-21,18893.068007756843,16588.605934813648,2304.4620729431967,0.0,0.0
2025-02-22,19492.2211061693,20421.044976470785,460.27935378864004,-1389.1032240901202,0.0
2025-02-23,46965.62637291306,43952.42765591701,2585.6672525807303,-317.2041896230363,744.7356540383585
