run_id,rl_seed,cutoff_day,iteration_at_cutoff,global_iteration,transitions,training_start_day,training_end_day,history_days,max_observed_index,rollout_seconds,update_seconds,mean_episode_reward,mean_episode_cost_yuan,mean_episode_throughput_kwh,loss,policy_loss,value_loss,entropy,approx_kl,clip_fraction,gradient_norm
regularized_2026,2026,31,0,0,4608,8,30,23,4463,0.053119458025321364,0.1353927080053836,-76.42786407470703,77589.71177175193,43910.51157728141,49.99458620283339,-0.0014132175516958039,100.06813070509169,3.8065804640452066,7.769659029182524e-05,0.0,37.64659150441488
regularized_2026,2026,31,1,1,4608,8,30,23,4463,0.04031225002836436,0.027605875045992434,-77.91744995117188,78522.02651138382,44962.274183518915,49.44476572672526,-0.0019349869495878618,98.96951802571614,3.8058139416906567,0.0002681600959988373,0.0,42.53677950965034
regularized_2026,2026,31,2,2,4608,8,30,23,4463,0.03935491701122373,0.027367583010345697,-80.75028228759766,81456.48804550275,46336.668457296386,53.145521587795685,-0.003354472250470685,106.3738038804796,3.8025972843170166,0.0009264918377311915,0.0,51.384973737928604
regularized_2026,2026,31,3,3,4608,8,30,23,4463,0.03887774993199855,0.026849165908060968,-73.80301666259766,74811.12212894524,38383.74452818738,44.48463376363119,-0.002986620749450392,89.05112224155002,3.7940752506256104,0.0013924522261024525,0.007595486111111111,51.63033305274116
regularized_2026,2026,31,4,4,4608,8,30,23,4463,0.038736625108867884,0.025850667036138475,-81.56770324707031,82223.73257338398,44175.229811829806,56.30236562093099,-0.004299241014652782,112.68901697794597,3.784355971548292,0.0018806686376946244,0.008572048611111112,62.71778371598985
regularized_2026,2026,31,5,5,4608,8,30,23,4463,0.03737083403393626,0.025313457939773798,-78.9968032836914,79438.0843143443,43833.03228443574,52.454395082261826,-0.003621584981576436,104.99143685234918,3.770207107067108,0.0019728321761678875,0.010199652777777778,62.69297504425049
regularized_2026,2026,31,6,6,4608,8,30,23,4463,0.03814499999862164,0.02623883297201246,-77.93150329589844,78395.48701646503,42285.98576434983,53.96215979258219,-0.0040424757042071885,108.00764274597168,3.761922405825721,0.002103041097370806,0.018391927083333332,62.609145164489746
regularized_2026,2026,31,7,7,4608,8,30,23,4463,0.03993379196617752,0.026520792045630515,-83.47443389892578,83940.94292286554,42717.32671739746,62.013959142896866,-0.003913117805495858,124.11091295878093,3.758379452758365,0.002161964802869281,0.012478298611111112,68.8179079691569
regularized_2026,2026,31,8,8,4608,8,30,23,4463,0.039242499973624945,0.0279234170448035,-80.31095123291016,81175.83300730455,42181.2674020532,56.177201165093315,-0.004015373428248697,112.43743048773871,3.7499143878618875,0.002443830630732514,0.026312934027777776,65.19051032596164
regularized_2026,2026,31,9,9,4608,8,30,23,4463,0.03929049998987466,0.02742529206443578,-78.56210327148438,79125.83672251375,42967.83936424488,54.47157435946994,-0.0032656296130476724,109.02457830641005,3.74491016070048,0.0019836510307413846,0.024793836805555556,63.08247089385986
regularized_2026,2026,31,10,10,4608,8,30,23,4463,0.03867883293423802,0.025948834023438394,-74.8584213256836,75850.40070578919,41947.70313742956,49.13517655266656,-0.004220969742164016,98.35365507337782,3.7430438333087497,0.0025940127355852383,0.023003472222222224,58.760525703430176
regularized_2026,2026,31,11,11,4608,8,30,23,4463,0.03719750000163913,0.026265499996952713,-75.43388366699219,75807.95735531756,41511.33432881873,51.63892682393392,-0.0037152473038683334,103.360105726454,3.7410809993743896,0.002393606962868944,0.019476996527777776,58.70370758904351
regularized_2026,2026,31,12,12,4608,8,30,23,4463,0.039662249968387187,0.028614374925382435,-76.83525085449219,77410.63044287005,42847.99734976844,51.89644802941216,-0.005393047429000338,103.87845230102539,3.7384651568200855,0.003199419229228321,0.04356553819444445,59.30326673719618
regularized_2026,2026,31,13,13,4608,8,30,23,4463,0.03952533402480185,0.027200625045225024,-71.55156707763672,72139.73960058182,38555.10704899521,45.77645047505697,-0.00597998043263538,91.63957023620605,3.7354901168081494,0.0035904687873779847,0.045952690972222224,53.21026314629449
regularized_2026,2026,31,14,14,4608,8,30,23,4463,0.03948658297304064,0.027371124946512282,-79.068359375,79540.26497599378,40373.946152785946,56.659138679504395,-0.004953302093781531,113.40259721544054,3.7206892900996738,0.003203309488930649,0.019259982638888888,60.40609412723117
