scenario,date,period,charge_kwh,discharge_kwh,initial_soc,final_soc
2,2025-02-01,0:00-4:00,8946.259468921042,0.0,1421.7991105135516,2670.1176625570047
2,2025-02-01,4:00-8:00,939.2322528770327,6628.931233333333,1421.7991105135516,2670.1176625570047
2,2025-02-01,8:00-12:00,6008.513970102986,677.7272833333334,1421.7991105135516,2670.1176625570047
2,2025-02-01,12:00-16:00,2138.45512123189,25.613665534722173,1421.7991105135516,2670.1176625570047
2,2025-02-01,16:00-20:00,0.0,6063.830685830829,1421.7991105135516,2670.1176625570047
2,2025-02-01,20:00-24:00,1107.8314726239746,2645.9012281787845,1421.7991105135516,2670.1176625570047
2,2025-02-02,0:00-4:00,7296.132938687089,54.20972149269005,2670.1176625570047,2433.257613438882
2,2025-02-02,4:00-8:00,2635.7320770836163,1900.8312895027598,2670.1176625570047,2433.257613438882
2,2025-02-02,8:00-12:00,5959.514049162961,6611.426311772837,2670.1176625570047,2433.257613438882
2,2025-02-02,12:00-16:00,3846.5364305083694,1484.9730344815066,2670.1176625570047,2433.257613438882
2,2025-02-02,16:00-20:00,28.667968565942374,5894.968778809441,2670.1176625570047,2433.257613438882
2,2025-02-02,20:00-24:00,1441.203976901777,3365.304733333333,2670.1176625570047,2433.257613438882
2,2025-02-03,0:00-4:00,7893.437147293167,18.453530533153753,2433.257613438882,2437.9730810064116
2,2025-02-03,4:00-8:00,2683.235394060139,2234.3251983966793,2433.257613438882,2437.9730810064116
2,2025-02-03,8:00-12:00,5848.355965736675,6677.849436609138,2433.257613438882,2437.9730810064116
2,2025-02-03,12:00-16:00,4571.322004125718,2028.6985333333334,2433.257613438882,2437.9730810064116
2,2025-02-03,16:00-20:00,28.30048683290449,5931.909822078284,2433.257613438882,2437.9730810064116
2,2025-02-03,20:00-24:00,1548.4400089229482,3420.0719,2433.257613438882,2437.9730810064116
2,2025-02-04,0:00-4:00,8175.502420404672,0.0,2437.9730810064116,2543.214805060637
2,2025-02-04,4:00-8:00,2201.5023302893446,2191.254018088786,2437.9730810064116,2543.214805060637
2,2025-02-04,8:00-12:00,5961.288301999262,7260.0559,2437.9730810064116,2543.214805060637
2,2025-02-04,12:00-16:00,5869.293051736501,2602.6023,2437.9730810064116,2543.214805060637
2,2025-02-04,16:00-20:00,50.80398232779449,5761.20669866366,2437.9730810064116,2543.214805060637
2,2025-02-04,20:00-24:00,864.4077102863891,2895.558034718836,2437.9730810064116,2543.214805060637
2,2025-02-05,0:00-4:00,7268.098875903139,0.0,2543.214805060637,2266.49678169124
2,2025-02-05,4:00-8:00,3203.2359125950707,2350.5843849513453,2543.214805060637,2266.49678169124
2,2025-02-05,8:00-12:00,6042.921222361658,6803.270369096874,2543.214805060637,2266.49678169124
2,2025-02-05,12:00-16:00,4236.689171448966,1688.9216999999999,2543.214805060637,2266.49678169124
2,2025-02-05,16:00-20:00,50.98850664940591,6088.789020967453,2543.214805060637,2266.49678169124
2,2025-02-05,20:00-24:00,1499.9135484144454,3402.614805659841,2543.214805060637,2266.49678169124
2,2025-02-06,0:00-4:00,8078.296347747157,0.0,2266.49678169124,2349.216568656599
2,2025-02-06,4:00-8:00,2469.1803687718457,2215.1149614955093,2266.49678169124,2349.216568656599
2,2025-02-06,8:00-12:00,6143.178549552033,6275.068009275463,2266.49678169124,2349.216568656599
2,2025-02-06,12:00-16:00,4149.615064863183,2170.46835,2266.49678169124,2349.216568656599
2,2025-02-06,16:00-20:00,79.64005793132056,5722.884335471524,2266.49678169124,2349.216568656599
2,2025-02-06,20:00-24:00,660.1054003945965,2960.0036737793007,2266.49678169124,2349.216568656599
2,2025-02-07,0:00-4:00,8060.443485930419,3.6167178417988453,2349.216568656599,2077.569792966633
2,2025-02-07,4:00-8:00,851.4829747354598,6288.497333333333,2349.216568656599,2077.569792966633
2,2025-02-07,8:00-12:00,5215.922307725127,1115.31345,2349.216568656599,2077.569792966633
2,2025-02-07,12:00-16:00,3010.5341182008024,0.0,2349.216568656599,2077.569792966633
2,2025-02-07,16:00-20:00,0.0,6283.2725666666665,2349.216568656599,2077.569792966633
2,2025-02-07,20:00-24:00,963.1182813650446,2858.357742385714,2349.216568656599,2077.569792966633
2,2025-02-08,0:00-4:00,7267.983250001882,35.667143820640774,2077.569792966633,2076.9089215860977
2,2025-02-08,4:00-8:00,1750.385104208406,6262.061299999999,2077.569792966633,2076.9089215860977
2,2025-02-08,8:00-12:00,6006.262766666667,376.8593166666667,2077.569792966633,2076.9089215860977
2,2025-02-08,12:00-16:00,1585.8262305798744,0.0,2077.569792966633,2076.9089215860977
2,2025-02-08,16:00-20:00,10.566852212652186,6297.238950324719,2077.569792966633,2076.9089215860977
