day,date,total_cost,emergency_cost,initial_soc,final_soc,mip_gap,mip_seconds,planned_changes,next_day_pending_mode_hold
31,2025-02-01,24364.945850205662,15.110064870758404,1421.7991105135516,3226.5914182025053,0.000494519708223208,0.49792316707316786,7,0
32,2025-02-02,60871.02782700067,11241.318750160885,3226.5914182025053,3461.350631991383,0.001616039455685616,0.4558042080607265,7,0
33,2025-02-03,52836.811901957626,0.0,3461.350631991383,3842.9748602325176,0.0009798926593770681,0.7019994590664282,8,0
34,2025-02-04,53959.12119998174,1350.1552320671294,3842.9748602325176,2840.977940234016,0.00188508621692263,1.2062650000443682,8,0
35,2025-02-05,54083.73383176195,1697.554847850276,2840.977940234016,2465.8438497227658,0.0011281223907456976,1.7996436660178006,8,0
36,2025-02-06,54204.65599503186,80.7229886868804,2465.8438497227658,2702.17433038861,0.0014221787391244173,0.9659940410638228,8,0
37,2025-02-07,21068.201698951227,58.182132738018296,2702.17433038861,2422.7358426426977,0.00033838936980721114,0.8794004999799654,7,0
38,2025-02-08,20628.44924025644,2786.342769801139,2422.7358426426977,1649.824163863577,0.0003986751605930105,0.7496146248886362,8,0
39,2025-02-09,52954.45150630889,444.131082240215,1649.824163863577,1921.00531571652,0.0013016146712621528,0.7739852500380948,8,0
40,2025-02-10,53169.15024997268,15.794254734795759,1921.00531571652,2236.63759896625,0.0010153630048715951,0.5222560000838712,8,0
41,2025-02-11,51069.105202332634,12.270440675577083,2236.63759896625,1608.772770287272,0.001990388433949399,2.4314972499851137,8,0
42,2025-02-12,51687.013470916434,0.0,1608.772770287272,1961.405232718438,0.001992655520616834,2.510688792099245,8,0
43,2025-02-13,50355.632025201194,88.47669696148053,1961.405232718438,1924.5846649371435,0.001994916267329715,3.8809907080139965,8,0
44,2025-02-14,18502.876189336937,0.0,1924.5846649371435,2152.483596728416,0.0003716456191832858,0.8711767919594422,8,0
45,2025-02-15,18183.40811147366,223.0785314298778,2152.483596728416,1641.0511652077698,0.00039739509095345184,4.037666290998459,8,0
46,2025-02-16,49116.64586706285,301.16930957002756,1641.0511652077698,1417.149177058157,0.001801210372026373,2.8733494579792023,8,0
47,2025-02-17,50005.94934330083,2.2403963041853836,1417.149177058157,3021.9619135990706,0.004134008368771358,5.005843000020832,8,0
48,2025-02-18,47092.19893931254,151.51786091952386,3021.9619135990706,1582.4118892550246,0.001963574988376548,2.6916978750377893,8,0
49,2025-02-19,48244.23484744764,160.389164516837,1582.4118892550246,1247.5502741878574,0.0019817860569562606,3.0273756249807775,8,0
50,2025-02-20,47671.629450311695,66.70607168759096,1247.5502741878574,1639.0147860878633,0.001983072943389351,3.4798302920535207,8,0
51,2025-02-21,17890.093367280067,16.81681829923424,1639.0147860878633,2398.9193523082495,0.00012088371791316215,0.7119513748912141,8,0
52,2025-02-22,17288.99017318531,7.203637981629111,2398.9193523082495,2009.8473918255677,0.000454530099101725,0.9116739589953795,8,0
