interval_start,interval_end,charge_power_kw,discharge_power_kw,net_battery_power_kw,delta_power_kw,soc_start_kwh,soc_end_kwh,load_kw,pv_kw
2025-12-06 00:00:00,2025-12-06 00:10:00,4351.836130330486,0.0,4351.836130330486,4704.654460573949,6496.932707548401,7185.018416331286,2772.0127,0.0
2025-12-06 00:10:00,2025-12-06 00:20:00,4200.73301046469,0.0,4200.73301046469,-151.10311986579654,7185.018416331286,7849.212624097503,2771.9533,0.0
2025-12-06 00:20:00,2025-12-06 00:30:00,212.13798636372712,0.0,212.13798636372712,-3988.5950241009627,7849.212624097503,7882.754584855059,2787.53,0.0
2025-12-06 00:30:00,2025-12-06 00:40:00,295.8698702162859,0.0,295.8698702162859,83.73188385255878,7882.754584855059,7929.5357189001525,2639.998,0.0
2025-12-06 00:40:00,2025-12-06 00:50:00,4276.691646042025,0.0,4276.691646042025,3980.821775825739,7929.5357189001525,8605.740041485524,2629.5503,0.0
2025-12-06 00:50:00,2025-12-06 01:00:00,343.02591976642316,0.0,343.02591976642316,-3933.665726275602,8605.740041485524,8659.977201632328,2764.62,0.0
2025-12-06 01:00:00,2025-12-06 01:10:00,302.8196414651039,0.0,302.8196414651039,-40.20627830131923,8659.977201632328,8707.857190995592,2757.6156,0.0
2025-12-06 01:10:00,2025-12-06 01:20:00,268.11811476304547,0.0,268.11811476304547,-34.70152670205846,8707.857190995592,8750.250387225673,2784.5666,0.0
2025-12-06 01:20:00,2025-12-06 01:30:00,123.70249856274052,0.0,123.70249856274052,-144.41561620030495,8750.250387225673,8769.809469611271,2863.47,0.0
2025-12-06 01:30:00,2025-12-06 01:40:00,181.8016825752892,0.0,181.8016825752892,58.099184012548676,8769.809469611271,8798.554839580715,2821.8369,0.0
2025-12-06 01:40:00,2025-12-06 01:50:00,112.11360421909023,0.0,112.11360421909023,-69.68807835619896,8798.554839580715,8816.281556881864,2831.8194,0.0
2025-12-06 01:50:00,2025-12-06 02:00:00,0.0,-0.0,0.0,-112.11360421909023,8816.281556881864,8816.281556881864,2986.23,0.0
2025-12-06 02:00:00,2025-12-06 02:10:00,0.0,-0.0,0.0,0.0,8816.281556881864,8816.281556881864,3151.3283,0.0
2025-12-06 02:10:00,2025-12-06 02:20:00,0.0,-0.0,0.0,0.0,8816.281556881864,8816.281556881864,2988.319,0.0
2025-12-06 02:20:00,2025-12-06 02:30:00,290.87790395794684,0.0,290.87790395794684,290.87790395794684,8816.281556881864,8862.273391758004,2721.28,0.0
2025-12-06 02:30:00,2025-12-06 02:40:00,111.88496096939355,0.0,111.88496096939355,-178.9929429885533,8862.273391758004,8879.96395738712,2910.1415,0.0
2025-12-06 02:40:00,2025-12-06 02:50:00,133.96944610071785,0.0,133.96944610071785,22.0844851313243,8879.96395738712,8901.146386714592,3036.3327,0.0
2025-12-06 02:50:00,2025-12-06 03:00:00,220.36261148435096,0.0,220.36261148435096,86.39316538363312,8901.146386714592,8935.988774886258,2924.39,0.0
2025-12-06 03:00:00,2025-12-06 03:10:00,3870.9727443718034,0.0,3870.9727443718034,3650.6101328874524,8935.988774886258,9548.04330651864,2923.2546,0.0
2025-12-06 03:10:00,2025-12-06 03:20:00,4404.683779848501,0.0,4404.683779848501,533.7110354766978,9548.04330651864,10244.484962374687,3004.4664,0.0
2025-12-06 03:20:00,2025-12-06 03:30:00,2.9345198421806344,0.0,2.9345198421806344,-4401.749260006321,10244.484962374687,10244.948950701699,3102.64,0.0
2025-12-06 03:30:00,2025-12-06 03:40:00,0.0,-0.0,0.0,-2.9345198421806344,10244.948950701699,10244.948950701699,3206.9553,0.0
2025-12-06 03:40:00,2025-12-06 03:50:00,0.0,-0.0,0.0,0.0,10244.948950701699,10244.948950701699,3268.6679,0.0
2025-12-06 03:50:00,2025-12-06 04:00:00,0.0,-0.0,0.0,0.0,10244.948950701699,10244.948950701699,3245.72,0.0
2025-12-06 04:00:00,2025-12-06 04:10:00,77.71594436893702,0.0,77.71594436893702,77.71594436893702,10244.948950701699,10257.236920437537,3151.8278,0.0
2025-12-06 04:10:00,2025-12-06 04:20:00,69.77332600629984,0.0,69.77332600629984,-7.942618362637177,10257.236920437537,10268.269051942805,3147.9262,0.0
