interval_start_hour,interval_end_hour,charge_power_kw,discharge_power_kw,net_battery_power_kw,delta_power_kw,soc_start_kwh,soc_end_kwh,load_kw,pv_kw
0.0,0.16666666666666666,4000.000000000002,0.0,4000.000000000002,,6000.0,6632.455532033676,3439.8466,0.0
0.16666666666666666,0.3333333333333333,5000.000000000002,0.0,5000.000000000002,1000.0,6632.455532033676,7423.024947075772,3437.9792,0.0
0.3333333333333333,0.5,5000.000000000001,9.549694368615746e-12,4999.999999999991,-1.0913936421275139e-11,7423.024947075772,8213.594362117865,3444.3031,0.0
0.5,0.6666666666666666,5000.000000000105,9.253770596471222e-11,5000.000000000012,2.091837814077735e-11,8213.594362117865,9004.16377715996,3454.4437,0.0
0.6666666666666666,0.8333333333333334,4089.4663844041434,-6.821210263296962e-13,4089.4663844041443,-910.5336155958676,9004.16377715996,9650.765186630499,3458.8273,0.0
0.8333333333333334,1.0,3089.466384404106,-3.720921743336331e-11,3089.466384404144,-1000.0000000000005,9650.765186630499,10139.25271309262,3459.8401,0.0
1.0,1.1666666666666667,2089.46638440408,-6.471168249280566e-11,2089.466384404145,-999.9999999999986,10139.25271309262,10469.626356546321,3467.1582,0.0
1.1666666666666667,1.3333333333333333,1089.4663844040767,-6.139089236967257e-11,1089.4663844041381,-1000.000000000007,10469.626356546321,10641.886116991604,3467.9632,0.0
1.3333333333333333,1.5,1000.0000000001871,2.4477193902903775e-10,999.9999999999425,-89.46638440419565,10641.886116991604,10800.00000000001,3466.9683,0.0
1.5,1.6666666666666667,-5.82405142435251e-11,-2.6022700550091857e-13,-5.7980287238024175e-11,-1000.0000000000005,10800.00000000001,10800.0,3482.4927,0.0
1.6666666666666667,1.8333333333333333,-2.0463630789890856e-11,2.2904706867960738e-12,-2.2754101476686927e-11,3.522618576133725e-11,10800.0,10799.999999999996,3495.0841,0.0
1.8333333333333333,2.0,-5.176934599424453e-11,-2.584874699371607e-11,-2.5920599000528464e-11,-3.1664975238415373e-12,10799.999999999996,10799.999999999993,3498.4443,0.0
2.0,2.1666666666666665,4.6017196439328545e-11,0.0,4.6017196439328545e-11,7.193779543985701e-11,10799.999999999993,10800.0,3505.2295,0.0
2.1666666666666665,2.3333333333333335,2.0463630789890856e-11,1.8417267710901768e-11,2.0463630789890885e-12,-4.3970833360339456e-11,10800.0,10800.0,3512.6387,0.0
2.3333333333333335,2.5,6.471168249280565e-12,2.6252678012841754e-11,-1.978150976356119e-11,-2.1827872842550278e-11,10800.0,10799.999999999996,3516.8685,0.0
2.5,2.6666666666666665,-4.774847184307867e-11,2.950345973317165e-11,-7.725193157625031e-11,-5.747042181268912e-11,10799.999999999996,10799.999999999984,3517.9246,0.0
2.6666666666666665,2.8333333333333335,-5.176934599424453e-11,-6.745812959982754e-11,1.5688783605583012e-11,9.294071518183332e-11,10799.999999999984,10799.999999999987,3518.5518,0.0
2.8333333333333335,3.0,1.0445627536621604e-10,1.0436451702844336e-10,9.175833777268592e-14,-1.5597025267810326e-11,10799.999999999987,10799.999999999985,3521.0976,0.0
3.0,3.1666666666666665,-2.7284841053187808e-11,-2.455635694786903e-11,-2.72848410531878e-12,-2.8202424430914658e-12,10799.999999999985,10799.999999999985,3526.9261,0.0
3.1666666666666665,3.3333333333333335,-3.235584124640283e-11,-2.9627357141084046e-11,-2.7284841053187847e-12,-4.8467614016778965e-27,10799.999999999985,10799.999999999985,3537.2854,0.0
3.3333333333333335,3.5,-6.821210263296952e-12,-6.139089236967256e-12,-6.821210263296962e-13,2.0463630789890885e-12,10799.999999999985,10799.999999999985,3544.8808,0.0
3.5,3.6666666666666665,-6.471168249280565e-12,-5.789047222950869e-12,-6.821210263296962e-13,0.0,10799.999999999985,10799.999999999985,3541.2787,0.0
3.6666666666666665,3.8333333333333335,1.726683779991856e-10,1.6575540939811594e-10,6.912968601069667e-12,7.595089627399363e-12,10799.999999999985,10799.999999999984,3546.3976,0.0
3.8333333333333335,4.0,-6.821210263296949e-12,-6.139089236967253e-12,-6.821210263296962e-13,-7.595089627399363e-12,10799.999999999984,10799.999999999984,3560.207,0.0
4.0,4.166666666666667,-1.0353869198848906e-10,-1.0353869198848905e-10,-1.9387045606711586e-26,6.821210263296768e-13,10799.999999999984,10799.999999999985,3561.9581,0.0
4.166666666666667,4.333333333333333,-3.410605131648476e-11,-3.0695446184836276e-11,-3.410605131648481e-12,-3.4106051316484615e-12,10799.999999999985,10799.999999999985,3556.7183,0.0
4.333333333333333,4.5,6.471168249280565e-12,5.789047222950869e-12,6.821210263296962e-13,4.092726157978177e-12,10799.999999999985,10799.999999999985,3560.0272,0.0
4.5,4.666666666666667,-4.774847184307867e-11,-4.2973624658770795e-11,-4.774847184307868e-12,-5.4569682106375646e-12,10799.999999999985,10799.999999999985,3580.654,0.5994
4.666666666666667,4.833333333333333,9.570328168654908e-11,9.706752373920849e-11,-1.3642420526594117e-12,3.4106051316484567e-12,10799.999999999985,10799.999999999984,3586.916,0.2345
4.833333333333333,5.0,-5.176934599424453e-11,-4.699449880993665e-11,-4.774847184307883e-12,-3.410605131648471e-12,10799.999999999984,10799.999999999984,3571.2635,0.2885
5.0,5.166666666666667,1.3642420526593904e-11,-8.090664431570577e-11,9.454906484229967e-11,9.932391202660755e-11,10799.999999999984,10800.0,3562.3171,18.6781
5.166666666666667,5.333333333333333,-1.1000986023776963e-10,9.523299999887325,-9.523299999997334,-9.523300000091883,10800.0,10798.326926731053,3591.3809,54.4698
5.333333333333333,5.5,2.5021850563884896e-10,1009.5233000002418,-1009.5232999999917,-999.9999999999943,10798.326926731053,10620.971761230525,3579.7045,108.9718
5.5,5.666666666666667,-1.2960299500264227e-10,2009.5232999998684,-2009.523299999998,-1000.0000000000064,10620.971761230525,10267.934503498425,3486.119,184.1603
5.666666666666667,5.833333333333333,7.693500029700241e-11,3009.5233000000635,-3009.523299999986,-999.9999999999882,10267.934503498425,9739.215153534748,3823.8994,277.0582
5.833333333333333,6.0,-2.7284841053187808e-11,4009.5232999999685,-4009.5232999999957,-1000.0000000000095,9739.215153534748,9034.813711339493,4398.0727,388.5494
6.0,6.166666666666667,7.765401899136679e-11,3932.7320000000777,-3932.732,76.79129999999577,9034.813711339493,8343.903125393419,4454.0123,521.2803
6.166666666666667,6.333333333333333,-4.092726157978171e-11,3699.0241999999616,-3699.0242000000026,233.7077999999974,8343.903125393419,7694.050814722185,4371.7919,672.7677
6.333333333333333,6.5,1.1596057447604835e-11,3548.7269000000124,-3548.7269000000006,150.297300000002,7694.050814722185,7070.603048171708,4392.953,844.2261
6.5,6.666666666666667,3.810799080131895e-11,3344.921200000039,-3344.9212000000007,203.8056999999999,7070.603048171708,6482.960293405951,4384.5956,1039.6744
6.666666666666667,6.833333333333333,-4.774847184307867e-11,3175.4381999999514,-3175.438199999999,169.48300000000154,6482.960293405951,5925.0926666778805,4434.7757,1259.3375
6.833333333333333,7.0,1.2942336498561131e-11,3014.8243000000134,-3014.8243000000007,160.61389999999847,5925.0926666778805,5395.442025943282,4523.4561,1508.6318
7.0,7.166666666666667,-4.774847184307867e-11,2732.6613999999545,-2732.6614000000022,282.16289999999844,5395.442025943282,4915.362353830813,4524.0721,1791.4107
7.166666666666667,7.333333333333333,0.0,2460.4002,-2460.4002,272.2612000000022,4915.362353830813,4483.114098967823,4545.8867,2085.4865
7.333333333333333,7.5,1.5099392581654678e-11,2141.9807000000155,-2141.9807000000005,318.4194999999995,4483.114098967823,4106.806448072166,4523.2418,2381.2611
7.5,7.666666666666667,1.3642420526593904e-11,1700.1814000000113,-1700.1813999999977,441.79930000000286,4106.806448072166,3808.115022546955,4383.3566,2683.1752
7.666666666666667,7.833333333333333,1.2942336498561131e-11,1924.1047000000126,-1924.1046999999999,-223.9233000000022,3808.115022546955,3470.084283178345,4910.4599,2986.3552
7.833333333333333,8.0,-3.069544618483628e-11,2510.52869999997,-2510.5287000000008,-586.4240000000009,3470.084283178345,3029.029348554925,5799.7327,3289.204
8.0,8.166666666666666,1.2942336498561131e-11,2291.4647000000127,-2291.4647,219.06400000000076,3029.029348554925,2626.4600357841227,5884.826,3593.3613
