date,period,charge_kwh,discharge_kwh,initial_soc_kwh,final_soc_kwh
2025-02-01,0:00-4:00,208.33333333333334,243.72924217653542,1421.7991105135516,1362.5282850525332
2025-02-01,4:00-8:00,0.0,0.0,1421.7991105135516,1362.5282850525332
2025-02-01,8:00-12:00,0.0,0.0,1421.7991105135516,1362.5282850525332
2025-02-01,12:00-16:00,0.0,0.0,1421.7991105135516,1362.5282850525332
2025-02-01,16:00-20:00,0.0,0.0,1421.7991105135516,1362.5282850525332
2025-02-01,20:00-24:00,0.0,0.0,1421.7991105135516,1362.5282850525332
2025-02-02,0:00-4:00,9877.558853963688,0.0,1362.5282850525332,6112.947119669797
2025-02-02,4:00-8:00,0.0,0.0,1362.5282850525332,6112.947119669797
2025-02-02,8:00-12:00,2916.666666666667,2954.454666666667,1362.5282850525332,6112.947119669797
2025-02-02,12:00-16:00,512.925562845359,68.80951666666654,1362.5282850525332,6112.947119669797
2025-02-02,16:00-20:00,0.0,4446.528784648816,1362.5282850525332,6112.947119669797
2025-02-02,20:00-24:00,0.0,0.0,1362.5282850525332,6112.947119669797
2025-02-03,0:00-4:00,4513.834815948069,0.0,6112.947119669797,5746.257330898122
2025-02-03,4:00-8:00,0.0,0.0,6112.947119669797,5746.257330898122
2025-02-03,8:00-12:00,370.02223410716147,2550.1933333333336,6112.947119669797,5746.257330898122
2025-02-03,12:00-16:00,2890.278636591609,0.0,6112.947119669797,5746.257330898122
2025-02-03,16:00-20:00,0.0,4794.4012628221735,6112.947119669797,5746.257330898122
2025-02-03,20:00-24:00,0.0,0.0,6112.947119669797,5746.257330898122
2025-02-04,0:00-4:00,5198.541398819477,0.0,5746.257330898122,5887.471301148624
2025-02-04,4:00-8:00,0.0,0.0,5746.257330898122,5887.471301148624
2025-02-04,8:00-12:00,2399.4089057955907,3270.2785333333336,5746.257330898122,5887.471301148624
2025-02-04,12:00-16:00,1819.1438762984735,410.7049666666667,5746.257330898122,5887.471301148624
2025-02-04,16:00-20:00,0.0,4660.4339277941235,5746.257330898122,5887.471301148624
2025-02-04,20:00-24:00,0.0,0.0,5746.257330898122,5887.471301148624
2025-02-05,0:00-4:00,4793.210189315789,0.0,5887.471301148624,4983.24064554777
2025-02-05,4:00-8:00,0.0,0.0,5887.471301148624,4983.24064554777
2025-02-05,8:00-12:00,1584.7987949588564,4905.057916666667,5887.471301148624,4983.24064554777
2025-02-05,12:00-16:00,4250.315287348462,0.0,5887.471301148624,4983.24064554777
2025-02-05,16:00-20:00,0.0,5518.2624483479185,5887.471301148624,4983.24064554777
2025-02-05,20:00-24:00,0.0,0.0,5887.471301148624,4983.24064554777
2025-02-06,0:00-4:00,5784.998032714432,0.0,4983.24064554777,1588.6811018315236
2025-02-06,4:00-8:00,0.0,0.0,4983.24064554777,1588.6811018315236
2025-02-06,8:00-12:00,2916.393254291304,4659.6347000000005,4983.24064554777,1588.6811018315236
2025-02-06,12:00-16:00,2607.383322269741,0.0,4983.24064554777,1588.6811018315236
2025-02-06,16:00-20:00,0.0,8738.624391709496,4983.24064554777,1588.6811018315236
2025-02-06,20:00-24:00,0.0,0.0,4983.24064554777,1588.6811018315236
2025-02-07,0:00-4:00,199.60450710344395,425.2661166666667,1588.6811018315236,1725.057424670027
2025-02-07,4:00-8:00,0.0,0.0,1588.6811018315236,1725.057424670027
2025-02-07,8:00-12:00,0.0,0.0,1588.6811018315236,1725.057424670027
2025-02-07,12:00-16:00,416.6666666666667,0.0,1588.6811018315236,1725.057424670027
2025-02-07,16:00-20:00,0.0,0.0,1588.6811018315236,1725.057424670027
2025-02-07,20:00-24:00,0.0,0.0,1588.6811018315236,1725.057424670027
2025-02-08,0:00-4:00,0.0,390.2919166666666,1725.057424670027,1313.653621663594
2025-02-08,4:00-8:00,0.0,0.0,1725.057424670027,1313.653621663594
2025-02-08,8:00-12:00,0.0,0.0,1725.057424670027,1313.653621663594
2025-02-08,12:00-16:00,0.0,0.0,1725.057424670027,1313.653621663594
2025-02-08,16:00-20:00,0.0,0.0,1725.057424670027,1313.653621663594
2025-02-08,20:00-24:00,0.0,0.0,1725.057424670027,1313.653621663594
2025-02-09,0:00-4:00,9335.549133420722,0.0,1313.653621663594,4903.311247231061
2025-02-09,4:00-8:00,0.0,772.9733333333334,1313.653621663594,4903.311247231061
2025-02-09,8:00-12:00,1486.5795326785085,5561.594977951597,1313.653621663594,4903.311247231061
