起点/h,终点/h,电价/元每kWh,负载/kW,光伏/kW,购电量/kWh,充电功率/kW,放电功率/kW,剩余/kWh,期初储电/kWh,期末储电/kWh,区间电费/元
0.0,0.16666666666666666,0.4248,3439.8466,0.0,987.8208808729753,2487.0786852378524,0.0,0.0,6000.0,6393.24166827043,419.6263101948399
0.16666666666666666,0.3333333333333333,0.4245,3437.9792,0.0,987.5096475396435,2487.0786852378224,-3.8827009495683396e-11,0.0,6393.24166827043,6786.483336540863,419.19784538057866
0.3333333333333333,0.5,0.4269,3444.3031,0.0,988.5636308729769,2487.0786852381275,2.660272002685815e-10,0.0,6786.483336540863,7179.72500481129,422.01781401967384
0.5,0.6666666666666666,0.4272,3454.4437,0.0,990.253730872977,2487.0786852378283,-3.462075013365108e-11,0.0,7179.72500481129,7572.966673081723,423.0363938289358
0.6666666666666666,0.8333333333333333,0.4271,3458.8273,0.0,990.9843308729766,2487.078685237849,-1.0913936421275139e-11,0.0,7572.966673081723,7966.208341352154,423.2494077158483
0.8333333333333333,1.0,0.4285,3459.8401,0.0,991.1531308729769,2487.078685237876,1.3589453323489208e-11,0.0,7966.208341352154,8359.450009622586,424.7091165790706
1.0,1.1666666666666665,0.4311,3467.1582,0.0,992.3728142063101,2487.0786852378606,0.0,0.0,8359.450009622586,8752.691677893017,427.81192020434025
1.1666666666666665,1.3333333333333333,0.4302,3467.9632,0.0,992.5069808729763,2487.078685237986,1.2278178473934513e-10,0.0,8752.691677893017,9145.933346163447,426.97650317155444
1.3333333333333333,1.5,0.4279,3466.9683,0.0,992.3411642063103,2487.0786852378214,-3.5591425371043165e-11,0.0,9145.933346163447,9539.175014433878,424.62278416388017
1.5,1.6666666666666665,0.4312,3482.4927,0.0,994.92856420631,2487.078685237862,1.3642420526593924e-12,0.0,9539.175014433878,9932.41668270431,429.0131968857609
1.6666666666666665,1.8333333333333333,0.4333,3495.0841,0.0,852.8089618849122,1621.7696713094756,8.088960311600719e-12,0.0,9932.41668270431,10188.840982780337,369.52212318473244
1.8333333333333333,2.0,0.4311,3498.4443,0.0,853.3689952182452,1621.769671309418,-5.3887561080046e-11,0.0,10188.840982780337,10445.265282856366,367.8873738385855
2.0,2.1666666666666665,0.4293,3505.2295,0.0,854.4998618849116,1621.769671309335,-1.289208739763124e-10,0.0,10445.265282856366,10701.689582932395,366.83679070719256
