起点/h,终点/h,电价/元每kWh,负载/kW,光伏/kW,购电量/kWh,充电功率/kW,放电功率/kW,剩余/kWh,期初储电/kWh,期末储电/kWh,区间电费/元
0.0,0.16666666666666666,0.4248,3439.8466,0.0,1023.3077666666665,2699.9999999999995,0.0,0.0,6000.0,6405.0,434.7011392799999
0.16666666666666666,0.3333333333333333,0.4245,3437.9792,0.0,1022.9965333333321,2699.9999999999895,-3.2310995984038217e-12,0.0,6405.0,6809.999999999999,434.26202839999945
0.3333333333333333,0.5,0.4269,3444.3031,0.0,1024.0505166666665,2699.999999999994,-4.774847184307873e-12,0.0,6809.999999999999,7214.999999999999,437.1671655649999
0.5,0.6666666666666666,0.4272,3454.4437,0.0,1025.7406166666663,2699.999999999991,-7.36690708436072e-12,0.0,7214.999999999999,7619.999999999999,438.19639143999984
0.6666666666666666,0.8333333333333333,0.4271,3458.8273,0.0,1026.4712166666666,2700.0000000000296,2.9331204132176936e-11,0.0,7619.999999999999,8024.999999999998,438.40585663833326
0.8333333333333333,1.0,0.4285,3459.8401,0.0,1026.6400166666665,2699.999999999998,-1.5347723092418164e-12,0.0,8024.999999999998,8429.999999999998,439.9152471416666
1.0,1.1666666666666665,0.4311,3467.1582,0.0,1027.8597,2699.999999999997,-3.2310995984038205e-12,0.0,8429.999999999998,8834.999999999998,443.11031667
1.1666666666666665,1.3333333333333333,0.4302,3467.9632,0.0,1027.99386666667,2700.000000000005,-5.8159792771268805e-12,0.0,8834.999999999998,9240.0,442.2429614400015
1.3333333333333333,1.5,0.4279,3466.9683,0.0,1027.8280499999998,2699.999999999998,-1.5347723092418164e-12,0.0,9240.0,9645.0,439.80762259499994
1.5,1.6666666666666665,0.4312,3482.4927,0.0,1003.7487833333331,2539.9999999999927,-6.139089236967266e-12,0.0,9645.0,10026.0,432.8164753733333
1.6666666666666665,1.8333333333333333,0.4333,3495.0841,0.0,839.180683333333,1539.9999999999466,-4.328057912061923e-11,0.0,10026.0,10257.0,363.61699008833324
1.8333333333333333,2.0,0.4311,3498.4443,0.0,839.7407166666659,1539.9999999999786,-1.7053025658242404e-11,0.0,10257.0,10488.0,362.01222295499963
2.0,2.1666666666666665,0.4293,3505.2295,0.0,840.8715833333343,1540.000000000054,4.3619844578451604e-11,0.0,10488.0,10719.0,360.9861707250004
2.1666666666666665,2.333333333333333,0.4324,3512.6387,0.0,675.4397833333342,540.000000000098,8.917027116694954e-11,0.0,10719.0,10799.999999999998,292.0601623133337
2.333333333333333,2.5,0.4367,3516.8685,0.0,586.1447500000025,2.9079896385634422e-11,1.3391112780051406e-11,0.0,10799.999999999998,10800.0,255.9694123250011
2.5,2.6666666666666665,0.4348,3517.9246,0.0,586.3207666666666,0.0,0.0,0.0,10800.0,10800.0,254.93226934666666
2.6666666666666665,2.833333333333333,0.4335,3518.5518,0.0,586.4253000000003,1.143989056934539e-11,9.675583976967585e-12,4.700941443521369e-14,10800.0,10800.0,254.21536755000014
2.833333333333333,3.0,0.4357,3521.0976,0.0,586.8496,1.6403284438351183e-12,1.3286660395064457e-12,-5.194373405477869e-14,10800.0,10800.0,255.69037072
3.0,3.1666666666666665,0.4374,3526.9261,0.0,587.821016666666,-2.254893338092364e-11,-1.8264636038548146e-11,3.1928530732885243e-14,10800.0,10800.0,257.1129126899997
3.1666666666666665,3.333333333333333,0.4371,3537.2854,0.0,589.5475666666671,1.2570627660829016e-11,9.909359994739624e-12,1.1202739871565603e-14,10800.0,10800.0,257.6912413900002
3.333333333333333,3.5,0.4356,3544.8808,0.0,590.8134666666663,-1.1205555326517227e-11,-9.076499814478953e-12,1.3782072174863858e-14,10800.0,10800.0,257.3583460799998
3.5,3.6666666666666665,0.4353,3541.2787,0.0,590.213116666667,1.1322198081231497e-11,8.898132035265633e-12,5.073634322548697e-14,10800.0,10800.0,256.9197696850002
3.6666666666666665,3.833333333333333,0.436,3546.3976,0.0,591.0662666666666,-1.5971317586199654e-12,-1.293676724482172e-12,5.05758390229656e-14,10800.0,10800.0,257.70489226666666
3.833333333333333,4.0,0.4378,3560.207,0.0,593.3678333333332,1.5332073700304614e-12,1.2418979697246736e-12,-4.8551566717631253e-14,10800.0,10800.0,259.7764374333333
4.0,4.166666666666666,0.4401,3561.9581,0.0,593.6596833333333,3.8828352307275485e-13,3.1450965368893154e-13,-1.2295644897303901e-14,10800.0,10800.0,261.269626635
4.166666666666666,4.333333333333333,0.4389,3556.7183,0.0,592.7863833333333,8.726209493783755e-13,7.068229689964841e-13,-2.763299673031521e-14,10800.0,10800.0,260.173943645
4.333333333333333,4.5,0.4364,3560.0272,0.0,593.3378666666666,9.166985081352776e-13,7.425257915895748e-13,-2.902878609095044e-14,10800.0,10800.0,258.93264501333334
4.5,4.666666666666666,0.4393,3580.654,0.5994,596.6757666666666,-7.441834501458046e-13,-6.027885946181017e-13,2.356580925461714e-14,10800.0,10800.0,262.11966429666666
4.666666666666666,4.833333333333333,0.4422,3586.916,0.2345,597.78025,-5.658939048352717e-13,-4.5837406291657e-13,1.791997365311696e-14,10800.0,10800.0,264.33842655
4.833333333333333,5.0,0.4395,3571.2635,0.2885,595.1624999999998,-3.2310995984038254e-12,-2.5489785720741288e-12,0.0,10800.0,10800.0,261.5739187499999
