起点/h,终点/h,电价/元每kWh,负载/kW,光伏/kW,购电量/kWh,充电功率/kW,放电功率/kW,剩余/kWh,期初储电/kWh,期末储电/kWh,区间电费/元
0.0,0.16666666666666666,0.4248,3439.8466,0.0,1239.9744333333326,3999.9999999999964,0.0,0.0,6000.0,6632.455532033675,526.7411392799997
0.16666666666666666,0.3333333333333333,0.4245,3437.9792,0.0,1406.329866666666,4999.999999999996,0.0,0.0,6632.455532033675,7423.02494707577,596.9870283999998
0.3333333333333333,0.5,0.4269,3444.3031,0.0,1407.383850000001,5000.000000000053,4.638422979041934e-11,0.0,7423.02494707577,8213.594362117865,600.8121655650004
0.5,0.6666666666666666,0.4272,3454.4437,0.0,1409.07394999999,4999.999999999886,-5.241646281917266e-11,0.0,8213.594362117865,9004.16377715995,601.9563914399957
0.6666666666666666,0.8333333333333333,0.4271,3458.8273,0.0,1258.0489474006915,4089.4663844041047,-4.501998773775995e-11,0.0,9004.16377715995,9650.765186630491,537.3127054348354
0.8333333333333333,1.0,0.4285,3459.8401,0.0,1091.5510807340252,3089.466384404161,1.1971661261169064e-11,0.0,9650.765186630491,10139.252713092612,467.7296380945298
1.0,1.1666666666666665,0.4311,3467.1582,0.0,926.1040974006917,2089.4663844041374,-1.2942336498561133e-11,0.0,10139.252713092612,10469.626356546314,399.2434763894382
1.1666666666666665,1.3333333333333333,0.4302,3467.9632,0.0,759.5715974006914,1089.4663844040338,-1.1050360626541063e-10,0.0,10469.626356546314,10641.886116991598,326.76770120177747
1.3333333333333333,1.5,0.4279,3466.9683,0.0,744.4947166666575,1000.0000000001054,1.5045466179577337e-10,0.0,10641.886116991598,10800.000000000007,318.56928926166273
1.5,1.6666666666666665,0.4312,3482.4927,0.0,580.4154499999908,-1.3589453323489188e-10,-8.064273010218647e-11,0.0,10800.000000000007,10800.0,250.27514203999604
1.6666666666666665,1.8333333333333333,0.4333,3495.0841,0.0,582.5140166666704,6.821210263296962e-12,-1.4568649160730576e-11,0.0,10800.0,10800.000000000004,252.4033234216683
