interval_start_hour,interval_end_hour,charge_power_kw,discharge_power_kw,net_battery_power_kw,delta_power_kw,soc_start_kwh,soc_end_kwh
0.0,0.16666666666666666,2535.786553761463,-0.0,2535.786553761463,,6000.0,6400.943058495762
0.16666666666666666,0.3333333333333333,2535.7865537614507,-1.2942336498561131e-11,2535.7865537614634,4.547473508864641e-13,6400.943058495762,6801.886116991524
0.3333333333333333,0.5,2535.786553761479,1.5347723092418164e-11,2535.7865537614634,0.0,6801.886116991524,7202.829175487286
0.5,0.6666666666666666,2535.7865537614734,9.706752373920863e-12,2535.786553761464,4.547473508864641e-13,7202.829175487286,7603.772233983048
0.6666666666666666,0.8333333333333334,2535.7865537614593,-3.410605131648481e-12,2535.7865537614625,-1.3642420526593924e-12,7603.772233983048,8004.71529247881
0.8333333333333334,1.0,2535.786553761419,-4.4651060920035966e-11,2535.7865537614634,9.094947017729282e-13,8004.71529247881,8405.658350974572
1.0,1.1666666666666667,2535.786553761425,-3.8827009495683396e-11,2535.7865537614634,0.0,8405.658350974572,8806.601409470335
1.1666666666666667,1.3333333333333333,2535.78655376143,-2.4556356947869024e-11,2535.7865537614543,-9.094947017729282e-12,8806.601409470335,9207.544467966096
1.3333333333333333,1.5,2535.7865537614734,4.529817774496403e-12,2535.786553761469,1.4551915228366852e-11,9207.544467966096,9608.487526461859
1.5,1.6666666666666667,2507.157310752,-6.548361852765083e-11,2507.1573107520653,-28.62924300940358,9608.487526461859,10004.903904177814
1.6666666666666667,1.8333333333333333,1507.1573107527206,-8.412518724064747e-11,1507.1573107528047,-999.9999999992606,10004.903904177814,10243.206398885468
1.8333333333333333,2.0,1507.1573107530971,2.8614977054530755e-10,1507.157310752811,6.366462912410498e-12,10243.206398885468,10481.508893593116
2.0,2.1666666666666665,1507.1573107529753,1.6575540939811594e-10,1507.1573107528095,-1.5916157281026244e-12,10481.508893593116,10719.811388300766
2.1666666666666665,2.3333333333333335,507.15731075282673,1.7957491891753596e-11,507.15731075280877,-1000.0000000000007,10719.811388300766,10800.0
2.3333333333333335,2.5,-1.2942336498561143e-11,-1.1578094445901749e-11,-1.364242052659394e-12,-507.15731075281013,10800.0,10800.0
2.5,2.6666666666666665,-1.3642420526593898e-11,-1.2278178473934505e-11,-1.3642420526593924e-12,1.6155871338926322e-27,10800.0,10800.0
2.6666666666666665,2.8333333333333335,9.059635548992792e-11,9.196059754258731e-11,-1.3642420526593924e-12,0.0,10800.0,10799.999999999998
2.8333333333333335,3.0,-1.1127748562951301e-10,-1.1050360626541063e-10,-7.738793641023886e-13,5.903626885570038e-13,10799.999999999998,10800.0
3.0,3.1666666666666665,-1.3642420526593904e-11,-1.2278178473934513e-11,-1.3642420526593907e-12,-5.903626885570022e-13,10800.0,10800.0
3.1666666666666665,3.3333333333333335,8.412518724064736e-11,8.548942929330675e-11,-1.3642420526593924e-12,-1.6155871338926322e-27,10800.0,10799.999999999998
3.3333333333333335,3.5,-1.3642420526593904e-11,-1.2278178473934513e-11,-1.3642420526593907e-12,1.6155871338926322e-27,10799.999999999998,10799.999999999998
3.5,3.6666666666666665,9.059635548992793e-11,9.196059754258733e-11,-1.3642420526593924e-12,-1.6155871338926322e-27,10799.999999999998,10799.999999999996
3.6666666666666665,3.8333333333333335,-1.1127748562951301e-10,-1.1050360626541063e-10,-7.738793641023886e-13,5.903626885570038e-13,10799.999999999996,10799.999999999998
3.8333333333333335,4.0,-1.3642420526593898e-11,-1.2278178473934505e-11,-1.3642420526593924e-12,-5.903626885570038e-13,10799.999999999998,10799.999999999998
4.0,4.166666666666667,-1.294233649856113e-11,-1.1578094445901737e-11,-1.3642420526593924e-12,0.0,10799.999999999998,10799.999999999998
4.166666666666667,4.333333333333333,-1.3642420526593898e-11,-1.2278178473934505e-11,-1.3642420526593924e-12,0.0,10799.999999999998,10799.999999999998
4.333333333333333,4.5,9.059635548992792e-11,9.196059754258731e-11,-1.3642420526593924e-12,0.0,10799.999999999998,10799.999999999996
4.5,4.666666666666667,-1.1127748562951301e-10,-1.1050360626541061e-10,-7.738793641024015e-13,5.903626885569909e-13,10799.999999999996,10799.999999999998
4.666666666666667,4.833333333333333,-7.835410301939957e-12,-6.471168249280565e-12,-1.3642420526593924e-12,-5.903626885569909e-13,10799.999999999998,10799.999999999998
4.833333333333333,5.0,-7.765401899136679e-11,-8.038250309668558e-11,2.7284841053187847e-12,4.092726157978177e-12,10799.999999999998,10800.0
5.0,5.166666666666667,2.7284841053187808e-11,2.4556356947869027e-11,2.7284841053187815e-12,-3.2311742677852644e-27,10800.0,10800.0
5.166666666666667,5.333333333333333,2.588467299712226e-11,2.3156188891803475e-11,2.7284841053187847e-12,3.2311742677852644e-27,10800.0,10800.0
5.333333333333333,5.5,3.037853983690048e-11,990.147560546421,-990.1475605463907,-990.1475605463934,10800.0,10626.048804945218
5.5,5.666666666666667,-2.148681232938543e-10,1990.1475605461787,-1990.1475605463936,-1000.000000000003,10626.048804945218,10276.415517658863
5.666666666666667,5.833333333333333,5.176934599424461e-11,2990.1475605464384,-2990.1475605463866,-999.999999999993,10276.415517658863,9751.100138140928
5.833333333333333,6.0,5.329070518200751e-12,3990.1475605463957,-3990.14756054639,-1000.0000000000036,9751.100138140928,9050.102666391416
6.0,6.166666666666667,-2.5884672997122263e-11,3932.7319999999745,-3932.7320000000004,57.41556054638977,9050.102666391416,8359.192080445344
6.166666666666667,6.333333333333333,1.3642420526593904e-11,3699.0242000000108,-3699.024199999997,233.70780000000332,8359.192080445344,7709.33976977411
6.333333333333333,6.5,1.1596057447604835e-11,3548.7269000000124,-3548.7269000000006,150.29729999999654,7709.33976977411,7085.892003223633
6.5,6.666666666666667,-1.0857182284904078e-10,3344.921199999891,-3344.9211999999998,203.8057000000008,7085.892003223633,6498.249248457879
6.666666666666667,6.833333333333333,6.139089236967257e-11,3175.43820000006,-3175.4381999999987,169.48300000000108,6498.249248457879,5940.381621729806
6.833333333333333,7.0,-3.8827009495683396e-11,3014.8242999999616,-3014.8243,160.61389999999847,5940.381621729806,5410.7309809952085
7.0,7.166666666666667,6.821210263296952e-12,2732.6614000000086,-2732.661400000002,282.16289999999844,5410.7309809952085,4930.651308882739
7.166666666666667,7.333333333333333,0.0,2460.4002,-2460.4002,272.26120000000174,4930.651308882739,4498.403054019749
7.333333333333333,7.5,1.5099392581654678e-11,2141.9807000000155,-2141.9807000000005,318.4194999999995,4498.403054019749,4122.095403124092
7.5,7.666666666666667,1.3642420526593904e-11,1700.1814000000138,-1700.1814000000002,441.79930000000036,4122.095403124092,3823.4039775988804
7.666666666666667,7.833333333333333,-1.2942336498561131e-11,1924.104699999987,-1924.1046999999999,-223.9232999999997,3823.4039775988804,3485.3732382302705
7.833333333333333,8.0,2.387423592153933e-11,2510.5287000000217,-2510.528699999998,-586.4239999999982,3485.3732382302705,3044.3183036068503
8.0,8.166666666666666,-1.2942336498561131e-11,2291.4646999999873,-2291.4647,219.06399999999803,3044.3183036068503,2641.7489908360485
8.166666666666666,8.333333333333334,1.2582827151378899e-11,1857.3381000000097,-1857.3380999999972,434.1266000000028,2641.7489908360485,2315.4479474466275
8.333333333333334,8.5,-1.3642420526593904e-11,1587.7163999999857,-1587.7163999999993,269.6216999999979,2315.4479474466275,2036.514608424241
8.5,8.666666666666666,1.4560128560881274e-11,1282.4448000000148,-1282.4448000000002,305.2715999999991,2036.514608424241,1811.2120227887349
8.666666666666666,8.833333333333334,-3.410605131648476e-12,1071.3534999999974,-1071.3535000000008,211.09129999999936,1811.2120227887349,1622.9943983891123
8.833333333333334,9.0,-1.132454443624099e-11,932.352699999989,-932.3527000000004,139.00080000000048,1622.9943983891123,1459.196725355353
9.0,9.166666666666666,-9.07761101635192e-12,673.5569999999915,-673.5570000000006,258.7956999999998,1459.196725355353,1340.864822358129
9.166666666666666,9.333333333333334,-8.52651282912119e-12,386.3811999999917,-386.3812000000002,287.1758000000004,1340.864822358129,1272.9845647431819
9.333333333333334,9.5,2.0222400779001768e-13,135.3734999999999,-135.3734999999997,251.0077000000005,1272.9845647431819,1249.2018650304706
9.5,9.666666666666666,104.54440000001311,1.3306339712583182e-11,104.54439999999981,239.91789999999952,1249.2018650304706,1265.7317860612557
9.666666666666666,9.833333333333334,317.026600000004,3.879563337250147e-12,317.02660000000014,212.48220000000032,1265.7317860612557,1315.8580928042124
9.833333333333334,10.0,507.37450000001286,1.2278178473934513e-11,507.3745000000006,190.34790000000044,1315.8580928042124,1396.0810451386674
10.0,10.166666666666666,701.901499999995,-4.8533761869604245e-12,701.9014999999999,194.52699999999936,1396.0810451386674,1507.0614167931012
10.166666666666666,10.333333333333334,879.9636000000067,6.821210263296962e-12,879.9635999999999,178.0621,1507.0614167931012,1646.1958784951682
10.333333333333334,10.5,1041.1215000000068,5.500493011888489e-12,1041.1215000000013,161.1579000000014,1646.1958784951682,1810.811641543718
10.5,10.666666666666666,1206.1745000000021,3.069544618483633e-12,1206.1744999999992,165.05299999999784,1810.811641543718,2001.524575324456
10.666666666666666,10.833333333333334,1352.4366999999918,-8.250739517832734e-12,1352.4367,146.2622000000008,2001.524575324456,2215.3635934845483
10.833333333333334,11.0,1464.0555000000004,0.0,1464.0555000000004,111.61880000000042,2215.3635934845483,2446.8510935293807
11.0,11.166666666666666,2464.0554999999836,-1.3812950783176328e-11,2464.055499999997,999.9999999999968,2446.8510935293807,2836.452476582632
11.166666666666666,11.333333333333334,2464.0555000000336,3.106160759654676e-11,2464.0555000000027,5.4569682106375694e-12,2836.452476582632,3226.053859635883
11.333333333333334,11.5,3464.0554999999754,-2.489741746103391e-11,3464.0555000000004,999.9999999999977,3226.053859635883,3773.7691256975536
11.5,11.666666666666666,4464.055499999992,-1.1648102848705036e-11,4464.055500000004,1000.0000000000036,3773.7691256975536,4479.5982747676435
11.666666666666666,11.833333333333334,4999.631414495998,9.706752373920849e-12,4999.631414495988,535.5759144959839,4479.5982747676435,5270.109411324478
11.833333333333334,12.0,4999.631414495939,-4.2973624658770795e-11,4999.6314144959815,-6.366462912410498e-12,5270.109411324478,6060.620547881313
12.0,12.166666666666666,4999.631414495971,-2.0060621572769783e-11,4999.631414495991,9.094947017729282e-12,6060.620547881313,6851.131684438148
12.166666666666666,12.333333333333334,4999.631414496048,6.036771083017811e-11,4999.631414495988,-2.7284841053187847e-12,6851.131684438148,7641.642820994982
12.333333333333334,12.5,4587.043099999918,-8.347807041571942e-11,4587.043100000002,-412.5883144959862,7641.642820994982,8366.918017062959
12.5,12.666666666666666,3587.04310000011,1.1118572729174048e-10,3587.043099999999,-1000.0000000000027,8366.918017062959,8934.079330122513
12.666666666666666,12.833333333333334,2587.043099999897,-9.438849701837158e-11,2587.0430999999917,-1000.0000000000073,8934.079330122513,9343.12676017365
12.833333333333334,13.0,1587.0431000000144,1.7795712685521583e-11,1587.0430999999967,-999.999999999995,9343.12676017365,9594.060307216369
13.0,13.166666666666666,1455.0452999999934,-6.30961949354969e-12,1455.0452999999998,-131.99779999999691,9594.060307216369,9824.123169552518
13.166666666666666,13.333333333333334,1338.4534999999214,-7.603622692904676e-11,1338.4534999999973,-116.59180000000242,9824.123169552518,10035.751249663728
