day,date,total_cost,planned_cost,emergency_cost,emergency_kwh,lp_q080_coverage,initial_soc,final_soc
31,2025-02-01,30259.523644587352,30259.523644587352,0.0,0.0,1.0,1421.7991105135516,5301.843598303294
32,2025-02-02,55321.04756886313,48650.72997963903,6670.317589224107,1074.7703519167794,0.5833333333333334,5301.843598303294,1786.4663619050461
33,2025-02-03,55434.736643211836,55045.91665502012,388.8199881917177,81.6234681393168,0.7916666666666666,1786.4663619050461,3573.4045502395347
34,2025-02-04,53856.726797736716,53856.726797736716,0.0,0.0,0.7847222222222222,3573.4045502395347,2587.4235889412166
35,2025-02-05,53574.84003296335,53348.01026738559,226.82976557777215,42.06948636196387,0.7152777777777778,2587.4235889412166,2018.7832237969747
36,2025-02-06,55303.61180435623,54976.27598367914,327.3358206770838,56.58743533171446,0.9166666666666666,2018.7832237969747,2057.964472112571
37,2025-02-07,20543.025612011363,19131.59859866042,1411.4270133509394,285.97447337674794,0.6111111111111112,2057.964472112571,1274.9392330474477
38,2025-02-08,23583.95560009383,17127.37421862635,6456.581381467476,1393.6562832774994,0.2847222222222222,1274.9392330474477,1329.9341318539111
39,2025-02-09,52974.95045798061,52974.95045798062,0.0,0.0,0.7916666666666666,1329.9341318539111,1921.6074392326173
40,2025-02-10,53360.82127659279,53360.82127659279,0.0,0.0,0.9166666666666666,1921.6074392326173,1789.6843148762212
41,2025-02-11,51729.763860968276,51729.763860968276,0.0,0.0,0.8611111111111112,1789.6843148762212,1706.9031865508466
42,2025-02-12,51601.25090343502,51601.25090343502,0.0,0.0,0.8541666666666666,1706.9031865508466,1746.2111274206397
43,2025-02-13,50511.30779308846,50511.30779308846,0.0,0.0,0.7916666666666666,1746.2111274206397,1999.4429559497767
44,2025-02-14,18298.265623202773,18298.265623202773,0.0,0.0,0.7430555555555556,1999.4429559497767,1984.1991576084145
45,2025-02-15,18571.410309879466,18571.410309879466,0.0,0.0,0.7222222222222222,1984.1991576084145,2019.9954374292354
46,2025-02-16,49612.07525038153,48263.51141406047,1348.5638363210633,279.36751499940317,0.6388888888888888,2019.9954374292354,1576.728686232129
47,2025-02-17,49193.74721324524,49193.747213245246,0.0,0.0,0.8680555555555556,1576.728686232129,1822.59497648491
48,2025-02-18,47310.19466881073,47310.19466881073,0.0,0.0,0.8263888888888888,1822.59497648491,1842.4868385647292
49,2025-02-19,47962.58983329228,47924.28445128181,38.30538201046686,8.746519468082397,0.6736111111111112,1842.4868385647292,1433.1518957852588
50,2025-02-20,47573.67171794721,47505.36564921413,68.30606873307971,14.582849857617362,0.7777777777777778,1433.1518957852588,1854.0697457595008
